Name				VRPTWP17
Number_of_Customers		40
Number_of_Items			79
Number_of_ItemTypes		79
Number_of_Vehicles		14
TimeWindows			1

VEHICLE
Mass_Capacity			60
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		33
Max_Mass_RearAxle		54
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		40		50		0		0		3390		0		0		0
1		52		75		2		71		711		90		18		5183
2		45		70		3		20		660		90		26		10012
3		62		69		1		927		1567		90		11		4620
4		60		66		3		1021		1661		90		30		9862
5		42		65		2		15		655		90		21		3780
6		16		42		3		257		897		90		19		8782
7		58		70		1		833		1473		90		15		1470
8		34		60		1		2647		3287		90		16		3888
9		28		70		3		2361		3001		90		29		7362
10		35		66		2		2551		3191		90		26		7026
11		35		69		1		2458		3098		90		37		2418
12		25		85		2		1879		2519		90		16		6156
13		22		75		1		2165		2805		90		12		2210
14		22		85		2		1786		2426		90		31		4640
15		20		80		2		1976		2616		90		8		6613
16		20		85		3		1694		2334		90		19		7990
17		18		75		3		2071		2711		90		20		8229
18		15		75		3		1502		2142		90		13		9857
19		15		80		2		1597		2237		90		15		4005
20		30		50		3		10		650		90		22		10551
21		30		56		3		2648		3288		90		28		8220
22		28		52		2		12		652		90		12		9480
23		14		66		3		1403		2043		90		6		7110
24		25		50		1		15		655		90		27		1624
25		22		66		2		2264		2904		90		14		3024
26		8		62		1		1305		1945		90		18		1625
27		23		52		2		17		657		90		17		3354
28		4		55		1		1207		1847		90		29		1008
29		20		50		2		158		798		90		13		4683
30		20		55		1		63		703		90		22		1008
31		10		35		1		541		1181		90		25		1235
32		10		40		3		353		993		90		28		12154
33		8		40		2		445		1085		90		27		5518
34		8		45		2		1106		1746		90		19		5605
35		5		35		2		636		1276		90		10		4480
36		5		45		1		1013		1653		90		12		3168
37		2		40		2		731		1371		90		14		5794
38		0		40		1		823		1463		90		24		1140
39		0		45		2		918		1558		90		16		5832
40		36		18		2		1579		2219		90		33		3812

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		23		11		11		9		0		3.0403899
Bt2		32		5		15		9		0		1.9973618
Bt3		18		14		18		8.67		0		3.9396419
Bt4		18		14		11		8.67		0		1.9788612
Bt5		26		13		8		8.67		1		0.5788195
Bt6		30		14		11		11		0		2.5989194
Bt7		26		5		16		10		0		3.1885035
Bt8		24		6		8		10		0		2.7257522
Bt9		30		13		17		10		1		0.5742542
Bt10		30		13		7		10.50		0		1.2978005
Bt11		35		5		6		10.50		0		2.5524749
Bt12		33		10		7		6.33		0		3.4172039
Bt13		36		6		16		6.33		1		0.6142213
Bt14		29		8		13		6.33		1		0.9345204
Bt15		35		6		7		15		0		3.4516450
Bt16		36		9		12		16		1		0.7861311
Bt17		32		10		15		9.67		0		1.3625142
Bt18		20		7		9		9.67		0		1.0527033
Bt19		31		7		6		9.67		1		0.5317949
Bt20		21		10		17		13		0		2.6816314
Bt21		27		8		16		13		0		1.3412567
Bt22		31		6		13		37		0		1.3397837
Bt23		36		13		7		8		0		1.0151669
Bt24		20		8		18		8		1		0.6657774
Bt25		17		10		13		12		0		1.8019080
Bt26		23		12		9		15.50		0		3.9052170
Bt27		28		7		11		15.50		1		0.9684092
Bt28		17		13		17		4		0		3.7992953
Bt29		34		12		7		4		0		3.7541946
Bt30		29		8		17		6.33		0		2.6551479
Bt31		28		6		17		6.33		0		3.2477387
Bt32		17		7		10		6.33		0		3.5402547
Bt33		27		13		11		6.67		0		3.5906151
Bt34		29		6		16		6.67		0		1.4552114
Bt35		12		12		11		6.67		1		0.8710803
Bt36		22		5		11		4.33		0		2.2891603
Bt37		19		14		17		4.33		1		0.6467175
Bt38		25		11		15		4.33		1		0.7393559
Bt39		30		6		14		7.50		0		1.9769897
Bt40		15		11		9		7.50		0		1.0110185
Bt41		35		14		9		7.33		0		3.3074916
Bt42		16		15		15		7.33		0		1.0803210
Bt43		33		11		7		7.33		0		1.7088646
Bt44		24		8		10		9.33		0		2.6015639
Bt45		21		5		16		9.33		0		1.6235636
Bt46		30		11		14		9.33		1		0.8524636
Bt47		28		15		16		6		0		1.8874822
Bt48		23		12		10		6		0		3.1205594
Bt49		30		13		11		2		0		2.7249252
Bt50		28		7		9		2		0		3.3512724
Bt51		16		6		11		2		0		2.7457112
Bt52		29		8		7		27		0		3.9864855
Bt53		16		5		14		7		0		2.5500173
Bt54		17		7		16		7		1		0.9705608
Bt55		25		5		13		18		1		0.5702344
Bt56		18		11		11		8.50		0		2.5047041
Bt57		14		7		12		8.50		0		2.0073814
Bt58		16		7		9		29		0		2.8002708
Bt59		14		12		17		6.50		1		0.9305033
Bt60		29		7		9		6.50		1		0.6097745
Bt61		14		9		8		22		0		2.2601707
Bt62		19		5		13		25		0		1.2151675
Bt63		31		15		14		9.33		0		1.8801467
Bt64		22		9		18		9.33		0		1.4371533
Bt65		26		5		16		9.33		0		3.9531173
Bt66		13		10		7		13.50		0		2.6290408
Bt67		24		12		16		13.50		1		0.5387277
Bt68		35		7		13		9.50		0		2.3871567
Bt69		20		11		11		9.50		0		1.5483682
Bt70		14		6		10		5		0		1.6463465
Bt71		20		13		14		5		1		0.7674798
Bt72		33		12		8		12		0		1.0547808
Bt73		17		10		13		7		0		3.1630390
Bt74		28		8		16		7		1		0.5389050
Bt75		19		10		6		24		0		1.8107397
Bt76		24		12		14		8		0		1.8374721
Bt77		20		9		10		8		0		2.6227368
Bt78		27		12		9		16.50		0		1.1316888
Bt79		16		7		8		16.50		0		1.5042633

DEMANDS PER CUSTOMER
i	Type Quantity
1	Bt1 1	Bt2 1	
2	Bt3 1	Bt4 1	Bt5 1	
3	Bt6 1	
4	Bt7 1	Bt8 1	Bt9 1	
5	Bt10 1	Bt11 1	
6	Bt12 1	Bt13 1	Bt14 1	
7	Bt15 1	
8	Bt16 1	
9	Bt17 1	Bt18 1	Bt19 1	
10	Bt20 1	Bt21 1	
11	Bt22 1	
12	Bt23 1	Bt24 1	
13	Bt25 1	
14	Bt26 1	Bt27 1	
15	Bt28 1	Bt29 1	
16	Bt30 1	Bt31 1	Bt32 1	
17	Bt33 1	Bt34 1	Bt35 1	
18	Bt36 1	Bt37 1	Bt38 1	
19	Bt39 1	Bt40 1	
20	Bt41 1	Bt42 1	Bt43 1	
21	Bt44 1	Bt45 1	Bt46 1	
22	Bt47 1	Bt48 1	
23	Bt49 1	Bt50 1	Bt51 1	
24	Bt52 1	
25	Bt53 1	Bt54 1	
26	Bt55 1	
27	Bt56 1	Bt57 1	
28	Bt58 1	
29	Bt59 1	Bt60 1	
30	Bt61 1	
31	Bt62 1	
32	Bt63 1	Bt64 1	Bt65 1	
33	Bt66 1	Bt67 1	
34	Bt68 1	Bt69 1	
35	Bt70 1	Bt71 1	
36	Bt72 1	
37	Bt73 1	Bt74 1	
38	Bt75 1	
39	Bt76 1	Bt77 1	
40	Bt78 1	Bt79 1	
