Name					18_TruckTrailer_n30_m400_bt100_3
Number_of_Customers			30
Number_of_Items				400
Number_of_ItemTypes			100
Number_of_Vehicles			10
TimeWindows				0

VEHICLE
Mass_Capacity				25950
CargoSpace_Length			136
CargoSpace_Width			25
CargoSpace_Height			30
Wheelbase				36
Max_Mass_FrontAxle			10000
Max_Mass_RearAxle			11500
Max_Mass_TrailerAxle			24000
Distance_Kingpin_RearAxle		6
Distance_Kingpin_TrailerAxle		76
Distance_CargoSpace_TrailerAxle		92
Distance_Mass_Tractor_RearAxle		25
Distance_Mass_Trailer_TrailerAxle	16
Mass_Tractor				7300
Mass_Trailer				6750

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		0		0		0		0
1		64		64		13		0		0		0		2515.89		16930
2		6		18		8		0		0		0		1433.77		8629
3		47		23		13		0		0		0		1938.75		13770
4		0		36		13		0		0		0		2813.18		18192
5		54		48		12		0		0		0		2676.31		15581
6		46		30		10		0		0		0		1687.81		12124
7		6		26		18		0		0		0		3363.49		17980
8		31		52		10		0		0		0		3159.18		17460
9		36		16		15		0		0		0		3142.28		17098
10		1		26		18		0		0		0		3064.24		18172
11		12		70		13		0		0		0		2336.24		12435
12		17		51		14		0		0		0		2875.04		16544
13		4		1		11		0		0		0		2636.25		14710
14		51		23		16		0		0		0		2960.41		17732
15		53		6		7		0		0		0		1524.21		8523
16		0		16		13		0		0		0		2620.64		15218
17		8		18		18		0		0		0		3236.88		17308
18		27		44		15		0		0		0		3700.9		18330
19		55		0		14		0		0		0		2633.57		14770
20		47		32		17		0		0		0		2847.46		14917
21		70		43		14		0		0		0		3328.98		19299
22		10		41		14		0		0		0		2548.61		14043
23		54		5		12		0		0		0		3136.1		16693
24		41		12		11		0		0		0		2393.07		12522
25		35		0		10		0		0		0		1928.78		10971
26		33		70		13		0		0		0		3708.33		20663
27		38		42		13		0		0		0		3974.98		19733
28		53		47		12		0		0		0		3158.29		16714
29		67		24		14		0		0		0		3835.61		19820
30		19		18		19		0		0		0		3565.63		20285

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		21		12		11		481.28		0		9.5491496
Bt2		8		10		8		146.68		0		9.1673741
Bt3		6		9		10		79.15		0		7.3283318
Bt4		8		9		10		139.09		0		9.6589672
Bt5		7		10		7		60.02		0		4.2869831
Bt6		15		6		11		212.24		0		11.7911251
Bt7		6		7		6		56.41		0		6.7150622
Bt8		7		12		14		191.47		0		11.3971260
Bt9		9		6		7		84.51		0		7.8252356
Bt10		7		8		6		40.33		0		3.6011636
Bt11		6		7		7		42.47		0		5.0558704
Bt12		7		9		11		163.31		0		12.9607258
Bt13		24		11		9		410.35		0		7.7717623
Bt14		13		12		10		262.28		0		8.4065491
Bt15		8		8		9		113.03		0		8.8305816
Bt16		16		12		6		147.14		0		3.8318051
Bt17		21		10		14		669.43		0		15.9387870
Bt18		25		10		15		687.49		0		13.7498727
Bt19		23		7		12		234.30		0		7.2764199
Bt20		6		7		8		69.14		0		8.2303739
Bt21		9		9		11		177.88		0		10.9804126
Bt22		20		11		7		159.60		1		0.7254683
Bt23		12		12		12		229.28		0		7.9611747
Bt24		7		10		8		110.78		1		1.5825984
Bt25		15		7		6		109.69		0		5.2232140
Bt26		22		12		14		824.21		0		15.6099439
Bt27		15		9		9		266.83		0		9.8826696
Bt28		18		9		8		298.00		0		9.1974702
Bt29		6		6		7		38.63		0		5.3651512
Bt30		6		7		8		48.42		0		5.7646918
Bt31		8		8		13		171.06		0		13.3639317
Bt32		9		9		8		103.26		0		6.3740504
Bt33		12		7		15		215.80		0		12.8450501
Bt34		13		11		13		450.85		0		15.7639741
Bt35		12		12		8		153.00		1		1.0624992
Bt36		11		12		7		181.47		0		6.8738121
Bt37		16		11		12		454.41		0		12.9093077
Bt38		13		6		11		150.60		0		9.6535660
Bt39		16		10		11		310.04		0		9.6888148
Bt40		6		7		6		36.77		0		4.3779049
Bt41		12		7		9		137.05		1		1.6315218
Bt42		14		8		12		190.56		0		8.5073322
Bt43		25		11		9		330.74		0		6.0133835
Bt44		6		8		7		44.15		0		4.5986184
Bt45		20		6		11		329.62		0		13.7340269
Bt46		24		11		7		406.39		1		1.5393546
Bt47		21		11		11		558.13		1		2.4161311
