Name					65_TruckTrailer_n120_m200_bt10_5
Number_of_Customers			120
Number_of_Items				200
Number_of_ItemTypes			10
Number_of_Vehicles			5
TimeWindows				0

VEHICLE
Mass_Capacity				25950
CargoSpace_Length			136
CargoSpace_Width			25
CargoSpace_Height			30
Wheelbase				36
Max_Mass_FrontAxle			10000
Max_Mass_RearAxle			11500
Max_Mass_TrailerAxle			24000
Distance_Kingpin_RearAxle		6
Distance_Kingpin_TrailerAxle		76
Distance_CargoSpace_TrailerAxle		92
Distance_Mass_Tractor_RearAxle		25
Distance_Mass_Trailer_TrailerAxle	16
Mass_Tractor				7300
Mass_Trailer				6750

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		0		0		0		0
1		45		20		2		0		0		0		526.801		3600
2		3		33		1		0		0		0		142.296		840
3		67		12		1		0		0		0		154.997		840
4		28		20		1		0		0		0		101.015		720
5		63		6		1		0		0		0		142.296		840
6		10		33		1		0		0		0		154.997		840
7		25		67		3		0		0		0		691.666		4935
8		15		37		2		0		0		0		471.062		3132
9		65		9		1		0		0		0		425.786		2880
10		0		54		2		0		0		0		651.639		4896
11		43		16		1		0		0		0		142.296		840
12		21		7		2		0		0		0		265.88		2055
13		15		25		1		0		0		0		425.786		2880
14		52		41		3		0		0		0		460.02		2400
15		34		61		2		0		0		0		698.842		3765
16		37		70		3		0		0		0		681.798		4440
17		56		45		1		0		0		0		45.2768		252
18		36		40		1		0		0		0		154.997		840
19		2		32		4		0		0		0		1016.57		5325
20		66		52		1		0		0		0		123.584		1215
21		34		5		1		0		0		0		101.015		720
22		59		66		2		0		0		0		265.88		2055
23		63		40		1		0		0		0		45.2768		252
24		42		25		1		0		0		0		123.584		1215
25		66		44		3		0		0		0		232.85		1344
26		41		38		2		0		0		0		292.843		2676
27		21		9		3		0		0		0		291.589		2595
28		39		11		4		0		0		0		521.892		3615
29		31		50		2		0		0		0		698.842		3765
30		28		36		1		0		0		0		142.296		840
31		55		19		2		0		0		0		90.5535		504
32		67		45		1		0		0		0		425.786		2880
33		25		19		1		0		0		0		66.9897		660
34		64		33		1		0		0		0		225.854		2016
35		53		48		3		0		0		0		411.009		2400
36		6		4		2		0		0		0		265.88		2055
37		31		8		2		0		0		0		286.311		1935
38		70		36		1		0		0		0		154.997		840
39		12		25		1		0		0		0		425.786		2880
40		5		19		1		0		0		0		66.9897		660
41		34		18		1		0		0		0		154.997		840
42		68		49		3		0		0		0		647.772		4380
43		25		17		2		0		0		0		200.274		1092
44		67		29		2		0		0		0		305.023		1560
45		10		0		2		0		0		0		711.543		3765
46		26		20		2		0		0		0		271.13		2268
47		41		41		2		0		0		0		168.005		1380
48		15		56		1		0		0		0		162.727		720
49		11		35		1		0		0		0		425.786		2880
50		3		5		1		0		0		0		225.854		2016
51		43		27		1		0		0		0		162.727		720
52		22		9		2		0		0		0		349.438		3231
53		0		14		2		0		0		0		263.742		1440
54		36		7		1		0		0		0		45.2768		252
55		37		40		2		0		0		0		719.273		3645
56		42		2		1		0		0		0		101.015		720
57		19		45		1		0		0		0		162.727		720
58		31		50		1		0		0		0		66.9897		660
59		49		40		3		0		0		0		418.739		2280
60		60		14		1		0		0		0		154.997		840
61		4		2		2		0		0		0		292.843		2676
62		9		44		5		0		0		0		1312.2		7737
63		46		51		2		0		0		0		187.573		1092
64		12		8		2		0		0		0		326.869		2736
65		42		45		1		0		0		0		154.997		840
66		30		54		4		0		0		0		815.25		6150
67		44		60		2		0		0		0		271.13		2268
68		45		13		1		0		0		0		101.015		720
69		17		63		1		0		0		0		123.584		1215
70		27		53		1		0		0		0		123.584		1215
71		48		25		2		0		0		0		326.869		2736
72		62		64		3		0		0		0		480.451		2280
73		7		37		1		0		0		0		101.015		720
74		45		51		1		0		0		0		425.786		2880
75		1		4		2		0		0		0		209.286		1500
76		66		42		2		0		0		0		580.782		3720
77		47		1		1		0		0		0		162.727		720
78		23		49		2		0		0		0		601.823		3177
79		31		0		1		0		0		0		123.584		1215
80		65		40		1		0		0		0		162.727		720
81		43		56		1		0		0		0		154.997		840
82		19		36		1		0		0		0		162.727		720
83		4		50		1		0		0		0		425.786		2880
84		14		13		2		0		0		0		601.823		3177
85		3		40		2		0		0		0		168.005		1380
86		46		38		2		0		0		0		680.13		4140
87		26		25		2		0		0		0		190.574		1875
88		38		15		1		0		0		0		66.9897		660
89		67		4		1		0		0		0		123.584		1215
90		42		25		1		0		0		0		162.727		720
91		26		56		2		0		0		0		168.005		1380
92		24		5		2		0		0		0		305.023		1560
93		47		43		1		0		0		0		45.2768		252
94		44		54		1		0		0		0		142.296		840
95		4		56		1		0		0		0		142.296		840
96		68		10		2		0		0		0		326.869		2736
97		47		65		2		0		0		0		580.782		3720
98		39		52		2		0		0		0		580.782		3720
99		4		49		1		0		0		0		66.9897		660
100		27		51		2		0		0		0		782.399		4941
101		65		44		1		0		0		0		123.584		1215
102		31		11		2		0		0		0		209.286		1500
103		70		29		2		0		0		0		471.062		3132
104		38		38		1		0		0		0		123.584		1215
105		52		47		2		0		0		0		286.311		1935
106		42		49		1		0		0		0		556.546		2925
107		53		42		1		0		0		0		556.546		2925
108		57		21		1		0		0		0		556.546		2925
109		30		26		2		0		0		0		146.292		972
110		46		13		1		0		0		0		425.786		2880
111		10		1		2		0		0		0		263.742		1440
112		55		46		2		0		0		0		265.88		2055
113		21		70		2		0		0		0		471.062		3132
114		31		7		2		0		0		0		256.012		1560
115		65		64		1		0		0		0		556.546		2925
116		45		27		2		0		0		0		90.5535		504
117		7		23		2		0		0		0		526.801		3600
118		43		63		2		0		0		0		200.274		1092
119		12		66		1		0		0		0		556.546		2925
120		30		68		2		0		0		0		380.851		2856

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		8		6		15		101.02		1		2.1044817
Bt2		15		9		9		123.58		1		0.9154380
Bt3		6		11		10		66.99		1		1.0149962
Bt4		12		10		7		155.00		1		1.2916405
Bt5		6		10		12		162.73		0		13.5606042
Bt6		25		9		13		556.55		0		12.3676834
Bt7		12		12		14		225.85		0		7.8421414
Bt8		7		8		15		142.30		0		12.7050013
Bt9		24		10		12		425.79		0		8.8705330
Bt10		6		6		7		45.28		0		6.2884377

DEMANDS PER CUSTOMER
i	Type Quantity
1	Bt1 1	Bt9 1	
2	Bt8 1	
3	Bt4 1	
4	Bt1 1	
5	Bt8 1	
6	Bt4 1	
7	Bt2 1	Bt8 1	Bt9 1	
8	Bt9 1	Bt10 1	
9	Bt9 1	
10	Bt7 1	Bt9 1	
11	Bt8 1	
12	Bt2 1	Bt8 1	
13	Bt9 1	
14	Bt4 1	Bt5 1	Bt8 1	
15	Bt6 1	Bt8 1	
16	Bt1 1	Bt4 1	Bt9 1	
17	Bt10 1	
18	Bt4 1	
19	Bt4 1	Bt5 1	Bt6 1	Bt8 1	
20	Bt2 1	
21	Bt1 1	
22	Bt2 1	Bt8 1	
23	Bt10 1	
24	Bt2 1	
25	Bt8 1	Bt10 2	
26	Bt3 1	Bt7 1	
27	Bt1 1	Bt2 1	Bt3 1	
28	Bt1 1	Bt2 1	Bt4 1	Bt8 1	
29	Bt6 1	Bt8 1	
30	Bt8 1	
31	Bt10 2	
32	Bt9 1	
33	Bt3 1	
34	Bt7 1	
35	Bt1 1	Bt4 2	
36	Bt2 1	Bt8 1	
37	Bt2 1	Bt5 1	
38	Bt4 1	
39	Bt9 1	
40	Bt3 1	
41	Bt4 1	
42	Bt3 1	Bt4 1	Bt9 1	
43	Bt4 1	Bt10 1	
44	Bt5 1	Bt8 1	
45	Bt4 1	Bt6 1	
46	Bt7 1	Bt10 1	
47	Bt1 1	Bt3 1	
48	Bt5 1	
49	Bt9 1	
50	Bt7 1	
51	Bt5 1	
52	Bt2 1	Bt7 1	
53	Bt1 1	Bt5 1	
54	Bt10 1	
55	Bt5 1	Bt6 1	
56	Bt1 1	
57	Bt5 1	
58	Bt3 1	
59	Bt1 1	Bt4 1	Bt5 1	
60	Bt4 1	
61	Bt3 1	Bt7 1	
62	Bt6 1	Bt8 2	Bt9 1	Bt10 1	
63	Bt8 1	Bt10 1	
64	Bt1 1	Bt7 1	
65	Bt4 1	
66	Bt2 2	Bt8 1	Bt9 1	
67	Bt7 1	Bt10 1	
68	Bt1 1	
69	Bt2 1	
70	Bt2 1	
71	Bt1 1	Bt7 1	
72	Bt4 1	Bt5 2	
73	Bt1 1	
74	Bt9 1	
75	Bt3 1	Bt8 1	
76	Bt4 1	Bt9 1	
77	Bt5 1	
78	Bt6 1	Bt10 1	
79	Bt2 1	
80	Bt5 1	
81	Bt4 1	
82	Bt5 1	
83	Bt9 1	
84	Bt6 1	Bt10 1	
85	Bt1 1	Bt3 1	
86	Bt2 1	Bt6 1	
87	Bt2 1	Bt3 1	
88	Bt3 1	
89	Bt2 1	
90	Bt5 1	
91	Bt1 1	Bt3 1	
92	Bt5 1	Bt8 1	
93	Bt10 1	
94	Bt8 1	
95	Bt8 1	
96	Bt1 1	Bt7 1	
97	Bt4 1	Bt9 1	
98	Bt4 1	Bt9 1	
99	Bt3 1	
100	Bt6 1	Bt7 1	
101	Bt2 1	
102	Bt3 1	Bt8 1	
103	Bt9 1	Bt10 1	
104	Bt2 1	
105	Bt2 1	Bt5 1	
106	Bt6 1	
107	Bt6 1	
108	Bt6 1	
109	Bt1 1	Bt10 1	
110	Bt9 1	
111	Bt1 1	Bt5 1	
112	Bt2 1	Bt8 1	
113	Bt9 1	Bt10 1	
114	Bt1 1	Bt4 1	
115	Bt6 1	
116	Bt10 2	
117	Bt1 1	Bt9 1	
118	Bt4 1	Bt10 1	
119	Bt6 1	
120	Bt4 1	Bt7 1	
