Name					75_TruckTrailer_n120_m400_bt10_5
Number_of_Customers			120
Number_of_Items				400
Number_of_ItemTypes			10
Number_of_Vehicles			10
TimeWindows				0

VEHICLE
Mass_Capacity				25950
CargoSpace_Length			136
CargoSpace_Width			25
CargoSpace_Height			30
Wheelbase				36
Max_Mass_FrontAxle			10000
Max_Mass_RearAxle			11500
Max_Mass_TrailerAxle			24000
Distance_Kingpin_RearAxle		6
Distance_Kingpin_TrailerAxle		76
Distance_CargoSpace_TrailerAxle		92
Distance_Mass_Tractor_RearAxle		25
Distance_Mass_Trailer_TrailerAxle	16
Mass_Tractor				7300
Mass_Trailer				6750

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		0		0		0		0
1		14		15		5		0		0		0		850.539		4002
2		38		46		2		0		0		0		113.457		504
3		60		18		4		0		0		0		340.808		2268
4		23		62		5		0		0		0		652.121		3345
5		44		44		4		0		0		0		1083.8		5586
6		26		69		6		0		0		0		1226.35		6180
7		61		70		3		0		0		0		398.519		2295
8		46		60		4		0		0		0		1092.38		6285
9		39		29		4		0		0		0		1079.85		5508
10		36		55		3		0		0		0		576.184		3219
11		62		34		3		0		0		0		673.043		3150
12		52		37		3		0		0		0		284.329		1827
13		22		59		5		0		0		0		1290.01		6999
14		45		54		4		0		0		0		1121.32		5964
15		24		16		5		0		0		0		1285.13		6810
16		18		64		3		0		0		0		923.858		5445
17		67		40		4		0		0		0		809.551		4326
18		15		15		3		0		0		0		551.519		2610
19		24		50		1		0		0		0		71.9359		504
20		53		33		3		0		0		0		454.935		2274
21		51		5		3		0		0		0		802.44		3870
22		11		5		1		0		0		0		540.18		2940
23		1		38		2		0		0		0		281.415		1260
24		15		19		2		0		0		0		299.02		1392
25		22		41		5		0		0		0		774.549		4647
26		13		4		5		0		0		0		1036.03		7728
27		44		48		2		0		0		0		410.812		1980
28		5		63		2		0		0		0		411.491		2715
29		51		51		2		0		0		0		681.566		4305
30		58		41		5		0		0		0		637.232		6153
31		62		30		4		0		0		0		1293.68		7749
32		9		44		1		0		0		0		141.387		1365
33		38		27		1		0		0		0		475.607		2268
34		11		52		4		0		0		0		725.039		3624
35		63		33		2		0		0		0		810.284		4290
36		19		70		4		0		0		0		907.412		4542
37		39		29		3		0		0		0		1072.49		5676
38		61		45		2		0		0		0		143.622		1197
39		10		39		3		0		0		0		475.529		3255
40		64		14		6		0		0		0		1333.21		6747
41		32		44		2		0		0		0		717.899		3408
42		31		24		5		0		0		0		1156.17		7014
43		20		34		5		0		0		0		939.948		5478
44		20		19		4		0		0		0		1159.66		6216
45		1		33		2		0		0		0		334.142		1890
46		55		26		3		0		0		0		839.2		4332
47		18		63		4		0		0		0		818.726		4170
48		38		53		3		0		0		0		645.885		3891
49		7		54		2		0		0		0		212.643		1134
50		45		15		5		0		0		0		497.902		3507
51		25		11		3		0		0		0		596.349		3276
52		50		51		1		0		0		0		242.292		1140
53		61		55		4		0		0		0		851.246		4374
54		41		58		3		0		0		0		544.3		3381
55		38		28		3		0		0		0		354.709		3234
56		40		44		3		0		0		0		576.184		3219
57		9		67		5		0		0		0		1406.66		7350
58		5		51		4		0		0		0		1124.26		6123
59		44		45		2		0		0		0		198.115		1617
60		47		39		1		0		0		0		540.18		2940
61		44		15		3		0		0		0		879.2		5019
62		14		47		1		0		0		0		141.387		1365
63		46		7		3		0		0		0		455.364		3198
64		42		46		1		0		0		0		270.104		1350
65		39		47		4		0		0		0		1334.89		7041
66		26		67		6		0		0		0		1496		8820
67		70		15		4		0		0		0		272.286		1953
68		8		64		4		0		0		0		866.478		4410
69		67		18		3		0		0		0		887.098		4983
70		64		58		4		0		0		0		1228.43		6342
71		67		45		2		0		0		0		402.914		2016
72		10		48		2		0		0		0		810.284		4290
73		27		18		3		0		0		0		1277.99		6594
74		10		29		5		0		0		0		1265.65		7488
75		67		35		3		0		0		0		1285.89		6558
76		15		8		6		0		0		0		1611.91		8433
77		48		64		3		0		0		0		460.322		3003
78		31		37		3		0		0		0		809.75		4158
79		18		37		2		0		0		0		611.866		3633
80		57		59		4		0		0		0		1193.28		6060
81		27		38		3		0		0		0		774.627		3660
82		43		38		2		0		0		0		402.914		2016
83		12		12		6		0		0		0		943.748		6222
84		26		15		4		0		0		0		915.335		4290
85		44		70		2		0		0		0		318.935		1638
86		27		29		3		0		0		0		867.012		4542
87		61		33		1		0		0		0		262.207		1386
88		30		26		2		0		0		0		737.814		3654
89		25		18		2		0		0		0		1015.79		5208
90		35		16		2		0		0		0		212.393		1323
91		23		40		2		0		0		0		281.415		1260
92		8		36		6		0		0		0		1741.26		9756
93		70		25		2		0		0		0		213.323		1869
94		39		67		3		0		0		0		596.349		3276
95		5		5		4		0		0		0		1278.47		7497
96		34		22		4		0		0		0		1064.57		6075
97		18		32		2		0		0		0		745.712		3618
98		18		19		2		0		0		0		282.094		1995
99		1		16		6		0		0		0		1252.68		7068
100		13		31		6		0		0		0		1066.38		6402
101		50		70		4		0		0		0		1270.12		6390
102		35		15		3		0		0		0		269.122		1575
103		66		14		2		0		0		0		382.999		1770
104		31		0		2		0		0		0		745.712		3618
105		15		60		2		0		0		0		737.814		3654
106		44		65		5		0		0		0		466.557		2457
107		23		54		4		0		0		0		1128.71		5388
108		29		31		8		0		0		0		1579.76		8481
109		17		21		6		0		0		0		1536.62		7578
110		63		26		2		0		0		0		402.914		2016
111		42		51		3		0		0		0		1087.47		5901
112		63		26		1		0		0		0		270.104		1350
113		11		15		3		0		0		0		1221.75		7245
114		45		12		3		0		0		0		874.072		5019
115		12		19		5		0		0		0		1069.39		6888
116		54		9		2		0		0		0		342.04		1854
117		18		45		7		0		0		0		2841.32		14574
118		38		66		1		0		0		0		140.707		630
119		9		58		4		0		0		0		311.572		2121
120		39		64		6		0		0		0		1277.04		6579

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
