Name					78_TruckTrailer_n120_m400_bt100_3
Number_of_Customers			120
Number_of_Items				400
Number_of_ItemTypes			100
Number_of_Vehicles			12
TimeWindows				0

VEHICLE
Mass_Capacity				25950
CargoSpace_Length			136
CargoSpace_Width			25
CargoSpace_Height			30
Wheelbase				36
Max_Mass_FrontAxle			10000
Max_Mass_RearAxle			11500
Max_Mass_TrailerAxle			24000
Distance_Kingpin_RearAxle		6
Distance_Kingpin_TrailerAxle		76
Distance_CargoSpace_TrailerAxle		92
Distance_Mass_Tractor_RearAxle		25
Distance_Mass_Trailer_TrailerAxle	16
Mass_Tractor				7300
Mass_Trailer				6750

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		0		0		0		0
1		62		10		3		0		0		0		713.379		5088
2		16		28		3		0		0		0		1426.15		7931
3		52		20		4		0		0		0		701.086		4747
4		3		7		2		0		0		0		424.472		2256
5		63		27		6		0		0		0		1113.69		6323
6		43		15		2		0		0		0		295.768		1960
7		1		28		2		0		0		0		571.553		3380
8		43		50		3		0		0		0		836.644		5319
9		41		56		3		0		0		0		874.653		5079
10		16		7		1		0		0		0		162.639		900
11		46		32		5		0		0		0		1394.77		7615
12		58		57		4		0		0		0		1149.39		7970
13		11		40		4		0		0		0		745.988		4555
14		20		37		2		0		0		0		297.385		1308
15		44		23		3		0		0		0		975.881		6208
16		7		5		6		0		0		0		2013.67		10664
17		16		41		2		0		0		0		238.24		1597
18		26		69		3		0		0		0		861.595		4520
19		39		26		1		0		0		0		229.528		1540
20		40		1		4		0		0		0		828.254		5422
21		42		24		5		0		0		0		934.15		5746
22		52		40		2		0		0		0		561.768		4398
23		35		56		2		0		0		0		478.21		2352
24		23		32		2		0		0		0		252.321		1437
25		1		70		4		0		0		0		1010.33		7023
26		44		58		4		0		0		0		1604.34		10161
27		14		66		5		0		0		0		1592.62		10272
28		68		56		1		0		0		0		123.508		756
29		3		48		6		0		0		0		2152.75		10836
30		39		48		3		0		0		0		920.039		5784
31		50		39		2		0		0		0		493.777		3720
32		50		49		2		0		0		0		453.878		2628
33		13		7		3		0		0		0		820.046		5892
34		64		35		3		0		0		0		805.594		5236
35		52		44		4		0		0		0		1502.94		6576
36		41		14		4		0		0		0		775.052		5456
37		23		0		5		0		0		0		1469.06		7605
38		28		6		3		0		0		0		452.609		2264
39		15		45		5		0		0		0		1493.17		9453
40		48		48		1		0		0		0		329.444		1656
41		41		4		2		0		0		0		338.019		2547
42		35		26		5		0		0		0		1271.53		6615
43		21		64		1		0		0		0		194.096		1144
44		65		61		5		0		0		0		1438.33		8766
45		64		64		5		0		0		0		1165.46		7483
46		14		25		3		0		0		0		718.831		3852
47		41		13		2		0		0		0		400.284		1999
48		2		43		3		0		0		0		1080.41		5136
49		70		53		2		0		0		0		518.002		3234
50		20		41		4		0		0		0		1028.35		5895
51		45		2		3		0		0		0		910.262		4656
52		51		66		6		0		0		0		2108.32		12109
53		68		33		6		0		0		0		1704		9989
54		14		69		1		0		0		0		410.949		1800
55		39		38		6		0		0		0		1200.88		7714
56		63		24		3		0		0		0		1111.04		5487
57		70		32		5		0		0		0		1468.47		9895
58		36		55		1		0		0		0		231.911		2016
59		69		19		1		0		0		0		331.975		1760
60		54		42		6		0		0		0		1254.7		7690
61		61		50		3		0		0		0		850.154		5652
62		25		14		5		0		0		0		1776.18		11950
63		33		64		2		0		0		0		756.66		4334
64		65		2		3		0		0		0		876.183		5849
65		28		23		4		0		0		0		1038.09		7122
66		61		45		4		0		0		0		1152.76		8412
67		62		40		4		0		0		0		793.024		4934
68		44		28		5		0		0		0		1177.7		8628
69		34		46		5		0		0		0		1211.68		7818
70		55		43		2		0		0		0		605.025		3560
71		18		26		4		0		0		0		743.121		5220
72		67		63		3		0		0		0		876.909		5401
73		61		53		3		0		0		0		598.736		3444
74		35		40		2		0		0		0		283.242		1876
75		43		31		3		0		0		0		914.16		5211
76		35		10		2		0		0		0		340.706		1855
77		38		18		1		0		0		0		326.14		1824
78		48		47		4		0		0		0		692.344		5160
79		9		31		1		0		0		0		144.106		1100
80		45		15		4		0		0		0		988.692		5380
81		25		26		3		0		0		0		720.53		4144
82		4		46		3		0		0		0		486.306		2583
83		15		17		2		0		0		0		189.312		847
84		44		62		5		0		0		0		857.788		5584
85		22		25		4		0		0		0		1605.68		10674
86		38		65		3		0		0		0		525.212		3428
87		44		32		5		0		0		0		1470.36		8580
88		12		32		1		0		0		0		299.086		1872
89		60		39		4		0		0		0		2049.59		9888
90		25		17		2		0		0		0		476.554		3480
91		63		3		2		0		0		0		458.779		3168
92		24		11		7		0		0		0		1887.65		10036
93		23		22		3		0		0		0		1152.88		5901
94		62		63		2		0		0		0		549.896		2914
95		42		68		3		0		0		0		1055.38		5784
96		9		36		8		0		0		0		1273.85		8344
97		50		38		1		0		0		0		498.38		2760
98		65		20		6		0		0		0		982.527		6580
99		15		15		3		0		0		0		1071.97		5460
100		10		52		6		0		0		0		1436.43		8495
101		26		51		3		0		0		0		551.701		3264
102		21		64		2		0		0		0		432.346		2202
103		16		56		2		0		0		0		545.919		2784
104		61		36		1		0		0		0		399.237		3240
105		16		36		5		0		0		0		1105.29		6328
106		35		14		1		0		0		0		104.132		960
107		47		6		4		0		0		0		989.292		5652
108		53		10		4		0		0		0		1370.89		6839
109		30		3		6		0		0		0		1123.48		5304
110		58		46		3		0		0		0		606.085		3241
111		26		49		3		0		0		0		652.032		4144
112		18		64		5		0		0		0		1374.99		8358
113		54		51		4		0		0		0		1563.89		9331
114		68		29		3		0		0		0		1024.71		6192
115		45		17		2		0		0		0		466.452		2784
116		5		56		3		0		0		0		423.162		2900
117		53		68		4		0		0		0		844.204		5814
118		68		14		3		0		0		0		691.462		4669
119		30		36		3		0		0		0		632.368		3367
120		17		11		3		0		0		0		1109.98		7902

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		13		11		9		199.48		0		6.9747293
Bt2		6		8		14		144.50		1		3.0104234
Bt3		19		12		14		431.66		0		9.4662872
Bt4		9		11		10		129.38		0		6.5344331
Bt5		16		10		8		240.07		1		1.5004472
Bt6		24		6		7		174.60		0		6.0625264
Bt7		8		6		8		50.43		0		5.2534633
Bt8		12		9		7		123.51		0		5.7179783
Bt9		14		9		13		324.50		0		12.8768287
Bt10		8		8		7		93.32		1		1.4581970
Bt11		23		12		6		329.44		0		5.9681883
Bt12		19		8		15		427.45		0		14.0607615
Bt13		25		9		8		410.95		0		9.1322057
Bt14		21		11		11		321.56		0		6.9602032
Bt15		15		8		12		272.81		0		11.3668758
Bt16		7		6		14		99.61		0		11.8577510
Bt17		13		9		9		245.63		0		10.4969842
Bt18		22		6		8		164.16		0		6.2183166
Bt19		24		8		8		270.43		0		7.0423495
Bt20		7		7		7		70.84		0		7.2286125
Bt21		24		8		6		271.10		0		7.0598953
Bt22		13		11		8		194.10		0		6.7865616
Bt23		24		6		13		299.09		0		10.3849258
Bt24		8		8		6		55.42		0		4.3296463
Bt25		14		11		7		133.68		1		0.8680255
Bt26		22		10		12		627.90		0		14.2703626
Bt27		24		9		15		399.24		0		9.2415877
Bt28		20		11		12		506.57		0		11.5129479
Bt29		21		11		11		359.33		0		7.7776477
Bt30		7		8		7		72.25		1		1.2901582
Bt31		21		11		14		451.72		0		9.7774944
Bt32		11		7		14		194.57		0		12.6346915
Bt33		25		9		11		336.12		0		7.4693431
Bt34		23		11		12		551.67		1		2.1805017
Bt35		19		11		11		292.74		0		7.0033871
Bt36		11		9		9		90.82		0		4.5867099
Bt37		11		8		10		183.42		0		10.4216171
Bt38		16		6		15		218.79		0		11.3951145
Bt39		19		9		13		512.10		0		14.9736143
Bt40		7		6		6		60.32		0		7.1805403
Bt41		22		10		8		206.00		0		4.6817105
Bt42		17		6		14		259.03		0		12.6973634
Bt43		19		6		13		200.98		0		8.8150597
Bt44		22		10		9		288.80		0		6.5636203
Bt45		16		10		15		416.02		0		13.0005930
Bt46		8		8		11		170.13		0		13.2912210
Bt47		13		9		9		201.89		0		8.6276994
Bt48		11		12		9		169.98		0		6.4386166
Bt49		14		12		13		356.76		0		10.6177432
Bt50		6		6		6		52.00		1		1.4445271
Bt51		10		6		15		162.64		1		2.7106548
Bt52		23		12		10		498.38		0		9.0286304
Bt53		25		10		12		466.26		0		9.3252644
Bt54		9		8		14		104.60		0		7.2639534
Bt55		12		7		6		118.47		0		7.0518893
Bt56		19		8		12		326.14		0		10.7282795
Bt57		22		12		6		279.97		0		5.3024899
Bt58		23		11		9		415.79		0		8.2171477
Bt59		20		12		6		178.57		0		3.7202054
Bt60		7		8		6		51.90		0		4.6338583
Bt61		22		7		13		320.44		0		10.4037360
Bt62		12		6		9		103.43		0		7.1826507
Bt63		6		10		14		205.50		0		17.1253469
Bt64		24		6		14		231.91		0		8.0524640
Bt65		16		12		14		492.79		0		12.8331721
Bt66		8		10		12		104.13		0		6.5082302
Bt67		25		7		6		161.25		0		4.6070158
Bt68		18		10		10		399.03		0		11.0841668
Bt69		14		6		11		219.18		0		13.0466523
Bt70		6		8		8		80.57		1		1.6786399
Bt71		6		9		13		75.32		0		6.9740743
Bt72		17		8		6		134.92		0		4.9602678
