Name					68_TruckTrailer_n120_m200_bt100_3
Number_of_Customers			120
Number_of_Items				200
Number_of_ItemTypes			100
Number_of_Vehicles			6
TimeWindows				0

VEHICLE
Mass_Capacity				25950
CargoSpace_Length			136
CargoSpace_Width			25
CargoSpace_Height			30
Wheelbase				36
Max_Mass_FrontAxle			10000
Max_Mass_RearAxle			11500
Max_Mass_TrailerAxle			24000
Distance_Kingpin_RearAxle		6
Distance_Kingpin_TrailerAxle		76
Distance_CargoSpace_TrailerAxle		92
Distance_Mass_Tractor_RearAxle		25
Distance_Mass_Trailer_TrailerAxle	16
Mass_Tractor				7300
Mass_Trailer				6750

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		0		0		0		0
1		17		68		2		0		0		0		849.849		4333
2		41		16		1		0		0		0		531.095		2457
3		45		27		1		0		0		0		58.1901		336
4		62		70		1		0		0		0		79.1803		720
5		8		11		1		0		0		0		58.1901		336
6		39		8		1		0		0		0		233.89		2080
7		66		5		1		0		0		0		421.715		2254
8		22		12		1		0		0		0		421.715		2254
9		61		6		2		0		0		0		276.502		2728
10		15		24		1		0		0		0		268.041		1120
11		55		27		1		0		0		0		241.289		1386
12		32		49		1		0		0		0		214.14		1170
13		47		60		1		0		0		0		488.439		2662
14		9		46		5		0		0		0		781.416		4142
15		48		57		3		0		0		0		436.479		2406
16		16		48		3		0		0		0		682.209		3896
17		53		36		3		0		0		0		910.373		6020
18		35		27		1		0		0		0		33.5045		252
19		63		15		1		0		0		0		46.2031		252
20		49		29		2		0		0		0		487.608		3990
21		34		48		1		0		0		0		371.848		2392
22		14		24		4		0		0		0		874.758		4778
23		47		56		1		0		0		0		533.343		2376
24		15		27		1		0		0		0		138.138		1360
25		19		45		1		0		0		0		207.466		891
26		63		18		1		0		0		0		287.356		1377
27		51		49		4		0		0		0		1333.56		6992
28		41		37		1		0		0		0		133.415		768
29		57		5		2		0		0		0		258.771		1712
30		36		31		1		0		0		0		103.724		768
31		4		20		1		0		0		0		214.14		1170
32		46		16		3		0		0		0		669.094		4227
33		2		66		1		0		0		0		296.941		1225
34		21		54		2		0		0		0		373.411		2910
35		48		5		1		0		0		0		206.87		990
36		49		22		1		0		0		0		284.297		1452
37		10		45		1		0		0		0		84.6162		448
38		0		33		5		0		0		0		929.206		6186
39		8		12		1		0		0		0		151.236		1260
40		21		36		2		0		0		0		1253.69		6084
41		52		14		2		0		0		0		633.093		3096
42		47		31		3		0		0		0		375.343		3139
43		18		46		1		0		0		0		84.0106		832
44		61		61		1		0		0		0		344.714		2016
45		4		54		3		0		0		0		700.696		4138
46		50		62		1		0		0		0		90.2155		630
47		9		62		1		0		0		0		54.0901		384
48		50		66		1		0		0		0		312.26		2208
49		63		44		1		0		0		0		222.175		1650
50		24		69		2		0		0		0		404.995		2932
51		66		18		2		0		0		0		161.78		882
52		11		52		1		0		0		0		308.114		1672
53		8		48		1		0		0		0		241.289		1386
54		31		27		1		0		0		0		445.122		2002
55		25		1		2		0		0		0		581.238		2677
56		53		11		1		0		0		0		54.009		392
57		70		1		2		0		0		0		712.244		4202
58		56		23		1		0		0		0		58.1901		336
59		25		69		1		0		0		0		288.721		1680
60		17		2		3		0		0		0		1017.64		6424
61		30		54		1		0		0		0		97.1755		448
62		32		10		1		0		0		0		187.912		1620
63		42		49		1		0		0		0		610.694		2541
64		66		66		2		0		0		0		440.711		2479
65		26		68		3		0		0		0		803.694		3870
66		17		55		2		0		0		0		333.387		2530
67		11		26		1		0		0		0		138.138		1360
68		50		30		1		0		0		0		296.941		1225
69		53		62		3		0		0		0		759.005		4247
70		61		66		2		0		0		0		254.829		1602
71		60		23		1		0		0		0		113.396		990
72		34		19		4		0		0		0		633.729		4324
73		48		11		3		0		0		0		1228.29		6441
74		43		26		1		0		0		0		113.396		990
75		46		52		1		0		0		0		219.174		1800
76		59		38		3		0		0		0		1198.15		6822
77		4		46		2		0		0		0		546.15		4288
78		69		2		1		0		0		0		74.0717		392
79		33		3		4		0		0		0		545.866		3256
80		2		10		1		0		0		0		223.805		1540
81		62		70		2		0		0		0		540.158		3900
82		13		19		2		0		0		0		200.267		1008
83		48		16		2		0		0		0		229.272		1956
84		52		2		2		0		0		0		489.541		2890
85		26		42		1		0		0		0		371.848		2392
86		46		37		1		0		0		0		209.141		1848
87		25		24		1		0		0		0		316.786		1386
88		28		13		1		0		0		0		219.174		1800
89		48		17		1		0		0		0		493.567		3240
90		18		30		1		0		0		0		64.4357		432
91		12		34		3		0		0		0		502.763		2388
92		26		63		2		0		0		0		396.26		2028
93		20		37		1		0		0		0		421.715		2254
94		49		43		2		0		0		0		481.255		2952
95		16		13		1		0		0		0		194.582		1008
96		32		56		1		0		0		0		146.071		1183
97		46		52		1		0		0		0		425.543		3000
98		50		37		2		0		0		0		313.677		1834
99		18		18		2		0		0		0		1094.76		5250
100		65		2		1		0		0		0		265.433		2340
101		38		36		3		0		0		0		387.08		2902
102		19		38		1		0		0		0		479.034		3276
103		11		2		3		0		0		0		836.216		4320
104		40		14		1		0		0		0		128.276		630
105		9		18		1		0		0		0		109.406		560
106		30		28		2		0		0		0		413.962		1834
107		1		70		2		0		0		0		1010.95		4968
108		47		8		1		0		0		0		610.694		2541
109		33		24		1		0		0		0		312.26		2208
110		48		41		2		0		0		0		428.353		1840
111		41		57		3		0		0		0		1403.64		6352
112		34		62		1		0		0		0		207.466		891
113		49		61		1		0		0		0		59.1555		384
114		36		52		1		0		0		0		686.011		2904
115		44		33		3		0		0		0		834.298		5226
116		0		16		1		0		0		0		703.778		3150
117		40		44		3		0		0		0		982.18		5692
118		3		40		1		0		0		0		65.3766		448
119		6		65		1		0		0		0		351.176		1690
120		21		21		1		0		0		0		523.898		2592

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		8		9		10		152.85		0		10.6149154
Bt2		21		9		13		531.09		0		14.0501226
Bt3		15		8		6		79.18		0		3.2991775
