Name				418_n060_m400_bt100
Number_of_Customers		60
Number_of_Items			400
Number_of_ItemTypes		100
Number_of_Vehicles		23
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		230		0		0		0
1		0		66		8		0		173		10		946		2138
2		22		60		6		0		191		10		1077.4		2616
3		34		41		7		37		69		10		874.58		1986
4		54		24		8		95		121		10		766.13		2145
5		9		57		5		117		153		10		863.98		1571
6		61		65		8		116		150		10		1144.32		2754
7		1		19		8		0		182		10		1054.63		2371
8		28		79		8		150		176		10		1666.22		3130
9		40		67		6		0		187		10		1138.56		2580
10		2		45		6		34		72		10		1110.48		2221
11		56		34		9		120		146		10		1650.81		3071
12		53		57		7		0		191		10		704.52		1494
13		30		21		5		32		64		10		416.19		2000
14		61		17		6		130		162		10		447.72		1535
15		51		37		7		0		203		10		905.74		2052
16		15		1		7		122		148		10		1045.62		2187
17		59		35		9		117		143		10		1365.39		2557
18		55		74		9		106		138		10		1104.23		3328
19		4		55		5		65		97		10		655.52		1743
20		62		78		6		38		68		10		754.92		1531
21		50		29		8		10		38		10		1236.39		3083
22		58		0		4		67		95		10		457.22		1143
23		48		33		5		13		45		10		646.82		1445
24		10		33		5		83		113		10		844.84		1872
25		5		8		5		77		111		10		707.65		1477
26		44		7		7		60		90		10		996.28		2892
27		14		22		6		0		195		10		859.76		1679
28		10		21		7		135		159		10		503.01		1860
29		2		6		4		52		78		10		358.75		1222
30		28		66		7		166		196		10		1086.64		2444
31		68		7		9		30		62		10		1063.33		2677
32		12		43		5		54		84		10		872.51		2040
33		11		3		9		113		147		10		1261.69		2604
34		11		6		9		139		171		10		1114.97		2012
35		56		44		6		45		75		10		755.6		1493
36		48		64		5		42		72		10		682.72		1304
37		30		2		9		54		78		10		938.53		2617
38		41		40		8		3		33		10		1165.45		2128
39		31		45		7		172		200		10		882.52		2154
40		3		26		6		0		186		10		704.15		1343
41		25		43		5		90		116		10		604.23		1616
42		39		62		9		80		116		10		1669.02		2959
43		36		2		7		163		183		10		941.28		2524
44		31		33		6		103		133		10		730.33		1352
45		32		14		7		178		208		10		1314.88		2152
46		25		62		7		175		207		10		1410.6		2489
47		15		46		4		26		52		10		454.58		1460
48		23		55		4		0		196		10		516.2		1214
49		49		70		6		133		171		10		597.39		1768
50		26		21		8		0		203		10		1267.45		4226
51		52		52		4		0		195		10		1097.96		1608
52		40		29		6		60		96		10		486.09		1041
53		0		53		5		0		180		10		471.31		878
54		54		21		8		41		75		10		683.14		1689
55		47		51		6		60		94		10		819.03		2552
56		4		61		9		0		179		10		1328.13		2673
57		39		7		7		0		191		10		682.82		1980
58		67		20		8		0		184		10		616.93		2360
59		5		73		4		92		118		10		335.39		1288
60		62		31		9		99		129		10		1058.39		2159

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		6		6		6		149.90		0		22.6237234
Bt2		13		3		3		21.14		0		15.7203632
Bt3		17		6		5		52.38		0		4.8023614
Bt4		9		5		8		252.02		0		87.0776987
Bt5		15		4		7		198.11		1		16.9802244
Bt6		9		5		7		138.96		1		3.7818276
Bt7		12		6		7		229.04		0		28.7018815
Bt8		8		5		7		38.11		1		1.0994857
Bt9		16		3		4		100.56		0		19.5884669
Bt10		8		3		7		93.08		0		20.9024299
Bt11		17		7		4		275.31		0		33.9531919
Bt12		8		5		8		127.12		0		31.2440192
Bt13		10		5		7		223.25		0		17.6796505
Bt14		14		6		4		87.34		1		3.7237811
Bt15		13		5		3		103.54		0		116.7724896
Bt16		10		5		5		119.12		1		10.1248317
Bt17		6		5		6		121.19		0		23.1615272
Bt18		16		3		7		206.74		1		8.8663256
Bt19		9		4		6		140.40		0		97.6613980
Bt20		16		6		5		78.04		0		16.3047046
Bt21		15		3		3		89.65		0		17.4692039
Bt22		16		5		4		92.01		0		40.8069514
Bt23		7		4		8		144.77		1		8.4122792
Bt24		9		3		8		116.64		0		15.3976582
Bt25		9		6		6		90.24		1		5.6160972
Bt26		12		3		6		37.32		0		5.7833144
Bt27		12		5		8		77.62		0		3.9038864
Bt28		11		7		3		142.92		0		96.2788251
Bt29		9		6		4		80.13		0		64.3582775
Bt30		6		4		5		49.82		0		7.9650718
Bt31		10		2		3		17.23		1		3.3642215
Bt32		16		4		5		186.09		0		91.3324389
Bt33		13		2		6		68.05		0		46.8638892
Bt34		7		6		3		60.96		0		36.7715273
Bt35		14		5		7		174.09		0		23.5360231
Bt36		9		7		8		235.64		0		32.1490129
Bt37		12		5		6		209.30		0		31.0109137
Bt38		11		3		6		24.85		1		2.0748583
Bt39		14		4		8		133.50		0		5.3142809
Bt40		17		5		5		241.22		1		6.8499185
Bt41		17		6		8		119.93		0		8.0829162
Bt42		10		6		3		43.96		0		6.5383302
Bt43		12		3		7		98.77		0		16.7913304
Bt44		10		3		6		76.58		0		78.3949448
Bt45		9		6		8		67.47		0		4.1450815
Bt46		8		6		6		54.06		0		20.5790298
Bt47		17		3		8		156.54		0		11.6841386
Bt48		6		3		3		28.86		0		86.6792965
Bt49		12		3		8		54.38		1		1.4926123
Bt50		11		5		5		169.17		0		33.7644949
Bt51		7		2		8		21.98		0		15.1274312
Bt52		13		6		7		139.39		0		36.9401724
Bt53		17		7		8		293.88		0		12.1154654
Bt54		9		6		3		88.78		0		45.1771937
Bt55		9		3		3		25.33		0		10.0259019
Bt56		6		4		8		89.47		0		16.3700093
Bt57		6		5		5		84.09		0		21.9175736
Bt58		12		3		6		71.98		1		3.3461947
Bt59		9		5		8		41.40		0		4.5733263
Bt60		6		4		8		67.96		1		5.2088889
Bt61		10		6		7		256.95		1		5.7520193
Bt62		12		6		5		209.17		1		5.1708771
Bt63		8		4		5		55.31		0		64.3177081
Bt64		6		5		6		69.82		0		21.3254763
Bt65		6		4		7		71.51		0		17.8945614
Bt66		13		6		6		111.86		0		9.9147756
Bt67		13		2		4		52.09		0		20.6128308
Bt68		14		6		3		437.39		0		97.6715312
Bt69		10		6		6		178.65		0		26.9029329
Bt70		15		3		6		183.11		1		5.4889450
Bt71		11		2		5		71		0		25.9295113
Bt72		15		4		4		161.86		0		74.2255342
Bt73		7		3		6		53.10		0		32.0917558
Bt74		15		7		4		47		1		2.4620640
Bt75		15		7		7		138.17		0		7.4891699
Bt76		10		3		7		135.66		0		7.2940686
Bt77		13		3		6		163.78		0		88.3853031
Bt78		13		4		7		257.95		0		46.7548175
Bt79		13		6		5		174.34		0		17.3079794
Bt80		7		7		7		227.84		0		20.4779767
Bt81		10		7		7		177.47		0		109.2865094
Bt82		11		2		5		28.25		0		5.9020435
Bt83		13		5		3		104.42		1		4.1072471
Bt84		12		6		4		96.13		0		11.7525179
Bt85		11		6		7		90.05		0		10.4314975
Bt86		15		4		8		524.13		1		19.4477547
Bt87		10		5		8		234.54		0		30.6441312
Bt88		14		5		7		69.44		0		13.2966670
Bt89		10		6		6		79.91		0		7.0045889
Bt90		11		5		6		242.95		0		34.7283077
Bt91		11		3		7		161.76		0		153.3007753
Bt92		15		4		3		88.01		0		19.1657938
Bt93		16		4		7		165.40		0		20.2014915
Bt94		17		7		7		302.05		0		22.8301136
Bt95		7		6		4		66.31		0		34.9672562
Bt96		11		6		4		190.72		0		53.7571688
Bt97		9		2		4		10.54		0		4.3042781
Bt98		7		7		7		143.81		0		40.9119743
Bt99		6		6		3		180.73		0		146.5754561
Bt100		9		3		6		82.14		0		22.7371918

DEMANDS PER CUSTOMER
i	Type Quantity
1	Bt2 1	Bt14 2	Bt28 1	Bt36 1	Bt44 1	Bt67 1	Bt90 1	
2	Bt5 1	Bt35 2	Bt47 1	Bt62 1	Bt93 1	
3	Bt4 1	Bt21 1	Bt47 1	Bt65 1	Bt71 1	Bt85 1	Bt98 1	
4	Bt2 2	Bt35 1	Bt43 1	Bt51 1	Bt83 1	Bt85 1	Bt87 1	
5	Bt39 1	Bt44 1	Bt70 1	Bt80 1	Bt90 1	
6	Bt6 1	Bt45 1	Bt50 1	Bt51 1	Bt52 1	Bt68 1	Bt85 1	Bt89 1	
7	Bt11 1	Bt26 1	Bt37 1	Bt52 1	Bt82 1	Bt83 1	Bt89 1	Bt99 1	
8	Bt6 1	Bt7 1	Bt35 1	Bt39 1	Bt49 1	Bt50 1	Bt86 1	Bt90 1	
9	Bt12 1	Bt37 1	Bt41 1	Bt61 1	Bt87 1	Bt96 1	
10	Bt2 1	Bt10 1	Bt25 1	Bt53 1	Bt86 1	Bt92 1	
11	Bt5 1	Bt13 1	Bt28 1	Bt33 1	Bt36 1	Bt56 1	Bt78 2	Bt81 1	
12	Bt5 1	Bt21 1	Bt31 1	Bt34 1	Bt37 1	Bt38 1	Bt83 1	
13	Bt22 1	Bt41 1	Bt46 2	Bt84 1	
14	Bt17 1	Bt41 1	Bt42 1	Bt55 1	Bt71 1	Bt95 1	
15	Bt4 1	Bt24 1	Bt26 1	Bt32 1	Bt46 1	Bt81 1	Bt100 1	
16	Bt1 1	Bt24 1	Bt30 1	Bt37 2	Bt40 1	Bt88 1	
17	Bt15 1	Bt28 1	Bt51 1	Bt75 1	Bt78 1	Bt82 1	Bt86 1	Bt95 1	Bt100 1	
18	Bt3 1	Bt4 1	Bt44 1	Bt45 1	Bt52 1	Bt59 1	Bt72 1	Bt76 1	Bt81 1	
19	Bt39 1	Bt40 1	Bt70 1	Bt82 1	Bt88 1	
20	Bt12 1	Bt34 1	Bt67 1	Bt69 1	Bt79 1	Bt91 1	
21	Bt12 1	Bt31 1	Bt32 1	Bt41 1	Bt62 1	Bt75 1	Bt78 1	Bt99 1	
22	Bt52 1	Bt57 1	Bt58 1	Bt91 1	
23	Bt15 1	Bt23 1	Bt30 1	Bt37 1	Bt52 1	
24	Bt15 1	Bt20 1	Bt78 1	Bt80 1	Bt81 1	
25	Bt4 1	Bt15 1	Bt51 1	Bt52 1	Bt96 1	
26	Bt36 1	Bt37 1	Bt38 1	Bt41 1	Bt45 1	Bt61 1	Bt100 1	
27	Bt1 1	Bt8 1	Bt62 1	Bt70 1	Bt76 1	Bt98 1	
28	Bt26 1	Bt46 1	Bt51 1	Bt58 1	Bt83 1	Bt88 1	Bt98 1	
29	Bt39 1	Bt54 1	Bt56 1	Bt74 1	
30	Bt11 1	Bt20 1	Bt22 1	Bt30 1	Bt70 1	Bt90 1	Bt93 1	
31	Bt2 1	Bt11 1	Bt17 1	Bt22 1	Bt72 1	Bt73 1	Bt75 1	Bt83 1	Bt84 1	
32	Bt26 1	Bt62 1	Bt80 1	Bt84 1	Bt94 1	
33	Bt23 1	Bt24 2	Bt31 1	Bt37 1	Bt62 1	Bt79 1	Bt81 1	Bt84 1	
34	Bt8 1	Bt12 1	Bt32 1	Bt33 1	Bt51 1	Bt67 1	Bt68 1	Bt84 1	Bt92 1	
35	Bt26 1	Bt32 1	Bt50 1	Bt51 1	Bt57 1	Bt61 1	
36	Bt5 1	Bt9 1	Bt16 1	Bt51 1	Bt90 1	
37	Bt15 1	Bt16 1	Bt26 1	Bt35 1	Bt49 1	Bt51 1	Bt58 1	Bt69 1	Bt81 1	
38	Bt1 1	Bt3 1	Bt31 1	Bt50 1	Bt67 1	Bt83 1	Bt84 1	Bt86 1	
39	Bt3 1	Bt15 1	Bt16 1	Bt34 1	Bt40 1	Bt62 1	Bt84 1	
40	Bt12 1	Bt30 1	Bt70 1	Bt80 1	Bt82 1	Bt92 1	
41	Bt3 1	Bt13 1	Bt29 1	Bt64 1	Bt69 1	
42	Bt11 1	Bt51 1	Bt52 1	Bt65 1	Bt71 1	Bt78 1	Bt80 1	Bt86 1	Bt89 1	
43	Bt4 1	Bt5 1	Bt22 1	Bt27 1	Bt32 1	Bt45 1	Bt60 1	
44	Bt2 1	Bt6 1	Bt15 1	Bt50 1	Bt72 1	Bt76 1	
45	Bt16 1	Bt21 1	Bt37 1	Bt47 1	Bt49 1	Bt86 1	Bt91 1	
46	Bt7 1	Bt13 1	Bt28 1	Bt43 1	Bt52 1	Bt73 1	Bt86 1	
47	Bt25 1	Bt35 1	Bt38 1	Bt93 1	
48	Bt20 1	Bt23 1	Bt37 1	Bt57 1	
49	Bt2 1	Bt47 1	Bt65 1	Bt79 1	Bt83 1	Bt88 1	
50	Bt6 1	Bt17 1	Bt36 1	Bt39 1	Bt41 2	Bt53 1	Bt83 1	
51	Bt47 1	Bt79 1	Bt86 1	Bt90 1	
52	Bt2 1	Bt34 1	Bt58 1	Bt72 1	Bt92 1	Bt100 1	
53	Bt1 1	Bt10 1	Bt23 1	Bt63 1	Bt82 1	
54	Bt9 1	Bt15 1	Bt24 1	Bt33 1	Bt57 1	Bt64 1	Bt71 1	Bt88 1	
55	Bt1 1	Bt25 1	Bt53 1	Bt76 1	Bt88 1	Bt89 1	
56	Bt17 2	Bt39 1	Bt43 1	Bt60 1	Bt62 1	Bt70 1	Bt80 1	Bt93 1	
57	Bt29 1	Bt32 1	Bt44 1	Bt45 1	Bt51 1	Bt59 1	Bt62 1	
58	Bt14 1	Bt26 1	Bt35 1	Bt46 1	Bt84 1	Bt88 1	Bt92 1	Bt97 1	
59	Bt1 1	Bt8 1	Bt45 1	Bt89 1	
60	Bt1 2	Bt24 1	Bt50 2	Bt55 1	Bt83 2	Bt88 1	
