Name				480_n060_m400_bt100
Number_of_Customers		60
Number_of_Items			400
Number_of_ItemTypes		100
Number_of_Vehicles		17
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		1000		0		0		0
1		69		49		7		694		900		10		450.03		1242
2		19		1		8		39		275		10		544.16		1465
3		34		11		5		659		887		10		312.99		1498
4		15		66		9		530		780		10		711.01		2019
5		14		32		7		434		684		10		799.98		2113
6		29		42		4		290		566		10		327.11		1050
7		37		45		8		535		793		10		858.07		2604
8		40		31		7		253		509		10		922.65		2480
9		9		73		9		643		825		10		481.33		1531
10		26		58		7		89		289		10		712.43		1911
11		51		2		5		817		1000		10		587.75		1300
12		26		8		6		66		322		10		720.38		2202
13		59		75		5		239		473		10		848.89		1491
14		34		3		7		266		536		10		608.98		1696
15		16		51		6		278		526		10		352.34		1187
16		17		42		7		417		645		10		549.61		1848
17		6		28		8		106		266		10		567.71		2425
18		28		22		5		855		1000		10		376.16		1268
19		17		78		6		243		489		10		683.81		1974
20		20		80		6		766		1000		10		263.69		1022
21		28		37		9		73		309		10		834.94		2702
22		4		62		4		500		744		10		484.41		1094
23		57		43		5		77		333		10		486.49		1802
24		69		1		7		206		418		10		468.78		1471
25		60		80		7		476		758		10		452.9		1440
26		68		18		8		20		298		10		804.78		2427
27		2		34		4		61		279		10		573.9		1356
28		29		63		9		720		964		10		741.82		1852
29		11		45		8		216		402		10		703.93		2141
30		63		80		9		449		735		10		992.91		3068
31		52		60		6		57		303		10		1247.09		2362
32		37		17		4		75		311		10		626		1280
33		57		17		4		676		912		10		917.28		1340
34		3		44		5		650		848		10		310.97		986
35		8		0		9		68		284		10		525.14		1791
36		5		23		5		142		444		10		577.16		1066
37		9		66		7		490		688		10		517.58		1815
38		32		67		5		521		793		10		398.57		1556
39		0		20		5		486		742		10		324.12		1095
40		33		49		9		755		1000		10		928.39		2646
41		1		72		9		787		1000		10		726.78		2446
42		69		41		5		0		148		10		475.39		1492
43		66		8		9		70		344		10		519.2		2171
44		43		32		6		467		701		10		610.24		1519
45		8		10		6		41		287		10		527.2		1928
46		19		4		6		0		265		10		486.22		1614
47		55		31		6		30		270		10		308.21		1129
48		3		48		6		107		335		10		339.33		971
49		55		59		9		201		427		10		775.51		2100
50		64		35		8		554		788		10		553.63		1367
51		23		4		7		624		862		10		301.19		1173
52		55		47		8		225		465		10		403.76		1486
53		53		37		6		0		129		10		596.23		1578
54		33		22		8		638		900		10		1101.35		2638
55		57		27		6		0		203		10		480.28		1218
56		32		8		7		106		338		10		587.05		2006
57		4		17		9		746		944		10		778.74		2763
58		26		61		7		184		402		10		412.06		1834
59		9		39		4		668		876		10		565.79		798
60		15		23		7		608		796		10		621.76		1228

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		17		2		5		69.99		0		13.4762887
Bt2		15		7		8		350.73		1		6.7339246
Bt3		11		6		5		113.86		0		16.9843002
Bt4		17		3		3		46.99		0		11.0575612
Bt5		9		5		8		81.29		0		20.5213134
Bt6		7		4		7		99.49		0		20.6368727
Bt7		17		3		5		25.75		1		1.3542560
Bt8		6		6		4		85.55		0		31.6083321
Bt9		10		6		6		139.17		0		17.9700723
Bt10		13		4		6		164.57		0		19.6018671
Bt11		8		6		4		181.54		0		98.9416246
Bt12		14		5		4		145.62		0		57.9059865
Bt13		9		5		8		421.98		0		39.7708068
Bt14		10		5		3		66.79		0		62.1844320
Bt15		7		3		5		14.38		0		8.8842086
Bt16		15		3		6		62.16		0		9.3056844
Bt17		15		4		8		111.75		1		3.2880719
Bt18		10		3		3		13.38		0		18.1710606
Bt19		14		5		3		98.90		0		8.1817790
Bt20		13		3		6		122.47		1		8.1359620
Bt21		7		7		6		84.04		0		32.3843266
Bt22		7		3		6		33.13		1		2.7096445
Bt23		9		4		8		108.69		0		8.6890607
Bt24		9		6		4		43.62		0		6.8666023
Bt25		12		7		4		49.46		1		6.2323056
Bt26		9		3		5		49.90		0		57.2426018
Bt27		10		3		8		116.86		0		37.3278416
Bt28		17		5		6		202.50		1		5.5216684
Bt29		7		5		3		33.71		0		16.9964796
Bt30		6		3		5		32.87		0		11.2407752
Bt31		15		6		8		96.12		0		5.3567560
Bt32		17		3		4		104.90		1		8.5620125
Bt33		8		3		8		86.74		0		16.2175587
Bt34		15		4		6		178.05		0		39.4969543
Bt35		10		2		7		33.54		1		2.7835637
Bt36		16		6		4		145.20		0		20.7831902
Bt37		15		5		4		99.28		0		78.7238334
Bt38		6		3		6		49.59		0		32.9457053
Bt39		11		3		5		70.41		0		12.7646849
Bt40		10		4		8		158.84		0		40.6311109
Bt41		12		3		4		36.32		0		32.0820810
Bt42		11		5		6		134.70		0		9.1441895
Bt43		8		3		8		63.52		1		4.3913759
Bt44		10		3		8		85.78		1		4.7161244
Bt45		6		6		3		20.28		0		6.0755379
Bt46		10		5		5		185.66		0		214.6281658
Bt47		15		6		5		179.13		0		8.4768692
Bt48		8		6		7		48.85		0		7.0452110
Bt49		7		3		4		29.30		0		6.7826701
Bt50		16		6		3		79.37		0		15.2335601
Bt51		10		7		3		94.86		0		57.0341699
Bt52		6		5		4		13.48		0		21.1162718
Bt53		8		5		7		49.76		1		3.7593797
Bt54		11		6		7		115.02		0		19.7491054
Bt55		13		2		4		15.23		0		9.5290322
Bt56		7		6		8		36.56		0		13.9592439
Bt57		17		5		3		57.71		0		10.1981115
Bt58		13		6		7		519.11		1		10.0080416
Bt59		13		5		8		52.89		0		17.9822800
Bt60		7		6		8		100.51		0		7.8057043
Bt61		14		6		5		56.69		0		4.1902173
Bt62		17		7		6		130.25		0		11.5194768
Bt63		7		6		6		105.73		0		15.4994659
Bt64		10		3		6		19.74		0		5.9941011
Bt65		14		4		7		130.36		1		8.4176789
Bt66		15		3		5		94.56		0		13.5875356
Bt67		6		4		6		44.46		1		2.7962186
