Name				089_n060_m200_bt100
Number_of_Customers		60
Number_of_Items			200
Number_of_ItemTypes		100
Number_of_Vehicles		19
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		230		0		0		0
1		10		47		3		39		77		10		302.98		656
2		58		68		4		0		179		10		671.96		763
3		34		68		4		0		186		10		821.78		1293
4		41		77		5		91		121		10		1024.94		1299
5		17		66		3		0		184		10		550.23		780
6		26		76		4		101		141		10		691.4		851
7		5		34		2		0		189		10		242.98		516
8		56		20		2		110		148		10		347.37		630
9		69		59		2		31		61		10		472.12		910
10		47		32		3		68		92		10		585.75		784
11		30		53		4		135		157		10		1074.47		1250
12		51		65		3		0		186		10		554.17		810
13		41		30		4		41		71		10		639.51		840
14		25		56		3		146		180		10		502.91		861
15		22		17		2		19		43		10		284.55		776
16		4		70		5		158		188		10		1657.09		2054
17		8		66		2		103		139		10		280.6		332
18		17		76		2		46		68		10		335.24		460
19		11		10		3		71		97		10		816.63		1120
20		52		10		2		111		141		10		284.71		553
21		4		67		4		29		65		10		967.54		1903
22		11		53		4		65		95		10		601.34		1131
23		63		32		3		153		183		10		307.34		672
24		19		2		2		23		55		10		269.79		408
25		22		68		2		53		99		10		182.37		208
26		21		55		4		69		111		10		442.72		598
27		49		44		3		126		158		10		313.07		530
28		41		13		4		0		197		10		588.98		864
29		57		64		4		0		183		10		480.66		851
30		37		64		4		71		101		10		807		1077
31		17		12		5		0		190		10		964.01		1467
32		0		20		3		39		67		10		276.4		698
33		45		16		3		29		57		10		647.8		1218
34		44		4		2		85		119		10		340.9		332
35		52		59		2		0		190		10		168.55		387
36		49		57		5		0		193		10		1201.76		1878
37		57		58		3		80		112		10		240.56		390
38		66		70		5		39		67		10		1024.19		1743
39		17		20		4		101		125		10		904		1230
40		37		38		2		153		183		10		742.5		1113
41		69		32		4		163		193		10		564.16		806
42		59		1		3		0		178		10		414.39		516
43		18		36		3		153		187		10		492.06		996
44		38		5		5		139		171		10		1581.88		2032
45		27		60		4		100		126		10		655.21		1402
46		70		48		3		100		126		10		806.57		1236
47		28		10		5		0		194		10		582.69		1288
48		29		15		5		0		199		10		866.7		1263
49		6		12		3		135		163		10		298.55		558
50		23		73		5		35		65		10		1712.23		1896
51		24		39		3		0		208		10		250.15		580
52		34		5		3		122		150		10		618.96		1062
53		37		80		3		100		128		10		472.63		714
54		1		0		4		58		88		10		1350.45		1327
55		28		1		3		112		140		10		534.79		822
56		64		12		4		51		79		10		653.48		1079
57		66		49		3		21		55		10		251.1		519
58		68		45		3		64		94		10		704.36		880
59		50		77		2		0		175		10		650.62		938
60		3		3		2		48		74		10		316.47		360

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		13		3		3		183.60		0		37.7183424
Bt2		17		4		4		121.49		0		17.9383421
Bt3		8		5		7		134.21		0		23.9731303
Bt4		6		2		8		37.65		1		6.8428619
Bt5		16		5		4		281.66		0		22.1865147
Bt6		12		4		7		220.32		0		21.2921675
Bt7		15		3		5		84.68		1		3.7608410
Bt8		6		3		6		98.46		0		48.0053864
Bt9		11		5		5		161.16		0		23.9317259
Bt10		11		5		5		172.46		0		29.3433667
Bt11		6		3		7		40.58		1		14.8143135
Bt12		9		4		5		120.15		0		39.1255596
Bt13		6		3		6		39.81		0		14.8852787
Bt14		11		5		5		104.18		0		18.5058254
Bt15		14		4		5		95.45		0		20.3175854
Bt16		8		5		4		139.02		0		23.1572437
Bt17		13		4		8		315.46		0		37.6407186
Bt18		6		2		7		71.29		1		9.3258722
Bt19		12		5		7		350.33		0		33.8634604
Bt20		15		7		4		222.61		0		25.3937216
Bt21		10		4		5		65		0		10.8236955
Bt22		8		2		3		25.59		1		9.1914415
Bt23		9		3		4		128.68		0		102.4772405
Bt24		6		3		8		135.22		0		15.0901362
Bt25		11		4		6		96.64		0		11.8082765
Bt26		16		7		7		431.54		0		15.2746571
Bt27		6		4		8		59.97		0		5.4198676
Bt28		14		6		4		122.83		0		31.5670101
Bt29		8		4		5		84.96		0		62.9746848
Bt30		15		4		3		119.89		0		18.8487677
Bt31		10		3		6		62.21		0		38.6202550
Bt32		15		6		4		131.78		0		39.7879953
Bt33		7		3		5		102.30		1		8.7568533
Bt34		12		2		7		61.37		0		19.8289232
Bt35		10		4		6		196.08		0		51.1638627
Bt36		9		4		8		320.06		0		45.1596908
Bt37		11		7		5		180.97		0		32.8050471
Bt38		13		4		6		143.64		0		6.8491350
Bt39		14		4		6		158.66		0		15.2497896
Bt40		7		7		3		70.98		0		30.9081172
Bt41		15		3		3		86.97		1		19.9694550
Bt42		8		2		4		47.15		0		37.2311526
Bt43		12		4		5		208.42		0		63.5655352
Bt44		12		3		8		208.48		0		31.0888767
Bt45		11		4		6		238.54		1		15.6995407
Bt46		11		7		8		310.46		1		5.4637630
Bt47		9		4		6		211.61		0		37.1049235
Bt48		11		7		8		562.18		0		122.2046205
Bt49		7		6		4		103.74		0		67.7848971
Bt50		11		6		7		204.87		0		15.6887569
Bt51		17		6		8		532.99		1		8.6205859
Bt52		14		4		4		159		0		30.9915056
Bt53		14		4		6		183.36		0		106.4161381
Bt54		7		4		8		212.22		0		69.5233530
Bt55		17		7		3		252		1		5.9631709
Bt56		11		5		8		161.72		0		42.7635530
Bt57		13		6		7		276.08		1		9.1843358
Bt58		15		7		3		101.26		0		95.5307014
Bt59		12		3		5		139.29		0		95.4758428
Bt60		13		6		8		518.54		0		40.8156546
Bt61		15		7		7		427.35		1		9.1274491
Bt62		15		5		5		298.72		0		45.1937599
Bt63		17		7		6		888.15		1		34.7496249
Bt64		8		5		5		159.65		0		270.4280894
Bt65		7		4		3		79.83		0		82.9811663
Bt66		15		3		6		208.28		0		16.3994150
