Name				330_n020_m400_bt100
Number_of_Customers		20
Number_of_Items			400
Number_of_ItemTypes		100
Number_of_Vehicles		13
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		230		0		0		0
1		44		77		18		126		158		10		598.19		4554
2		11		24		22		116		146		10		614.5		5939
3		56		42		22		139		165		10		601.89		5990
4		43		41		19		139		165		10		580.86		5271
5		6		18		18		82		116		10		761.64		6288
6		52		4		29		35		63		10		817.22		7604
7		54		14		19		74		102		10		687.43		5978
8		52		73		20		141		179		10		649.27		5358
9		11		43		18		149		175		10		524		4747
10		22		3		20		120		148		10		720.78		6341
11		3		55		22		132		170		10		873.09		7482
12		12		59		20		52		84		10		753.98		5974
13		23		37		21		84		118		10		529.39		5061
14		24		58		20		44		72		10		571.73		5290
15		5		58		11		101		127		10		324.04		2362
16		25		51		28		42		78		10		775.51		6889
17		70		63		17		96		126		10		548.23		5475
18		1		40		18		36		64		10		777.14		7001
19		28		77		16		69		95		10		412.12		3644
20		4		12		22		39		61		10		752.44		7341

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		7		6		8		29.07		1		3.5748785
Bt2		17		6		4		47.42		0		4.5090607
Bt3		8		5		8		33.06		1		2.0091888
Bt4		7		4		5		10.96		1		0.5752428
Bt5		17		7		4		74.79		0		3.0448666
Bt6		15		6		7		47.34		1		0.4399256
Bt7		10		4		3		16.05		0		4.6983379
Bt8		13		4		6		52.75		1		1.1059489
Bt9		11		6		7		40.95		0		2.7427041
Bt10		11		3		3		12.57		0		4.8995384
Bt11		13		2		3		11.83		0		5.6527756
Bt12		9		5		7		40.72		0		4.0728617
Bt13		14		5		3		34.75		1		1.3810651
Bt14		12		5		7		47.97		0		3.0241109
Bt15		7		6		5		29		0		6.2024903
Bt16		7		6		7		37.85		0		2.5763751
Bt17		15		6		7		97.90		1		2.5713237
Bt18		6		6		3		12.65		0		14.9097001
Bt19		15		3		3		17.70		0		2.1737481
Bt20		12		5		6		58.20		0		7.9852630
Bt21		12		4		6		48.55		0		3.2708054
Bt22		10		6		7		34.26		0		2.0317742
Bt23		15		6		8		56.45		0		3.4944261
Bt24		15		6		7		60.76		0		1.9357853
Bt25		8		3		7		24.46		0		30.5131902
Bt26		13		2		7		29.43		0		11.1465369
Bt27		6		2		6		6.88		0		2.1882113
Bt28		15		4		3		23.32		0		4.8700782
Bt29		16		5		7		76.43		0		6.6893368
Bt30		14		4		5		37.58		0		9.2994129
Bt31		16		5		4		24.18		0		1.5858386
Bt32		7		5		4		14.77		1		1.9913714
Bt33		13		6		7		65.58		0		6.3741415
Bt34		10		2		6		14.82		0		12.5857144
Bt35		11		7		3		20.09		0		3.0994373
Bt36		7		6		5		21.34		0		11.8058201
Bt37		13		4		8		53.54		0		10.6862595
Bt38		12		6		4		23.38		0		1.4505968
Bt39		12		3		5		19.98		0		6.4121015
Bt40		14		4		4		16		1		1.2089444
Bt41		8		6		3		17.16		0		5.8360537
Bt42		14		7		3		26.33		0		2.3460253
Bt43		11		3		7		20.41		0		5.7446626
Bt44		9		7		4		42.22		0		8.2569525
Bt45		9		5		4		26.40		0		6.1333707
Bt46		13		5		6		53.73		0		5.8806291
Bt47		7		3		6		9.86		0		5.2447911
Bt48		10		5		4		30.25		0		4.9229976
Bt49		13		6		6		41.01		0		4.1975095
Bt50		13		3		6		32.19		1		1.2444513
Bt51		13		2		8		24.93		0		10.1138686
Bt52		12		5		4		19.15		0		13.2578598
Bt53		12		4		4		24.70		0		5.6802072
Bt54		15		4		4		16.86		0		9.3124614
Bt55		12		6		4		27.53		0		1.6309260
Bt56		10		3		5		12.04		0		6.2056702
Bt57		13		4		3		11.45		1		0.5588469
Bt58		16		3		8		28.03		0		9.6148228
Bt59		17		2		7		21.08		0		9.7413944
Bt60		10		3		3		15.19		0		7.2747759
Bt61		6		5		8		31.75		0		11.4828561
Bt62		17		4		7		80.79		0		24.0603588
Bt63		7		5		7		32.76		0		3.5873974
Bt64		11		3		5		27.63		0		6.3188470
Bt65		7		3		4		11.98		0		6.5145654
Bt66		8		4		8		37.54		0		3.0024811
Bt67		14		3		8		40.96		0		12.0075767
Bt68		17		7		8		85.52		0		22.9691589
Bt69		8		6		5		19.65		0		5.0247700
Bt70		11		6		7		40.95		1		5.3923872
Bt71		15		3		8		58.51		0		12.2209088
Bt72		6		4		3		8.40		0		6.8830647
Bt73		10		5		8		65.73		1		2.5583006
Bt74		13		7		7		103.57		0		17.6825446
Bt75		10		6		3		30.12		0		16.7220011
Bt76		8		5		6		28.60		0		1.8142663
Bt77		7		3		7		23.67		0		11.9977801
Bt78		12		4		7		34.34		1		0.7076752
Bt79		12		6		7		64.26		0		2.4460755
Bt80		12		3		7		18.69		1		0.6677642
Bt81		14		5		8		61.27		1		6.6998260
Bt82		10		2		8		21.54		1		1.7975104
Bt83		9		7		6		39.50		0		2.9483152
Bt84		8		3		6		17.65		1		1.1633204
Bt85		7		7		7		25.36		0		6.9173158
Bt86		13		6		6		55.63		0		4.8118162
Bt87		15		5		7		59.36		0		3.0017129
Bt88		16		5		8		103.51		0		7.0749764
