Name				464_n060_m400_bt100
Number_of_Customers		60
Number_of_Items			400
Number_of_ItemTypes		100
Number_of_Vehicles		50
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		1000		0		0		0
1		27		24		8		288		522		10		1645.59		11969
2		16		19		6		539		849		10		2149.04		16042
3		13		75		8		5		219		10		2460.31		17561
4		10		51		7		611		855		10		2672.65		17248
5		63		42		5		628		896		10		1552.16		10237
6		45		36		4		733		1000		10		1769.55		11456
7		0		14		8		681		925		10		2593.61		18109
8		20		71		6		471		721		10		2123.71		14320
9		33		51		8		358		562		10		2659.85		18704
10		28		56		7		12		286		10		1266.86		9890
11		53		9		5		407		607		10		1716.79		12444
12		6		36		9		561		755		10		2810.94		21062
13		9		63		7		605		797		10		1572.11		10435
14		37		27		9		13		265		10		2728.89		19914
15		70		28		5		253		505		10		1664.56		10356
16		53		55		5		721		899		10		1505.08		10308
17		60		57		6		450		708		10		2131.62		14988
18		20		60		6		595		873		10		1487.4		11025
19		23		35		7		775		1000		10		2082.37		12398
20		67		57		8		306		540		10		2276.03		17278
21		34		21		8		0		203		10		1988.56		14336
22		20		30		8		174		432		10		2081.98		13478
23		38		48		9		572		840		10		2338.3		16335
24		66		75		5		106		340		10		1531.3		10070
25		15		28		9		407		715		10		2879.4		20402
26		64		25		6		516		804		10		1618.11		10615
27		56		38		7		804		1000		10		2101.83		15764
28		33		38		9		483		709		10		2856.99		20398
29		59		16		6		300		522		10		1477.33		12333
30		33		16		6		790		1000		10		1387.83		9268
31		39		57		5		35		301		10		1411.23		10974
32		38		37		8		0		162		10		1999.16		14788
33		31		4		5		609		821		10		1782.28		16520
34		17		52		5		273		559		10		1364.31		10410
35		31		72		6		0		232		10		1480		10916
36		16		76		5		529		783		10		2050.83		14823
37		6		31		8		837		1000		10		1943.14		14436
38		65		71		9		544		860		10		2227.59		16769
39		42		12		9		81		309		10		3168.88		22524
40		63		28		5		0		161		10		2210.05		16128
41		36		56		4		135		465		10		1415.5		10426
42		10		79		5		598		838		10		1705.79		12805
43		37		80		9		0		164		10		2152.11		15581
44		32		25		4		503		735		10		701.3		5637
45		19		21		9		588		800		10		2238.91		17048
46		55		41		4		85		347		10		1258.35		9794
47		6		49		7		465		643		10		2125.83		15847
48		22		19		6		476		676		10		1940.26		13882
49		52		49		9		424		680		10		2253.83		16431
50		19		17		8		529		813		10		2967.34		20642
51		12		27		9		503		777		10		2688.94		18697
52		51		5		3		530		764		10		1144.13		8624
53		66		54		5		790		1000		10		1720.17		10838
54		66		7		7		26		246		10		2202.7		16892
55		33		54		9		360		644		10		2411.75		15785
56		30		11		5		0		193		10		1416.51		9617
57		10		54		7		481		681		10		2671.03		19124
58		53		20		4		7		253		10		1107.35		7330
59		8		57		7		507		721		10		2003.31		13972
60		4		79		7		0		181		10		1975.49		14424

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		23		14		7		362.23		0		8.9206342
Bt2		34		10		6		314.98		0		52.4906905
Bt3		29		14		11		628.45		0		43.0100727
Bt4		19		9		11		274.63		0		7.8174876
Bt5		13		10		14		296.44		1		2.7737792
Bt6		26		12		14		563.94		0		14.6023207
Bt7		31		7		9		263.98		0		8.1762931
Bt8		17		14		13		393.69		0		5.0721089
Bt9		16		6		9		121.30		0		7.0746576
Bt10		13		9		14		291.63		1		5.7520067
Bt11		23		13		6		323.78		1		8.3148370
Bt12		27		14		14		688.50		0		25.7845228
Bt13		34		5		13		384.82		1		11.5773961
Bt14		25		13		12		424.16		0		7.3538068
Bt15		25		8		6		141.96		1		1.8955320
Bt16		26		13		13		633.18		0		5.4714709
Bt17		16		13		11		399.14		0		8.2838533
Bt18		30		6		14		474.63		0		7.6164589
Bt19		14		5		12		134.39		0		9.4798308
Bt20		32		12		12		675.62		0		15.9514220
Bt21		15		12		7		215.93		0		6.6920256
Bt22		22		14		9		325.56		0		4.7967712
Bt23		13		8		13		163.43		0		10.0182643
Bt24		18		14		8		209.46		0		4.1984440
Bt25		25		11		6		297.96		0		8.9113771
Bt26		22		10		7		262.96		0		17.8796112
Bt27		35		9		9		313.54		0		4.3380767
Bt28		16		12		10		221.01		0		9.8155438
Bt29		28		14		13		575.62		0		8.4590408
Bt30		15		7		10		126.59		1		1.6642512
Bt31		22		7		11		198.39		1		1.8329498
Bt32		21		13		14		424.82		1		3.3984650
Bt33		16		13		6		183.74		0		33.6286081
Bt34		19		13		12		393		0		15.5204153
Bt35		18		7		7		112.04		0		20.6132022
Bt36		20		14		12		485.75		1		1.9804100
Bt37		14		9		6		93.91		0		12.7869410
Bt38		31		6		7		220.02		0		7.3904544
Bt39		14		10		7		130.24		0		3.2734493
Bt40		26		5		8		130.98		0		14.5226107
Bt41		14		9		7		170.09		0		10.8088160
Bt42		21		12		14		374.93		0		5.0946200
Bt43		21		13		14		462.66		1		2.2809965
Bt44		23		9		11		424.90		0		20.4447359
Bt45		20		11		11		376.43		0		6.8753493
Bt46		23		6		14		221		0		18.4328042
Bt47		22		6		11		193.81		0		6.8878048
Bt48		27		6		13		241.85		0		8.7995580
Bt49		17		6		12		138.76		0		8.3294957
Bt50		30		7		13		427.21		0		10.7075788
Bt51		14		10		6		101.29		1		3.3538053
Bt52		20		6		6		91.01		0		15.6510356
Bt53		27		12		9		362.06		0		18.8924921
Bt54		17		14		8		314.66		0		10.0948698
Bt55		32		5		14		301.22		0		4.3997513
Bt56		19		14		11		502.80		0		35.5849466
Bt57		15		10		8		208.31		0		19.0109696
Bt58		13		12		12		340.59		0		36.8650486
Bt59		20		5		10		156.23		0		10.3960540
Bt60		19		8		11		219.75		0		9.0536365
Bt61		29		5		11		167.22		0		12.0156205
Bt62		26		7		9		297.47		0		16.5957277
Bt63		22		13		6		265.18		1		3.0978393
Bt64		25		8		6		173.90		0		14.5727699
Bt65		33		8		13		533.15		0		17.6417059
Bt66		29		6		12		308.09		0		32.9935948
Bt67		12		10		11		149.29		0		7.5135195
Bt68		22		9		9		296.57		0		11.3467410
Bt69		17		9		14		284.22		0		38.7107506
Bt70		32		7		11		343.43		0		7.4881247
