Name				162_n060_m200_bt100
Number_of_Customers		60
Number_of_Items			200
Number_of_ItemTypes		100
Number_of_Vehicles		25
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		1000		0		0		0
1		59		26		5		73		325		10		1611.35		7968
2		5		64		4		0		948		10		1661.69		6200
3		19		12		3		0		961		10		1271.9		6910
4		8		9		5		25		247		10		1750.11		9020
5		34		74		3		190		476		10		951.14		4676
6		41		55		2		0		969		10		728.7		3696
7		19		55		4		777		1000		10		1649.32		5438
8		16		2		4		0		951		10		1607		9248
9		57		0		2		0		948		10		958.28		5688
10		14		25		4		0		966		10		2087.42		8511
11		63		50		3		0		958		10		721.86		4935
12		16		21		3		0		966		10		1820.24		7566
13		66		41		2		27		289		10		748.73		3020
14		5		38		4		0		959		10		1433.04		7502
15		29		46		4		0		977		10		1626.02		7896
16		3		61		3		0		948		10		1508.34		7944
17		42		14		3		0		967		10		1955.26		8974
18		22		12		4		0		963		10		1262.11		7243
19		43		8		3		0		961		10		1650.39		4438
20		5		2		2		60		292		10		709.23		6310
21		12		66		3		0		951		10		1731.99		8616
22		40		45		2		0		978		10		1194.75		5967
23		26		32		2		0		980		10		845.78		2534
24		13		13		5		621		881		10		2050.7		9663
25		37		26		3		0		980		10		1524.79		6084
26		34		58		4		0		966		10		1696.09		7072
27		57		47		3		0		964		10		1262		5566
28		52		61		4		393		609		10		1692.94		6352
29		35		22		4		0		977		10		1321.71		6882
30		1		36		5		640		890		10		1213.31		7341
31		2		5		4		0		945		10		986.98		5328
32		22		0		3		0		952		10		1355.93		4624
33		53		46		3		628		842		10		733.16		4155
34		6		49		3		773		1000		10		923.41		4559
35		43		52		2		0		971		10		883.23		3150
36		60		52		2		0		959		10		761.94		4488
37		40		37		5		0		984		10		2141.26		11896
38		42		24		4		0		976		10		2010.79		4680
39		10		21		2		0		961		10		739.17		5472
40		45		78		3		0		945		10		1311.03		5871
41		16		72		3		0		948		10		893.08		5115
42		48		52		2		0		968		10		1241.27		2536
43		7		15		3		0		955		10		899.49		5956
44		67		12		2		0		950		10		1674.65		6488
45		27		25		2		0		977		10		358.87		3020
46		2		54		3		0		951		10		1600.69		8072
47		40		49		4		0		975		10		2279.55		9917
48		37		18		2		245		519		10		1423.75		6504
49		22		32		5		184		412		10		1512.13		9508
50		55		36		4		0		969		10		1270.03		8295
51		15		79		2		802		1000		10		549.64		2934
52		16		41		2		0		970		10		1023		5734
53		43		33		4		663		927		10		1287.6		7315
54		33		14		3		0		968		10		852.84		4741
55		14		10		5		0		957		10		1966.12		9184
56		16		45		3		0		968		10		1026.49		6082
57		56		55		5		0		961		10		2262.46		9817
58		30		41		5		0		982		10		2110.91		10662
59		70		25		3		0		953		10		1114.36		5244
60		3		17		5		0		953		10		2252.24		10852

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		25		7		10		438.20		0		42.3728228
Bt2		23		14		10		432.17		0		16.0991035
Bt3		29		8		7		223.46		0		24.6640294
Bt4		15		5		11		107.47		0		10.6758212
Bt5		30		14		6		515.72		0		9.8670541
Bt6		17		14		14		393.71		0		6.1568473
Bt7		24		6		7		332.50		0		58.9507521
Bt8		19		13		7		317.68		0		13.6169875
Bt9		34		10		6		502.33		0		15.3384259
Bt10		16		10		14		339.15		0		23.4002650
Bt11		22		13		13		878.77		0		71.1497577
Bt12		25		13		14		500.81		0		53.1307535
Bt13		25		14		6		528.26		0		98.9746340
Bt14		13		7		11		238.69		0		27.5952765
Bt15		25		8		10		291.14		0		18.2475589
Bt16		29		5		6		172.34		1		7.1348116
Bt17		19		8		10		525.58		0		24.2427001
Bt18		13		8		14		960.68		1		63.7008592
Bt19		12		7		11		506.81		0		64.1014024
Bt20		14		8		13		434.27		1		8.8634715
Bt21		15		10		10		527.09		0		93.4409685
Bt22		22		8		11		363.81		0		7.2456556
Bt23		34		7		11		575.90		0		19.4084239
Bt24		19		10		9		459.04		1		4.4734447
Bt25		14		10		12		382.29		0		11.7785398
Bt26		35		11		6		454.54		0		33.1572633
Bt27		22		8		8		334.14		0		34.4826120
Bt28		18		6		13		281.15		1		3.6459896
Bt29		32		9		11		442.56		0		33.6537655
Bt30		35		11		8		560.14		1		8.8986920
Bt31		24		6		10		191.20		0		15.4742825
Bt32		24		14		10		873.66		1		17.3506701
Bt33		19		8		8		161.92		0		7.7774743
Bt34		19		9		13		538.27		0		17.8858664
Bt35		30		8		14		362.68		1		2.2108688
Bt36		35		5		10		534.10		0		16.9982544
Bt37		32		8		9		296.61		0		36.9477868
Bt38		14		14		14		737.20		0		7.4441500
Bt39		31		8		9		254.94		0		4.6860844
Bt40		24		5		9		280.59		0		32.6529355
Bt41		21		5		11		186.16		0		67.0602093
Bt42		19		12		10		343.46		0		8.2778615
Bt43		32		6		12		541.07		0		56.6281238
Bt44		18		13		13		525.29		0		16.6912437
Bt45		24		11		10		3285.47		0		146.4406594
Bt46		23		10		7		338.97		0		19.6087766
Bt47		13		10		7		960.19		0		117.7809905
Bt48		16		12		10		439.15		1		5.0400133
Bt49		14		9		6		157.63		0		8.9774217
Bt50		22		10		8		208.42		1		2.6654273
Bt51		27		9		10		278.25		0		19.1917318
Bt52		14		12		11		994.44		0		152.6864229
Bt53		31		5		8		259.33		0		15.9712429
Bt54		35		7		8		446.10		1		4.0439804
Bt55		12		11		14		354.06		0		6.2812105
Bt56		28		10		7		251.67		0		7.8934054
Bt57		15		6		14		150.45		1		5.8159108
Bt58		12		9		9		716.82		0		124.1031696
Bt59		33		13		12		1261.47		0		48.3211804
Bt60		34		12		11		1101.84		0		33.7736260
Bt61		26		13		12		916.99		0		13.3025084
Bt62		14		14		11		320.99		0		9.3101801
Bt63		18		6		10		143.97		0		8.3404585
Bt64		15		12		10		424.01		0		150.3678779
Bt65		33		8		10		394.14		0		6.9246077
Bt66		22		9		11		392.01		0		7.6298029
Bt67		35		7		7		324.40		0		32.4664655
Bt68		19		8		10		221.64		0		17.3066012
Bt69		22		11		9		324.34		0		8.6334165
