Name				315_n020_m400_bt100
Number_of_Customers		20
Number_of_Items			400
Number_of_ItemTypes		100
Number_of_Vehicles		12
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		230		0		0		0
1		22		58		18		0		193		10		476.75		4392
2		46		59		20		118		156		10		678.46		5675
3		15		35		24		40		68		10		684.65		5777
4		56		29		21		72		104		10		491.08		4869
5		66		27		17		33		67		10		591.03		5192
6		11		45		27		18		46		10		694.32		6181
7		34		17		16		178		198		10		498.25		4151
8		30		40		20		174		202		10		428.14		4334
9		6		56		17		111		137		10		606.12		5155
10		6		0		20		119		151		10		609.41		5539
11		39		41		16		158		188		10		471.71		4203
12		25		16		20		0		198		10		613.27		5625
13		7		22		21		166		198		10		699.77		5855
14		43		44		21		44		70		10		531.94		4948
15		16		70		21		162		196		10		835.69		6337
16		65		48		21		0		187		10		473.4		4538
17		59		29		21		146		174		10		569.8		5218
18		61		48		22		0		190		10		603.02		5257
19		43		41		17		0		210		10		472.03		4070
20		7		35		20		25		53		10		602		5315

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		12		4		4		21.79		1		1.5049798
Bt2		11		2		5		18		0		18.3377436
Bt3		15		6		4		34.26		0		12.1514926
Bt4		14		4		6		33.05		0		3.2229623
Bt5		6		3		4		12.11		0		14.0282197
Bt6		14		5		5		26.86		1		0.4976365
Bt7		10		4		4		18.97		0		5.3115273
Bt8		13		2		5		12.53		0		1.3605352
Bt9		8		4		7		16.35		0		5.0818308
Bt10		7		5		8		28.43		0		13.5169020
Bt11		8		4		6		24.49		0		4.8672963
Bt12		14		4		3		14.17		0		3.1116102
Bt13		7		2		3		4.12		0		11.3931021
Bt14		11		6		3		17.21		0		6.9001882
Bt15		8		4		5		12.60		0		8.6047650
Bt16		14		3		7		36.45		1		1.1045344
Bt17		12		4		4		13.74		0		2.4900721
Bt18		9		3		7		19.55		1		0.7712529
Bt19		9		3		8		28.12		0		3.2879712
Bt20		11		6		6		61.22		1		2.0545675
Bt21		10		5		5		25.95		1		1.2123361
Bt22		17		5		5		34.18		0		2.8503640
Bt23		15		5		8		74.43		1		1.5594091
Bt24		15		2		7		17.22		0		2.5353269
Bt25		16		6		6		42.83		0		8.2651540
Bt26		15		3		8		47.23		0		8.0049905
Bt27		7		4		4		15.51		0		3.3668343
Bt28		15		3		5		24.88		0		4.1365342
Bt29		16		4		5		38.22		0		5.8178855
Bt30		11		3		7		23.06		0		1.7455178
Bt31		13		7		3		35		0		4.8299851
