Name				356_n020_m400_bt100
Number_of_Customers		20
Number_of_Items			400
Number_of_ItemTypes		100
Number_of_Vehicles		11
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		1000		0		0		0
1		55		61		17		424		642		10		437.09		4666
2		70		65		18		589		831		10		498.87		4418
3		41		58		20		178		456		10		645.4		6233
4		10		74		20		170		462		10		467.78		4825
5		16		65		19		298		516		10		598.73		6341
6		68		8		20		838		1000		10		601.69		5426
7		38		28		25		264		514		10		704.47		7098
8		2		69		21		693		955		10		558.03		5206
9		47		50		24		178		368		10		606.39		6061
10		16		6		21		360		624		10		632		6192
11		65		64		18		134		390		10		422.74		4987
12		70		25		17		703		957		10		465.94		4758
13		14		30		20		426		624		10		580.14		5326
14		2		78		17		0		196		10		410.4		4566
15		46		45		26		618		856		10		769.21		7618
16		69		61		15		86		300		10		419.47		4223
17		67		69		23		500		696		10		613.89		6223
18		15		11		23		2		272		10		577.26		6037
19		39		6		13		254		458		10		329.81		3231
20		50		19		23		160		392		10		697.9		6782

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		9		4		3		7.74		0		1.2760310
Bt2		7		4		5		16.37		1		2.2339898
Bt3		12		5		5		20.31		0		11.0302238
Bt4		10		6		3		19.04		0		18.9805011
Bt5		9		6		3		8.93		0		1.4984720
Bt6		11		4		7		25.41		0		1.5830946
Bt7		16		2		3		6.30		0		11.8808489
Bt8		14		5		7		29.84		0		0.8157762
Bt9		8		5		3		11.29		0		4.2215927
Bt10		9		7		3		11.62		1		0.8042171
Bt11		14		2		6		12.58		0		4.1964210
Bt12		9		7		6		58.50		0		8.2038652
Bt13		10		2		4		5.82		1		0.8336405
Bt14		11		4		7		22.39		1		1.6034041
Bt15		15		4		4		13.98		0		4.9501199
Bt16		9		7		8		29.22		0		2.6210136
Bt17		16		4		8		45.23		0		5.2888525
Bt18		16		7		5		34.30		0		1.3965440
Bt19		7		6		7		22.60		0		3.2434464
Bt20		17		2		3		14.56		0		12.0627857
Bt21		13		7		6		34.77		1		0.5510238
Bt22		13		3		7		22.96		0		4.4386102
Bt23		13		5		5		47.01		0		2.2076355
Bt24		10		6		3		14.82		0		1.7719197
Bt25		10		2		8		16.08		0		2.7215760
Bt26		16		6		4		52.87		0		3.6396246
Bt27		8		6		8		41.50		0		1.8718825
Bt28		15		7		8		72.54		1		1.2834876
Bt29		9		5		3		13.32		0		6.2223587
Bt30		8		5		5		12.49		0		0.9296960
Bt31		7		4		8		15.81		0		5.4928110
Bt32		13		4		4		20.72		0		2.8257672
Bt33		9		4		4		13.02		0		4.6423007
Bt34		11		2		4		6.01		1		0.7731082
Bt35		16		3		3		9.46		0		5.2001175
Bt36		8		5		3		11.11		0		3.7511474
Bt37		9		6		4		25.34		0		23.9383405
Bt38		12		5		4		19.14		0		1.1019828
Bt39		15		6		8		107.07		0		2.9418144
Bt40		16		3		5		34.85		0		10.0706211
Bt41		7		5		8		35.04		0		3.9628525
Bt42		9		5		6		22.81		0		1.4991671
Bt43		7		5		4		10.95		1		0.8864107
Bt44		14		4		7		44.85		0		2.2875207
Bt45		16		2		4		19.35		0		2.8643918
Bt46		14		4		7		40		0		12.1512648
Bt47		8		3		7		25.84		1		2.5447325
Bt48		14		6		4		27.24		1		1.9490579
Bt49		13		4		4		20.86		0		16.8485099
Bt50		15		4		4		19.06		0		3.8225746
Bt51		13		5		6		56.51		1		1.7598624
Bt52		12		2		3		4.03		0		4.3139534
Bt53		8		4		7		15.54		0		2.3892895
Bt54		6		6		4		13.80		1		1.0958117
Bt55		17		6		5		64.25		0		3.0283028
Bt56		15		3		8		49.92		0		16.5992407
Bt57		17		3		6		23.36		1		4.0754770
Bt58		16		5		4		45.68		0		7.0664390
Bt59		16		3		8		43.56		0		24.9833825
Bt60		8		6		5		22.08		0		3.8857490
Bt61		10		4		3		17.17		1		2.2609765
Bt62		17		4		8		51.05		0		5.1078988
Bt63		11		3		7		30.01		0		3.2636577
Bt64		11		3		6		12.82		0		2.7889774
Bt65		12		3		7		16.71		0		1.7264656
Bt66		13		6		6		35.42		0		2.0295927
Bt67		11		6		6		22.24		0		12.9518878
Bt68		7		6		6		23.79		0		4.5406874
Bt69		7		4		8		34.46		0		5.5406148
Bt70		13		5		7		30.93		0		8.9487100
Bt71		8		7		8		52.85		0		7.0771153
Bt72		17		7		6		72.29		0		7.5324233
Bt73		15		3		6		27.55		1		1.6771930
Bt74		9		3		6		21.24		0		3.0736712
Bt75		9		4		4		20.58		0		13.5431917
Bt76		12		5		5		24.12		0		1.5527545
