Name				176_n060_m200_bt100
Number_of_Customers		60
Number_of_Items			200
Number_of_ItemTypes		100
Number_of_Vehicles		10
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		1000		0		0		0
1		11		45		2		0		964		10		288.86		472
2		33		40		4		0		984		10		570.55		1641
3		7		0		2		0		945		10		698.13		601
4		30		9		5		0		963		10		311.06		878
5		59		65		3		426		622		10		185.3		654
6		26		9		5		0		962		10		1014.99		2081
7		40		22		5		351		593		10		1078.63		1738
8		12		57		4		23		295		10		656.11		1205
9		23		48		2		11		229		10		246.74		638
10		1		35		4		0		956		10		445.22		1030
11		15		20		2		0		965		10		128.01		608
12		57		1		3		0		949		10		111.72		864
13		60		19		5		0		960		10		991.18		1744
14		14		43		4		0		967		10		309.52		1271
15		8		38		2		375		641		10		289.05		550
16		38		39		3		0		985		10		380.5		902
17		55		27		4		260		520		10		552.24		1340
18		4		50		4		0		955		10		597.9		1495
19		61		62		4		0		952		10		507.67		986
20		18		8		5		0		958		10		648.02		1284
21		70		56		4		178		444		10		639.1		1268
22		29		77		3		0		947		10		225.99		460
23		48		76		5		0		946		10		894.34		1628
24		24		39		4		0		978		10		369.68		634
25		14		9		4		0		956		10		248		911
26		24		45		2		0		975		10		413.48		990
27		50		50		2		0		968		10		307.53		666
28		18		18		3		0		965		10		302.64		1256
29		41		15		4		0		969		10		831.42		1513
30		51		72		2		0		949		10		592.33		714
31		23		77		5		0		946		10		517		1280
32		51		12		4		0		961		10		334.86		1160
33		13		76		3		587		773		10		360.79		1024
34		17		3		3		185		405		10		371.96		696
35		36		20		4		500		730		10		639.94		1202
36		44		75		3		0		949		10		483.7		1295
37		51		21		3		0		968		10		1025.82		1066
38		11		6		2		0		952		10		116.78		303
39		49		79		3		0		943		10		461.7		867
40		31		64		4		0		960		10		435.83		1053
41		3		6		3		0		946		10		157.47		532
42		42		36		2		0		982		10		305.74		1120
43		32		80		5		0		944		10		577.09		1292
44		67		21		2		0		955		10		172.77		300
45		54		72		3		0		948		10		371.39		1392
46		33		57		4		787		1000		10		565.79		1147
47		49		36		3		183		419		10		201.3		666
48		22		30		3		0		976		10		209.39		892
49		6		43		3		0		959		10		846.96		1678
50		66		78		3		0		936		10		356.38		750
51		26		25		2		0		976		10		160.31		462
52		45		44		2		297		491		10		124.05		601
53		39		28		3		601		857		10		262.81		1098
54		10		60		4		0		954		10		331.84		994
55		38		74		4		0		950		10		374.78		1120
56		36		54		4		694		938		10		925.66		1476
57		57		72		3		0		946		10		353.58		714
58		66		35		3		0		959		10		400.33		723
59		25		52		3		0		970		10		970.57		1049
60		66		46		2		0		957		10		29.28		126

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		7		5		4		42.53		1		15.1589845
Bt2		11		2		5		45.06		0		36.4246904
Bt3		16		6		7		574.89		0		221.5027281
Bt4		10		6		7		145.66		1		3.4992749
Bt5		17		5		6		176.61		0		23.7758281
Bt6		14		4		8		82.83		1		2.0892332
Bt7		11		5		6		133.66		0		25.6511913
Bt8		16		7		8		332.25		0		5.2443085
Bt9		8		5		4		45.18		0		12.7459278
Bt10		11		5		6		169.29		0		128.6479372
Bt11		14		2		4		37.93		0		18.6118625
Bt12		15		5		7		77.89		0		16.6333245
Bt13		12		7		8		172.01		0		9.9770788
Bt14		8		4		3		26.79		0		9.0040130
Bt15		17		6		6		131.95		0		7.2497028
Bt16		6		5		8		126.09		0		14.0446462
Bt17		8		4		8		80.60		1		2.7464139
Bt18		7		7		7		97.64		0		12.8975654
Bt19		7		2		3		20.18		0		31.5949925
Bt20		8		7		8		63.82		0		5.9880722
Bt21		15		4		7		319.34		0		28.1977106
Bt22		10		4		8		222.11		0		26.6212646
Bt23		6		6		8		218.63		0		10.7296116
Bt24		11		3		5		126.02		0		14.9715833
Bt25		15		6		7		329.87		0		38.0691911
Bt26		8		5		6		60.17		0		15.2259504
Bt27		15		3		4		140.44		0		17.0844659
Bt28		7		7		8		77.76		0		8.7829374
Bt29		16		4		6		70.76		0		6.0827221
Bt30		11		2		6		51.50		1		4.3931711
Bt31		9		5		3		90.28		1		6.4407144
Bt32		16		7		5		445.56		0		30.8799623
Bt33		14		3		3		18.94		0		20.4925305
Bt34		14		4		7		350.84		0		31.0865891
Bt35		14		5		7		200.30		0		77.5015953
Bt36		14		4		4		54.47		0		13.9944815
Bt37		6		3		7		47.25		1		5.8657548
Bt38		15		3		6		108.93		1		4.7597360
Bt39		15		7		8		171.49		1		1.8930573
Bt40		12		2		7		26.50		0		7.5883175
Bt41		16		4		7		133.73		0		9.0759485
Bt42		9		3		5		71.68		1		7.8270848
Bt43		17		7		6		458.34		0		121.9153622
Bt44		8		3		7		107.49		0		13.9794573
Bt45		11		4		3		13.22		0		6.1569168
Bt46		7		6		6		108.35		0		18.0843384
Bt47		10		3		5		70.28		0		17.6339771
Bt48		8		4		3		65.77		0		17.7643517
Bt49		11		4		8		180.22		0		11.5028336
Bt50		8		6		7		229.61		1		33.5084203
Bt51		16		7		4		313.21		0		42.5696689
Bt52		12		6		7		222.53		0		22.1466132
Bt53		10		2		3		21.74		0		14.5476526
Bt54		8		5		8		32.35		1		1.1819952
Bt55		14		5		3		111.53		1		6.2725667
Bt56		11		2		4		41.58		1		11.9785073
Bt57		11		4		7		113.08		0		11.3878525
Bt58		7		4		5		32.45		0		39.2359061
Bt59		14		4		8		637.90		1		71.1379523
Bt60		15		3		3		72.41		0		103.2189223
Bt61		17		3		3		60.23		1		5.3480505
Bt62		14		2		8		47.02		0		7.4623530
Bt63		14		3		7		162.10		0		19.3766663
Bt64		6		6		3		73.30		0		28.5183560
Bt65		6		5		7		21.11		0		10.4611730
Bt66		17		3		4		107		0		12.7460904
