Name				180_n060_m200_bt100
Number_of_Customers		60
Number_of_Items			200
Number_of_ItemTypes		100
Number_of_Vehicles		14
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		1000		0		0		0
1		2		74		3		0		938		10		985.23		656
2		48		14		2		0		965		10		290.17		316
3		54		69		2		0		951		10		289.68		824
4		64		61		4		0		951		10		930.41		1229
5		11		23		3		742		912		10		866.66		918
6		21		72		3		0		184		10		250.33		552
7		60		63		2		564		754		10		457.47		550
8		3		58		2		191		389		10		366.83		532
9		59		72		3		0		945		10		582.38		713
10		22		56		2		0		965		10		256.81		408
11		15		47		3		210		446		10		498.9		687
12		66		78		3		602		908		10		249.26		648
13		33		76		3		636		910		10		423.44		399
14		16		63		4		0		956		10		539.28		792
15		3		18		3		175		383		10		477.74		774
16		9		65		3		452		672		10		1113.45		1116
17		42		77		4		0		947		10		509.38		663
18		66		27		4		208		400		10		712.79		1052
19		9		9		4		484		710		10		707.07		1231
20		57		7		4		163		385		10		1192		1305
21		54		77		5		808		1000		10		982.87		1578
22		44		65		4		348		536		10		644.57		808
23		58		77		3		417		625		10		528.64		1148
24		17		34		3		714		1000		10		186.44		398
25		14		25		2		0		966		10		677.38		744
26		70		52		4		515		687		10		665.13		996
27		5		43		4		217		473		10		394.25		830
28		60		42		2		59		351		10		423.31		664
29		25		33		4		0		979		10		1422.38		1909
30		28		12		4		278		530		10		865.47		1080
31		66		17		4		0		954		10		715.01		928
32		67		60		4		0		949		10		1044.98		1288
33		62		0		3		9		311		10		1044.11		1198
34		63		25		4		232		492		10		1229.61		1425
35		46		22		3		93		317		10		337.04		522
36		18		18		5		0		965		10		1522.09		1558
37		17		26		5		695		935		10		806.8		1495
38		0		67		3		584		832		10		361.92		576
39		15		18		2		696		970		10		501.76		416
40		66		13		3		243		465		10		431.23		550
41		30		3		2		0		957		10		336.96		528
42		61		38		2		292		554		10		397.96		432
43		61		6		4		824		1000		10		957.24		1394
44		70		13		3		224		486		10		1187.11		1113
45		32		40		4		172		470		10		707.28		864
46		0		42		2		0		236		10		663.75		877
47		23		67		5		161		443		10		794.29		1456
48		23		4		2		316		552		10		159.55		336
49		62		76		5		323		577		10		743.66		1296
50		3		79		5		294		522		10		621.98		839
51		6		50		2		213		409		10		276.29		420
52		7		21		2		194		462		10		253.47		290
53		69		65		3		0		944		10		365.4		558
54		31		69		4		389		603		10		600.18		994
55		48		73		3		379		619		10		847.69		924
56		33		62		5		700		912		10		2053.82		2062
57		60		57		4		277		447		10		1030.88		896
58		42		9		5		444		746		10		1626.7		1933
59		45		26		2		238		486		10		607.32		696
60		27		49		4		0		141		10		434.37		672

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		6		2		8		115.81		0		92.2815644
Bt2		10		2		6		66.05		0		116.7327278
Bt3		11		3		3		80.97		0		122.6355305
Bt4		9		3		8		93.50		0		12.6419135
Bt5		8		7		3		80.77		0		35.2959895
Bt6		12		4		5		114.84		0		7.4869022
Bt7		7		6		7		268.41		0		32.5076725
Bt8		9		6		5		109.50		0		11.3028425
Bt9		6		4		6		129.01		0		47.0458783
Bt10		17		2		8		151.50		1		16.0424600
Bt11		13		4		4		206.26		0		52.5300929
Bt12		15		4		7		250.99		0		30.1612812
Bt13		10		6		8		352.43		1		9.9481789
Bt14		7		2		7		35.02		0		14.3574841
Bt15		7		6		8		143.71		0		20.4948042
Bt16		14		7		3		140.74		0		12.9981756
Bt17		8		6		5		91.86		1		5.5975470
Bt18		7		6		3		121.17		0		27.3152686
Bt19		16		3		3		78.28		0		25.5835507
Bt20		10		5		3		102.91		0		41.2205757
Bt21		8		5		8		102.92		0		20.9939262
Bt22		14		6		5		375.86		0		34.6739540
Bt23		17		2		3		40.93		0		13.4663650
Bt24		7		2		5		27.07		0		9.9680112
Bt25		12		2		8		115.29		0		23.6542826
Bt26		15		4		7		172.12		0		16.9297951
Bt27		16		2		3		51.32		1		6.5570827
Bt28		11		3		8		217.79		0		111.6703443
Bt29		11		2		5		83.16		1		7.0008687
Bt30		17		5		5		388.35		0		17.4942282
Bt31		10		6		5		232.37		0		17.2028220
Bt32		8		5		5		369.08		0		303.3190072
Bt33		12		3		7		254.59		0		93.1241287
Bt34		13		3		6		248.10		0		70.4181221
Bt35		8		5		8		198.23		0		78.8570807
Bt36		12		6		7		186.76		0		12.8446030
Bt37		13		3		3		88.20		1		9.7785695
Bt38		7		6		5		125.71		0		23.3311556
Bt39		13		2		4		119.35		0		32.1453519
Bt40		14		4		4		187.31		1		17.0928479
Bt41		15		2		6		116.39		1		14.5186037
Bt42		10		5		4		197.74		0		54.8698517
Bt43		7		6		8		502.89		0		94.9466327
Bt44		6		6		6		132.12		0		30.9930720
Bt45		7		3		8		96.02		0		16.0335501
Bt46		8		4		7		95.56		0		26.4263988
Bt47		17		7		8		825.39		0		52.8235934
Bt48		10		4		5		265.07		1		30.6691287
Bt49		14		3		8		335.38		0		101.0223943
Bt50		10		6		4		92.38		1		8.5106468
Bt51		8		7		6		190.28		0		66.4546305
Bt52		15		5		8		621.78		0		43.2743202
Bt53		6		4		3		66.09		0		48.9407932
Bt54		7		5		8		112.86		0		21.4864669
Bt55		9		5		7		272.33		1		9.1593067
Bt56		6		6		7		227.65		1		24.8440820
Bt57		14		5		8		303.96		0		20.1895243
Bt58		10		2		6		113.26		0		39.7522508
Bt59		8		6		3		84.30		0		30.3006562
Bt60		16		6		7		867.40		0		122.5326356
Bt61		6		3		7		47.38		0		22.5058180
Bt62		16		7		4		310		0		25.9415282
Bt63		17		6		4		126.33		0		21.5142065
Bt64		14		6		4		113.58		1		4.0741883
Bt65		8		2		3		46.51		0		33.9260356
Bt66		15		4		3		161.45		1		10.4213465
