Name				344_n020_m400_bt100
Number_of_Customers		20
Number_of_Items			400
Number_of_ItemTypes		100
Number_of_Vehicles		10
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		1000		0		0		0
1		18		44		19		198		448		10		448.17		4446
2		5		79		14		93		343		10		331		3277
3		14		56		16		0		960		10		365.76		3921
4		40		25		24		229		465		10		599.78		6833
5		5		9		26		0		950		10		506.41		6678
6		5		58		27		367		537		10		597.95		6675
7		40		60		16		301		571		10		385.62		3565
8		48		74		18		614		824		10		524.2		5128
9		25		66		18		107		307		10		486.56		5641
10		3		42		22		510		802		10		493.93		5571
11		56		43		16		333		581		10		384.63		4013
12		67		27		18		0		208		10		524.14		5060
13		51		28		27		647		945		10		501.2		6543
14		17		15		19		0		963		10		431.97		4572
15		60		78		22		0		940		10		613.58		6738
16		45		47		24		160		390		10		521.86		5993
17		30		30		18		158		320		10		432.61		4949
18		58		18		18		772		966		10		402.64		4439
19		11		76		22		0		942		10		449.59		5369
20		69		35		16		568		786		10		314.53		3335

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		6		2		5		8.79		1		1.3210701
Bt2		14		5		4		26.19		0		4.7627121
Bt3		16		5		5		32.15		1		1.3623586
Bt4		17		2		5		8.92		0		2.9944872
Bt5		11		5		5		23.15		1		1.5896913
Bt6		14		4		5		17.72		0		1.0785772
Bt7		11		6		7		57.32		0		6.6159714
Bt8		15		4		5		16.87		0		2.2939947
Bt9		17		6		8		72.28		0		4.2144744
Bt10		15		6		7		54.54		0		4.0794646
Bt11		9		3		7		20.18		0		6.2488243
Bt12		15		5		3		12.99		0		2.3135917
Bt13		6		4		3		3.71		0		2.7476702
Bt14		11		3		8		37.17		0		12.8559657
Bt15		9		4		5		16.08		1		3.9937180
Bt16		10		2		5		5.94		0		5.7697500
Bt17		14		7		4		53.74		0		4.8194994
Bt18		7		2		8		6.88		0		1.7083676
Bt19		16		4		8		36.36		0		10.7220555
Bt20		12		4		8		26.43		0		5.9355719
Bt21		9		3		7		15.58		0		5.1949240
Bt22		7		6		3		17.55		1		1.2118878
Bt23		12		3		4		11.55		0		1.3391732
Bt24		11		5		5		29.43		0		4.6372883
Bt25		7		3		5		8.55		0		3.3434397
Bt26		8		4		4		6.50		0		2.6042565
Bt27		9		3		5		19.93		0		2.6349322
Bt28		6		5		5		18.47		0		37.3122664
Bt29		13		2		5		14.41		0		15.1684398
Bt30		8		2		6		6.20		1		0.8562624
Bt31		13		2		7		14.19		0		16.3282686
