Name				044_n020_m200_bt100
Number_of_Customers		20
Number_of_Items			200
Number_of_ItemTypes		100
Number_of_Vehicles		8
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		1000		0		0		0
1		14		65		9		0		241		10		633		2761
2		25		75		8		398		604		10		318.64		1431
3		64		20		11		22		244		10		717.46		2124
4		38		66		10		163		385		10		679.33		3273
5		47		46		10		231		493		10		534.7		2472
6		61		58		9		622		866		10		459.96		2124
7		12		39		12		798		1000		10		902.93		4062
8		19		28		11		692		864		10		818.13		3950
9		60		78		9		365		585		10		938.54		3317
10		69		14		10		611		897		10		486.91		2207
11		53		13		8		585		801		10		372.78		2015
12		37		28		10		797		1000		10		606.06		2635
13		20		79		12		795		1000		10		784.29		3483
14		16		55		12		563		777		10		1084.29		4421
15		2		38		9		551		825		10		667.31		2650
16		42		43		11		114		360		10		785.19		3496
17		33		24		11		588		794		10		879.86		3273
18		49		6		7		385		601		10		304.7		1312
19		42		79		11		311		579		10		676.06		3331
20		40		59		10		442		658		10		657.11		3192

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		15		4		6		80.06		0		16.1875495
Bt2		7		5		5		40.18		0		12.8827798
Bt3		10		2		8		23.04		0		28.9613026
Bt4		16		4		8		286.42		0		33.6219367
Bt5		6		6		5		67.93		0		43.5890174
Bt6		17		3		7		208.89		0		43.0469443
Bt7		14		3		5		31.84		0		35.7011648
Bt8		17		7		5		71.36		1		0.7883314
Bt9		9		2		5		17.98		0		14.9269104
Bt10		7		5		5		35.35		0		12.9840161
Bt11		11		7		7		70.60		0		7.1275622
Bt12		17		5		4		45.22		0		22.9174704
Bt13		16		7		5		116.01		1		6.6273941
Bt14		14		6		8		102.44		0		5.9120292
Bt15		9		2		4		18.83		1		5.2969372
Bt16		13		4		7		53.83		0		4.1235850
Bt17		15		3		4		37.59		0		45.7182861
Bt18		10		7		7		96.90		0		38.9862589
Bt19		17		5		8		80.60		0		3.5247160
Bt20		7		6		5		23.80		0		17.4712349
Bt21		10		4		5		57.24		0		17.9936506
Bt22		9		4		3		19.47		0		5.6616496
Bt23		10		7		8		145.63		0		33.1897957
Bt24		7		3		3		15.37		1		7.6734868
Bt25		9		3		5		13.81		0		4.6972440
Bt26		11		4		3		16.44		0		32.1230851
Bt27		10		5		8		97.79		0		5.4687464
Bt28		8		6		7		34.21		1		1.1227911
Bt29		10		6		8		125.37		0		22.8478973
Bt30		16		2		5		32.24		0		5.3422176
Bt31		7		4		4		29.58		0		10.8717359
Bt32		14		5		3		26.67		0		4.0169126
Bt33		11		3		8		73.26		0		11.2285958
Bt34		10		6		3		27.34		0		6.8893906
Bt35		6		5		8		47.41		1		1.7084525
Bt36		9		5		8		56.42		0		6.5233172
Bt37		6		3		5		26.30		0		23.0323735
Bt38		12		5		4		61.71		0		15.7424296
Bt39		8		3		8		234.88		0		26.0844316
Bt40		11		5		3		37.70		1		16.8601082
Bt41		15		6		5		131.12		0		23.6747364
Bt42		7		3		7		30.65		1		1.3607409
Bt43		17		4		8		123.42		0		34.5888920
Bt44		11		4		8		95.28		0		10.8047226
Bt45		13		4		5		53.61		0		5.3642027
Bt46		7		6		3		43.46		0		45.7722692
Bt47		10		7		8		60.88		1		1.4068624
Bt48		8		3		8		55.70		0		17.6310046
Bt49		14		6		3		50.36		0		3.8297937
Bt50		6		5		4		35.44		0		12.3231621
Bt51		16		6		8		122.05		0		13.2311161
Bt52		12		2		4		14.34		0		11.4115724
Bt53		15		2		4		102.50		1		9.0221185
Bt54		14		4		6		61.07		1		3.8139372
Bt55		6		5		3		20.93		0		27.1533572
Bt56		10		4		5		48.34		0		8.5845128
Bt57		11		4		6		34.63		1		1.4873347
Bt58		16		5		5		62.67		0		11.8830462
Bt59		16		4		8		77.01		0		12.8146515
Bt60		16		3		4		52.86		0		11.1152746
Bt61		9		6		5		80.35		0		15.9166085
Bt62		9		3		3		22.48		1		9.2633027
Bt63		7		6		6		37.62		0		6.6093026
Bt64		13		4		8		107.48		1		4.8116803
Bt65		10		5		7		48.39		0		5.3745051
Bt66		11		4		3		13.76		0		4.5024236
Bt67		7		5		8		42.55		0		10.9058159
Bt68		11		2		6		69.48		0		72.3162942
Bt69		15		4		3		43.62		0		26.6535546
Bt70		9		3		7		45.13		1		1.8972218
Bt71		9		7		7		223.09		1		18.3748174
Bt72		11		6		7		126.78		0		31.9695195
Bt73		7		7		3		42.89		0		12.3271721
Bt74		11		3		5		32.49		0		12.8340021
Bt75		11		2		6		30.37		0		27.7169501
Bt76		10		4		6		46.14		0		13.5894088
Bt77		13		7		8		212.14		0		26.6628704
Bt78		13		6		4		68.66		1		3.2323919
Bt79		12		2		4		23.71		0		32.8269176
Bt80		15		2		7		34.19		0		15.3869578
Bt81		17		4		4		66.49		1		12.1760790
Bt82		11		3		8		46.08		0		29.5900969
Bt83		10		4		7		38.23		0		6.0801441
Bt84		8		5		4		33.86		0		12.0619793
Bt85		16		3		5		57.49		1		2.4051204
