Name				135_n060_m200_bt100
Number_of_Customers		60
Number_of_Items			200
Number_of_ItemTypes		100
Number_of_Vehicles		26
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		1000		0		0		0
1		62		36		4		199		457		10		2504.93		12857
2		42		52		4		230		442		10		2353.36		10031
3		29		29		4		0		981		10		1038.62		7385
4		19		11		2		0		961		10		808.05		4088
5		65		19		3		0		280		10		1236.09		5937
6		28		72		2		0		952		10		870.24		4268
7		48		75		3		671		889		10		748.59		3760
8		54		80		2		0		253		10		1301.9		3935
9		29		6		3		721		925		10		997.4		6718
10		37		5		5		0		959		10		4198.26		11199
11		28		62		4		555		763		10		1679.18		7817
12		9		28		4		366		668		10		1540.96		8853
13		65		3		3		657		915		10		1270.95		6596
14		50		78		3		805		1000		10		5866.28		5733
15		9		44		3		742		954		10		1173.61		6241
16		52		38		5		0		972		10		2186.43		11312
17		63		58		2		0		953		10		2174.63		6517
18		17		6		3		0		955		10		1058.5		5044
19		34		32		3		840		1000		10		769.8		3794
20		57		55		2		173		377		10		1129.8		4424
21		55		65		3		771		995		10		2654.29		3745
22		21		66		3		150		402		10		1791.62		6492
23		31		12		2		301		545		10		428.05		2964
24		38		66		5		100		394		10		2677.41		10057
25		43		5		3		0		958		10		1314.28		7318
26		16		79		3		245		447		10		832.62		5355
27		27		11		5		223		437		10		2994.13		10559
28		63		80		3		0		937		10		398.62		2922
29		69		74		4		0		243		10		2159.3		9850
30		65		40		5		483		715		10		1926.35		9271
31		26		53		4		210		400		10		1228.31		7908
32		25		28		2		29		313		10		2856.64		6198
33		52		64		5		0		956		10		1223.99		7257
34		55		4		3		337		609		10		3024.37		8241
35		35		45		2		0		980		10		1213.09		5460
36		2		25		2		546		756		10		455.98		3140
37		7		3		3		55		245		10		1337.62		6258
38		8		22		2		599		809		10		426.46		3575
39		23		48		3		290		548		10		3207.71		9280
40		17		31		4		106		332		10		2375.26		7347
41		1		44		4		0		954		10		1266.55		7620
42		11		78		2		658		886		10		403.29		2228
43		5		80		5		0		935		10		1871.18		9278
44		4		7		2		0		948		10		1022.62		5180
45		49		45		3		0		185		10		1023.05		3980
46		45		56		3		385		617		10		1275.5		6522
47		40		45		4		785		1000		10		866.72		6402
48		13		36		2		424		646		10		605.1		2620
49		63		70		2		516		774		10		295.21		2226
50		25		80		5		359		611		10		1558.4		8028
51		30		46		4		523		737		10		1768.28		7845
52		24		63		4		0		959		10		940.42		4584
53		44		28		5		516		772		10		2639.34		11664
54		24		2		4		617		819		10		2738.82		8736
55		26		50		3		430		640		10		974.25		6542
56		0		69		4		267		487		10		2435.73		11969
57		38		9		3		392		658		10		1067.3		5099
58		11		56		3		309		559		10		977		6444
59		41		70		3		62		300		10		805.25		5578
60		53		18		5		249		493		10		1590.81		7627

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		32		5		12		338.11		0		8.5821200
Bt2		26		5		12		319.87		0		19.9754662
Bt3		22		9		13		361.19		0		11.1935821
Bt4		15		13		14		331.54		0		9.9622797
Bt5		32		7		12		1923.56		0		43.5808700
Bt6		12		5		11		80.74		0		9.1524929
Bt7		26		7		10		229.35		0		20.4535596
Bt8		30		8		13		1004.39		0		8.8110908
Bt9		22		7		12		289.09		1		13.5051905
Bt10		18		10		9		228.74		0		21.3060001
Bt11		22		9		7		372.72		0		17.6530782
Bt12		21		7		7		210.22		0		34.3537947
Bt13		29		11		12		960.53		0		97.7649485
Bt14		19		13		13		654.16		0		19.0571775
Bt15		20		7		7		225.41		0		27.5843316
Bt16		34		7		14		450.79		1		1.8004762
Bt17		25		9		10		627.73		0		68.1780137
Bt18		19		5		6		63.72		1		4.3227948
Bt19		17		12		7		313.23		1		4.4796577
Bt20		27		13		12		882.35		0		19.9698321
Bt21		25		11		10		376.73		0		10.2670552
Bt22		18		7		11		300.69		0		15.9830266
Bt23		16		13		13		899.80		0		12.8830153
Bt24		32		6		11		924.41		1		7.9036901
Bt25		20		8		10		450.48		0		15.2518059
Bt26		32		11		8		584.10		0		13.8094604
Bt27		34		5		13		1708.23		1		35.3994277
Bt28		30		5		14		283.88		1		2.1742533
Bt29		34		9		12		657.65		0		13.4602927
Bt30		34		10		9		1053.43		0		72.7919628
Bt31		28		9		8		233.30		0		6.5921559
Bt32		27		10		9		540.34		0		37.2602359
Bt33		25		9		11		539.15		0		12.5560416
Bt34		18		7		8		135.59		0		8.6844102
Bt35		13		5		14		224.39		0		15.5550515
Bt36		22		11		8		296.14		0		34.2896165
Bt37		21		8		6		199.17		1		7.4674431
Bt38		32		7		7		322.55		0		5.4588285
Bt39		28		5		6		146.56		0		4.9787557
Bt40		21		14		11		458.60		0		73.8214794
Bt41		13		12		6		136.71		0		13.0761007
Bt42		16		5		6		92.70		0		11.7088929
Bt43		26		5		10		325.90		0		20.9374184
Bt44		27		7		14		420.63		1		9.4193692
Bt45		26		10		8		336.54		0		12.5053599
Bt46		14		14		11		466.39		0		33.9633188
Bt47		24		14		9		326.41		0		3.9703559
Bt48		17		11		12		1336.11		1		9.3933457
Bt49		34		9		11		838.27		0		48.9236556
Bt50		12		8		13		155.32		0		18.6699170
Bt51		12		8		14		199.31		0		68.3814300
Bt52		27		8		8		364.70		0		69.2829930
Bt53		15		12		13		346.18		0		12.5678950
Bt54		31		5		7		178.05		1		5.0062473
Bt55		16		7		9		210.69		0		8.5384691
Bt56		25		9		11		407.84		0		50.1967213
Bt57		28		8		14		582.92		1		5.9216421
Bt58		29		7		13		289.75		0		63.0069856
Bt59		18		10		6		118.48		0		24.1344692
Bt60		16		11		10		498.14		0		54.2132935
Bt61		16		5		13		172.10		1		2.6192568
Bt62		35		7		13		1723.84		0		44.4568499
Bt63		23		9		13		763.19		0		13.6798647
Bt64		12		7		9		357.26		1		9.9715747
Bt65		34		6		14		807.25		0		12.4711499
Bt66		27		11		9		3430.61		0		193.2465220
Bt67		33		8		11		661.86		0		22.7617426
Bt68		33		13		14		622.25		0		34.3369185
Bt69		23		12		6		231.49		0		8.0683694
Bt70		21		11		7		344.42		0		9.9394552
Bt71		27		14		7		455.97		0		17.5806653
Bt72		27		13		10		933.08		0		17.6258580
Bt73		30		14		12		1308.30		0		44.4741223
Bt74		20		14		10		529.21		0		7.9549356
Bt75		22		14		10		345.51		0		19.7338119
Bt76		20		13		9		509.21		1		2.0114615
Bt77		25		5		7		248.47		0		17.8872565
Bt78		15		9		13		387.75		0		19.0879785
Bt79		14		5		6		305.85		0		27.7876144
Bt80		31		9		6		2134.98		1		18.0252227
Bt81		22		5		14		303.40		0		13.4375149
Bt82		29		7		9		1299.50		1		8.8187604
Bt83		16		6		12		165.11		0		6.6166455
Bt84		25		5		13		243.99		0		12.6054809
Bt85		16		8		6		860.17		0		99.0027545
Bt86		15		13		10		232.69		0		7.9567485
Bt87		21		8		7		239.47		1		2.6632603
Bt88		28		9		11		512.21		0		11.2759582
