Name				133_n060_m200_bt100
Number_of_Customers		60
Number_of_Items			200
Number_of_ItemTypes		100
Number_of_Vehicles		27
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		1000		0		0		0
1		40		9		4		0		963		10		2312		11274
2		21		50		3		0		969		10		1386.05		9051
3		11		75		3		0		943		10		1146.05		5346
4		30		7		5		0		961		10		2244.32		11226
5		17		78		2		0		943		10		655.6		2648
6		7		25		2		0		960		10		917.13		3730
7		2		35		3		0		957		10		1309.16		6838
8		64		54		5		0		955		10		1783.17		8869
9		68		60		4		0		948		10		1906.08		9233
10		60		75		4		0		942		10		1615.22		8387
11		6		54		2		0		955		10		1226.82		4468
12		36		51		2		733		1000		10		692		3111
13		5		33		4		0		959		10		1094.64		4682
14		10		44		3		0		963		10		1400.94		7336
15		15		70		2		0		949		10		921.56		4780
16		46		79		3		0		944		10		2180.98		8528
17		50		32		2		477		731		10		728.65		3760
18		49		44		4		303		567		10		1410.11		3788
19		31		29		5		0		982		10		1283.59		7718
20		64		23		3		0		232		10		1605.85		6306
21		70		21		2		566		822		10		684.39		4560
22		63		59		2		608		822		10		3003.79		5096
23		48		57		4		727		875		10		3233.19		6205
24		5		69		4		0		944		10		1811.04		7977
25		33		25		3		0		979		10		681.45		4594
26		38		48		4		0		976		10		1545.35		6908
27		2		26		3		0		955		10		819.24		4872
28		12		56		5		0		958		10		1654.53		7758
29		29		64		4		254		492		10		2629.59		6641
30		61		16		4		0		957		10		2728.87		13128
31		13		41		2		0		967		10		697.66		2664
32		21		29		2		601		841		10		907.34		4280
33		34		17		3		0		148		10		1035.7		6532
34		61		24		3		0		961		10		1355.12		5328
35		13		27		2		0		966		10		595.72		3564
36		22		20		2		0		970		10		564.66		2576
37		19		4		2		0		955		10		1707.17		5777
38		33		74		4		179		415		10		1351.39		6621
39		69		7		4		0		945		10		1606.07		8433
40		63		31		4		0		961		10		920.61		5028
41		55		50		3		0		965		10		2459.62		8168
42		49		28		5		0		974		10		1895.62		9506
43		32		78		5		466		688		10		2061.4		11958
44		50		41		3		0		973		10		1710.78		8729
45		56		69		3		0		950		10		2041.16		7352
46		20		55		4		32		268		10		1457.47		6162
47		37		10		5		0		964		10		2364.08		11748
48		48		68		3		0		954		10		1975.12		7117
49		58		28		2		0		965		10		510.16		3262
50		40		52		3		0		972		10		3461.43		9856
51		5		38		3		176		442		10		1553.47		7081
52		61		37		4		0		963		10		2680.78		10943
53		2		40		2		0		956		10		1159.95		5124
54		32		45		4		0		979		10		2929.4		11850
55		64		39		2		0		960		10		1155.55		4345
56		18		24		4		0		969		10		2468.64		6820
57		12		0		3		0		948		10		1783.02		8454
58		2		74		4		0		938		10		1620.94		7196
59		4		6		5		0		947		10		4239.16		14164
60		33		63		5		586		824		10		3262.04		12043

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		28		7		13		749.42		0		51.9062805
Bt2		33		6		9		454.93		1		6.3549008
Bt3		22		11		8		249.90		0		20.5736934
Bt4		21		10		13		315.74		0		9.4645069
Bt5		24		9		6		139.43		1		2.2046505
Bt6		21		6		12		269.51		0		8.5198472
Bt7		22		9		7		209.90		0		50.7665602
Bt8		32		12		9		595.18		1		1.7149180
Bt9		26		7		11		229.67		0		6.0361926
Bt10		13		9		6		97.90		0		25.2714191
Bt11		18		5		6		150.56		0		14.9757962
Bt12		26		6		14		628.70		1		13.6113830
Bt13		33		10		7		413.77		0		16.9845233
Bt14		17		8		9		275.09		0		11.6472361
Bt15		31		14		12		1608.89		0		17.4164559
Bt16		34		5		9		409.83		0		11.1720945
Bt17		33		11		14		1497.79		0		21.3527101
Bt18		16		8		10		267.85		0		9.1932387
Bt19		31		14		10		1156.17		0		24.7556687
Bt20		13		8		13		358.79		0		24.1364205
Bt21		18		13		14		692.12		0		7.7475144
Bt22		25		6		12		249.24		0		5.5484995
Bt23		17		14		8		323.34		1		5.8980193
Bt24		24		13		6		1451.87		1		7.9961421
Bt25		24		13		14		1123.70		0		26.4263753
Bt26		25		14		6		1256.29		0		47.5672961
Bt27		14		11		11		392.62		0		6.6753006
Bt28		14		13		14		596.25		0		75.1648102
Bt29		21		13		9		311.70		0		12.2583878
Bt30		14		13		14		373.26		0		4.5343823
Bt31		14		14		6		143.47		0		7.8129033
Bt32		31		8		10		658.10		0		11.2588491
Bt33		28		7		13		2254.37		0		68.2747762
Bt34		34		8		8		288.08		1		2.0530836
Bt35		30		14		10		465.94		0		5.8070106
Bt36		19		9		12		455.10		0		28.1530983
Bt37		29		13		9		1067.70		0		130.5072886
Bt38		17		14		12		777.33		0		11.9666615
Bt39		16		14		13		583		0		43.2222085
Bt40		20		8		6		231.48		0		21.6206334
Bt41		28		14		10		943.60		0		51.8398253
Bt42		31		11		13		669.13		0		4.6722363
Bt43		14		8		14		397.63		0		28.8652792
Bt44		21		12		13		353.91		0		4.3199999
Bt45		14		9		7		242.73		1		8.3096654
Bt46		23		5		7		147.40		0		18.6311876
Bt47		24		13		12		503.19		0		4.7349191
Bt48		27		13		10		808.10		0		13.7209497
Bt49		12		12		10		330.30		0		6.3715537
Bt50		13		5		14		110.89		0		17.8048052
Bt51		29		11		11		381.24		0		11.7581020
Bt52		29		10		11		600.68		0		41.9695759
Bt53		18		11		11		509.16		0		15.9164587
Bt54		30		5		6		148.65		0		8.9347613
Bt55		33		7		8		467.83		0		20.1519150
Bt56		26		11		12		725.05		0		43.8456240
Bt57		20		7		9		280.49		0		10.8078956
Bt58		16		11		9		440.57		0		17.1134993
Bt59		34		6		11		436.12		0		39.1339960
Bt60		12		9		7		180.81		0		62.8127321
Bt61		25		8		6		266.19		0		14.4582058
Bt62		35		11		13		1015.12		1		3.0119546
Bt63		17		7		6		152.46		0		13.8025588
Bt64		26		12		6		402.60		0		48.2700601
Bt65		15		12		11		382.35		0		8.5588259
Bt66		23		8		12		816.35		0		11.4058828
Bt67		32		11		11		1154.41		1		10.5875384
Bt68		27		11		9		635.68		0		22.6977862
Bt69		25		9		10		270.62		0		13.5957604
Bt70		15		6		7		133.89		0		37.7166488
Bt71		20		10		6		322.50		0		57.3327034
Bt72		19		5		10		235.81		1		6.4283831
Bt73		21		11		13		660.42		1		15.9564081
Bt74		20		6		13		993.47		1		13.6077053
Bt75		16		9		9		296.81		0		21.1723374
Bt76		22		8		11		515.05		0		4.1407172
Bt77		26		11		14		619.78		0		12.4823307
