Name				147_n060_m200_bt100
Number_of_Customers		60
Number_of_Items			200
Number_of_ItemTypes		100
Number_of_Vehicles		10
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		1000		0		0		0
1		28		50		4		178		410		10		387.19		945
2		39		70		2		0		954		10		408.3		692
3		12		40		3		0		966		10		298.38		678
4		25		26		3		0		976		10		461.79		581
5		63		65		5		0		948		10		645.52		1221
6		50		14		4		0		964		10		381.56		796
7		28		40		3		0		981		10		412.84		740
8		0		72		3		0		939		10		442.84		830
9		28		15		5		0		968		10		665.76		1202
10		10		51		3		786		992		10		277.25		714
11		25		73		4		40		290		10		741.88		1020
12		57		6		5		0		953		10		488.6		1008
13		4		39		3		0		958		10		331.1		675
14		49		73		2		0		949		10		268.7		570
15		19		49		5		762		940		10		701.88		1379
16		36		79		4		0		945		10		449.66		730
17		11		47		4		0		963		10		611.09		955
18		41		61		2		0		963		10		163.43		469
19		50		36		2		0		974		10		278.39		332
20		16		45		4		0		968		10		651.55		1315
21		18		32		3		0		972		10		861.01		1074
22		27		59		4		0		964		10		747.69		999
23		20		68		4		0		953		10		626.47		1035
24		59		22		3		0		962		10		443		756
25		15		6		2		373		535		10		282.69		348
26		50		51		5		0		968		10		858.78		1616
27		20		18		4		137		395		10		833.75		1017
28		61		79		4		68		340		10		843.21		1079
29		53		1		2		0		951		10		162.91		311
30		56		36		3		0		968		10		506.38		645
31		29		3		2		762		980		10		501.17		507
32		58		56		4		0		958		10		795.21		1206
33		68		75		4		0		938		10		569.75		882
34		58		73		5		0		945		10		1080.53		1684
35		42		28		3		0		980		10		498.72		977
36		66		51		3		333		605		10		575.84		1286
37		3		54		2		378		604		10		86.36		198
38		65		0		4		0		943		10		383.36		814
39		22		11		2		0		962		10		265.13		357
40		41		2		3		0		956		10		332.75		772
41		37		26		5		0		980		10		929.81		1380
42		64		11		2		0		952		10		269.27		610
43		25		43		3		0		977		10		676.25		760
44		11		43		2		0		964		10		447.8		684
45		57		63		4		0		954		10		616.68		924
46		62		15		2		0		956		10		442.31		642
47		42		15		2		0		968		10		270.7		393
48		23		55		3		740		976		10		749.26		859
49		70		60		4		0		946		10		1127.1		1607
50		60		9		3		0		953		10		551.89		597
51		32		66		5		449		737		10		461.91		1326
52		26		62		5		0		961		10		353.69		835
53		50		30		3		158		386		10		589.91		728
54		67		31		2		0		957		10		311.24		452
55		14		21		2		603		839		10		183.87		324
56		24		3		4		0		956		10		892.06		1589
57		63		57		2		0		954		10		229.23		372
58		70		34		5		45		207		10		711.65		1202
59		68		1		3		0		942		10		567.69		778
60		15		28		3		0		968		10		428.08		777

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		17		4		3		117.17		0		11.0343940
Bt2		14		4		4		68.60		0		12.9940961
Bt3		17		3		3		85.64		1		6.4654198
Bt4		17		6		4		162.31		0		13.8653552
Bt5		7		5		5		73.17		0		21.6006445
Bt6		12		5		3		63		0		6.4171322
Bt7		10		6		5		254.51		0		32.2599188
Bt8		14		4		4		58.14		0		8.3414545
Bt9		6		6		4		92.02		0		32.1148747
Bt10		8		6		3		119.03		0		126.0792251
Bt11		6		4		5		54.77		0		21.5144084
Bt12		13		4		6		243.15		0		34.9626306
Bt13		9		3		7		74.61		0		14.4346960
Bt14		16		4		8		455.54		0		44.5258265
Bt15		12		7		3		105.51		0		100.3263865
Bt16		11		4		6		89.65		0		62.6514033
Bt17		13		6		3		280		0		33.9035852
Bt18		12		7		6		205.87		1		19.5050636
Bt19		7		6		4		140.20		1		26.3850787
Bt20		9		5		6		65.63		1		4.1080322
Bt21		16		4		8		588.61		0		80.2160247
Bt22		13		6		3		141.19		0		29.5893909
Bt23		7		4		5		96.65		0		9.8070959
Bt24		17		3		6		259.89		0		19.3842701
Bt25		16		5		7		466.25		0		171.6881425
Bt26		15		5		5		128.35		1		13.1830231
Bt27		11		2		7		122.52		0		116.0116969
Bt28		15		2		4		35.80		1		4.0475782
Bt29		15		5		4		193.43		0		24.3589464
Bt30		12		4		5		138.29		0		13.0534674
Bt31		13		3		5		77.91		0		16.5961263
Bt32		7		3		6		85.89		0		66.0896769
Bt33		11		6		5		130.41		0		16.0081847
Bt34		16		4		6		126.90		0		12.3618353
Bt35		12		6		3		91.28		0		20.9936713
Bt36		11		4		6		294.74		0		54.1968779
Bt37		6		5		3		56.58		0		27.7138739
Bt38		9		2		4		19.93		0		4.6953398
Bt39		7		6		8		216.78		0		30.5440075
Bt40		13		5		7		406.76		1		80.3139827
Bt41		13		7		8		395.93		0		57.5568135
Bt42		7		7		6		90.26		0		16.0607746
Bt43		11		2		8		117.30		0		30.0465203
Bt44		7		6		5		47.62		0		10.4211397
Bt45		12		3		3		29.78		0		5.0595411
Bt46		7		5		3		70.94		0		38.2827447
Bt47		16		5		3		182.43		0		43.7229328
Bt48		14		4		4		84.15		0		27.9710573
Bt49		14		3		8		105.90		1		8.3183274
Bt50		12		2		8		181.74		1		11.1476226
Bt51		13		3		7		221.17		0		31.8012039
Bt52		13		4		6		227.07		0		43.7893304
Bt53		7		6		7		157.63		0		41.7543938
Bt54		15		5		5		326.78		0		35.1734505
Bt55		14		7		3		102.28		0		7.2527815
Bt56		9		5		3		45.61		1		5.6611730
Bt57		8		4		3		81.48		0		159.4425682
Bt58		15		3		7		271.36		0		172.4967885
Bt59		13		6		7		396.30		0		41.2409086
Bt60		13		4		6		81.30		0		6.6903242
Bt61		10		6		7		153.06		1		3.4091144
Bt62		10		3		4		27.07		0		7.7151826
Bt63		15		6		4		103.35		0		15.7553934
Bt64		7		3		6		114.78		0		64.2030231
Bt65		12		5		3		112.60		0		53.5715517
Bt66		8		6		8		421.58		0		40.0609855
Bt67		13		4		8		104.68		0		27.7141906
Bt68		10		2		6		106.45		0		172.3801628
Bt69		10		3		4		68.15		0		27.3178365
Bt70		13		3		8		214.59		1		5.4269708
Bt71		13		4		4		87.67		1		4.6960909
Bt72		7		6		6		116.14		0		19.7660870
Bt73		13		5		6		281.14		1		6.8595771
Bt74		16		3		5		292.39		1		18.9580548
Bt75		13		6		7		248.92		0		20.2268508
Bt76		14		4		7		214.87		0		12.7013327
