Name				402_n060_m400_bt100
Number_of_Customers		60
Number_of_Items			400
Number_of_ItemTypes		100
Number_of_Vehicles		52
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		230		0		0		0
1		28		33		5		162		192		10		1217.08		8419
2		27		40		5		151		179		10		1206.41		8388
3		52		45		5		180		210		10		1781.03		11261
4		26		47		9		160		190		10		3020.91		20447
5		68		73		6		0		169		10		2027.56		17205
6		33		16		6		102		130		10		1773.03		14005
7		23		7		9		120		156		10		3855.4		24773
8		5		24		4		86		110		10		1301.3		7326
9		69		26		9		110		130		10		2800.95		20043
10		70		3		7		0		172		10		1789.91		13054
11		61		9		7		24		56		10		1608.83		11343
12		29		69		9		0		185		10		4128.51		26530
13		21		64		6		0		187		10		2024.13		15775
14		25		73		8		74		116		10		2519.06		16960
15		70		37		9		61		95		10		2188.44		14164
16		9		13		7		60		86		10		2574.68		18953
17		40		24		8		0		207		10		2562.36		19160
18		65		41		9		73		99		10		2737.18		19486
19		30		22		8		39		71		10		1864.57		15328
20		66		16		4		71		103		10		1552.92		11550
21		26		64		7		0		189		10		2619.66		14718
22		64		12		7		68		94		10		1951.75		14627
23		6		15		9		30		60		10		2672.44		19648
24		49		28		6		174		196		10		2278.42		17299
25		13		23		7		98		132		10		1889.01		12728
26		39		14		6		87		127		10		2013		16432
27		15		62		3		98		130		10		927.36		7196
28		48		56		8		0		195		10		1624.62		11619
29		41		70		4		0		184		10		1292.49		7788
30		22		75		7		50		80		10		2270.26		15799
31		12		42		8		0		195		10		2477.54		17271
32		70		61		7		0		176		10		1998.11		14424
33		63		52		7		0		187		10		1818.34		14166
34		67		80		3		145		181		10		994.18		6790
35		23		45		5		81		105		10		998.07		5858
36		24		36		5		53		89		10		1668.92		11686
37		52		67		6		149		181		10		1977.47		16041
38		6		64		9		52		76		10		2918.35		19070
39		33		46		6		144		182		10		1635.7		10534
40		48		39		5		0		206		10		1129.78		10036
41		7		77		7		44		72		10		2585.24		19555
42		1		59		4		145		175		10		1134.09		7500
43		2		53		5		86		114		10		1558.81		10687
44		28		4		7		124		160		10		1665.26		10183
45		39		35		6		183		211		10		1610.87		12643
46		20		72		9		124		156		10		3146.02		21906
47		31		3		4		112		148		10		1554.22		9414
48		56		55		7		38		68		10		2207.9		15981
49		36		21		5		4		36		10		1622.99		13014
50		40		31		5		188		216		10		2426.11		14878
51		6		19		9		158		190		10		2385.35		17743
52		14		17		6		0		192		10		2029.09		15757
53		68		7		9		0		176		10		2528.1		17904
54		64		23		9		17		45		10		2629.08		18311
55		61		76		9		141		167		10		2519.42		17589
56		9		44		8		0		192		10		2930.34		19712
57		30		64		7		148		170		10		2094.79		15664
58		46		13		7		137		159		10		1554.63		11503
59		13		37		6		26		50		10		1215.74		9476
60		10		0		6		143		169		10		2699.34		15785

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		21		11		14		403.28		0		33.0448483
Bt2		15		7		13		251.31		0		57.6470282
Bt3		32		13		13		847.92		1		5.8114909
Bt4		22		8		6		139.71		1		1.9009977
Bt5		22		11		11		406.91		0		8.5573338
Bt6		29		10		10		543.27		0		5.8330188
Bt7		28		9		11		464.21		0		16.1546939
Bt8		17		8		12		308.56		0		13.9825717
Bt9		31		10		12		674.20		0		59.5450936
Bt10		20		6		13		182.68		0		5.8622612
Bt11		17		7		12		228.34		0		13.9818220
Bt12		20		5		10		186.84		0		10.8934084
Bt13		35		12		10		443.30		0		9.9792936
Bt14		20		7		14		219.53		1		7.1108977
Bt15		26		7		13		355.88		1		21.9672293
Bt16		31		7		6		249.21		0		9.2849528
Bt17		13		6		12		123.44		0		10.8117843
Bt18		23		5		13		198.31		0		6.0877859
Bt19		35		11		13		710.79		1		1.9004597
Bt20		28		8		11		287.28		0		12.8039032
Bt21		14		12		9		194.42		0		28.5327523
Bt22		23		6		10		151.60		0		4.5745638
Bt23		30		14		11		844.05		0		27.1615549
Bt24		16		8		6		87.59		1		1.4885785
Bt25		28		6		10		206.27		0		5.9699145
Bt26		14		7		6		80.91		1		1.8718876
Bt27		15		6		14		207.28		0		5.1054186
Bt28		22		11		9		349.03		0		9.3983901
Bt29		16		13		12		254.79		0		6.2296715
Bt30		31		7		10		254.16		0		4.0613589
Bt31		28		8		10		416.80		1		4.3681773
Bt32		27		14		8		310.21		0		16.2566344
Bt33		30		6		14		425.09		0		13.2306105
Bt34		31		12		6		319.13		1		3.3486971
Bt35		32		9		10		420.87		0		20.4862390
Bt36		18		13		8		353.10		0		14.7112235
Bt37		21		9		13		454.18		0		69.2298970
Bt38		35		9		8		460.92		0		13.4672983
Bt39		21		13		13		435.70		0		4.0059141
Bt40		14		8		9		107.66		0		7.2578995
Bt41		25		10		10		356.26		1		4.0108930
Bt42		33		7		9		321.54		0		5.9226296
Bt43		23		14		9		416.88		1		2.5419283
Bt44		13		5		11		103.59		0		12.4029527
Bt45		22		13		10		373.42		0		4.8174666
Bt46		33		11		13		512.24		0		18.2546593
Bt47		16		9		11		180.32		0		12.3130337
Bt48		26		11		14		545.90		0		16.6583014
Bt49		33		7		8		192.86		0		8.3181843
Bt50		25		14		6		220.65		0		13.6698603
Bt51		16		10		7		115.76		0		7.3191708
Bt52		22		9		13		503.24		1		12.3826038
Bt53		13		7		11		182.14		0		16.2457483
Bt54		23		6		7		97.58		0		42.7910893
Bt55		34		12		9		733.92		0		6.4759670
Bt56		30		14		6		502.07		0		12.5166172
Bt57		32		6		8		169.43		0		29.1210047
Bt58		33		13		9		570.47		0		33.4136787
Bt59		35		14		7		505.18		0		16.2096915
Bt60		17		13		13		365.81		0		6.0193608
Bt61		15		12		8		169.35		0		10.9317348
Bt62		23		11		8		319.11		0		25.5225479
Bt63		15		11		11		197.34		1		2.0876237
Bt64		31		13		7		550.88		0		31.8350884
Bt65		12		7		7		83.42		0		11.4084034
Bt66		16		9		12		224.67		1		1.6799497
Bt67		22		5		12		165.18		0		14.4079823
Bt68		26		13		11		518.99		0		22.7299242
Bt69		12		6		14		111.51		0		12.6745502
Bt70		13		13		7		141.36		0		35.7225381
