Name				359_n020_m400_bt100
Number_of_Customers		20
Number_of_Items			400
Number_of_ItemTypes		100
Number_of_Vehicles		10
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		1000		0		0		0
1		40		13		23		0		967		10		623.36		7942
2		56		17		14		754		982		10		291.24		3195
3		16		32		15		160		410		10		339.27		3884
4		0		51		25		0		951		10		561.62		6640
5		23		13		17		231		537		10		356.88		4383
6		35		52		23		753		975		10		577.18		6910
7		49		4		21		807		1000		10		369.84		5045
8		52		25		19		0		970		10		391.79		5871
9		29		65		22		415		683		10		518.61		6086
10		28		73		25		0		220		10		498.19		6464
11		30		12		20		0		966		10		496.68		5604
12		51		74		18		530		742		10		473.67		5057
13		46		4		14		569		819		10		398.54		4096
14		66		62		23		696		966		10		573.3		6918
15		28		20		20		0		149		10		545.08		6376
16		57		53		21		583		823		10		502.4		6010
17		35		30		22		518		766		10		490.5		6280
18		2		5		19		0		945		10		612		6718
19		23		31		22		732		992		10		599.94		7324
20		26		42		17		0		184		10		387.09		4550

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		15		5		3		9.42		1		0.3313492
Bt2		8		3		3		6.63		0		6.8037822
Bt3		17		4		3		8.87		0		11.0662670
Bt4		15		7		4		43.10		1		0.9439975
Bt5		11		4		6		34.15		0		4.6259863
Bt6		15		4		3		12.83		1		0.7511174
Bt7		13		2		6		11.43		0		2.9458515
Bt8		12		6		5		47.21		0		14.5367283
Bt9		14		6		5		20		0		1.2075837
Bt10		10		6		7		45.69		1		4.2730173
Bt11		17		3		3		19.08		0		11.6707369
Bt12		16		2		8		30.07		0		7.6960499
Bt13		12		6		8		39.60		1		0.6391033
Bt14		13		7		5		30.12		0		9.7519542
Bt15		6		5		4		10.36		0		2.6563261
Bt16		8		6		5		17.28		0		1.4639776
Bt17		8		7		7		32.54		0		3.1081475
Bt18		9		5		6		12.12		0		4.2970877
Bt19		12		4		7		30.89		0		3.7440345
Bt20		8		4		4		5.50		0		2.6499178
Bt21		7		4		3		11.23		0		3.2830422
Bt22		15		5		8		27.57		1		0.4226957
Bt23		13		3		5		15.02		0		2.9433268
Bt24		10		2		3		5.85		1		1.7705854
Bt25		9		5		6		10.94		0		1.5831578
Bt26		14		2		6		13.83		1		1.1846843
Bt27		15		3		6		23.59		0		13.6594783
Bt28		11		7		6		51.30		0		12.6875532
Bt29		8		2		7		5.32		0		2.6710369
Bt30		15		4		4		22.14		0		5.5888037
Bt31		7		6		5		21.17		0		2.4212145
Bt32		16		4		4		11.41		0		1.3163150
Bt33		6		3		7		15.06		0		4.4335769
Bt34		14		3		8		17.11		1		0.5811226
Bt35		8		5		4		21.53		0		8.0349996
Bt36		11		5		7		41.30		0		20.3886131
Bt37		14		3		8		43.34		0		13.0950546
Bt38		17		7		3		15.24		0		0.5894182
Bt39		12		5		4		17.97		0		1.2461589
Bt40		13		6		6		30.76		0		2.6972693
Bt41		13		4		8		34.09		0		7.5608853
Bt42		10		5		7		39.42		1		1.6450724
Bt43		12		3		4		9.69		0		6.7061365
Bt44		11		2		4		7.01		0		6.6374681
Bt45		15		6		3		12.96		0		1.0573410
Bt46		15		6		8		45.29		1		2.2039070
Bt47		11		4		6		11.99		1		1.2738975
Bt48		6		2		7		8.98		0		11.6690848
Bt49		10		4		7		30.20		0		3.5028003
Bt50		7		3		7		10.98		0		3.0506196
Bt51		17		6		8		71.16		0		4.4247373
Bt52		10		6		7		27.56		0		14.1321539
Bt53		13		3		5		8.24		0		2.0463203
Bt54		13		5		7		30.07		0		1.8914689
Bt55		7		4		7		16.81		0		1.6010574
Bt56		13		4		6		16.51		1		2.0054101
Bt57		9		7		6		23.79		0		7.0868629
Bt58		10		2		3		7.34		0		6.5514563
Bt59		8		6		4		11.80		0		7.8423163
Bt60		11		4		5		17.58		0		1.9698936
Bt61		12		3		5		19.65		0		12.1294865
Bt62		12		5		8		27.13		0		10.2997722
Bt63		7		3		8		9		0		2.1408648
Bt64		17		2		8		11.38		0		1.8300464
Bt65		6		6		5		10.77		0		4.5071338
Bt66		16		6		3		11.71		0		1.5581389
