Name				163_n060_m200_bt100
Number_of_Customers		60
Number_of_Items			200
Number_of_ItemTypes		100
Number_of_Vehicles		26
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		1000		0		0		0
1		40		13		3		0		967		10		1319.04		5186
2		7		15		2		0		955		10		414.79		2148
3		33		17		5		387		615		10		1894.46		8715
4		47		62		5		0		960		10		1275		9061
5		60		6		2		210		442		10		763.93		4560
6		50		71		3		0		951		10		1470.79		5656
7		17		7		3		0		956		10		1457.73		5450
8		47		49		3		0		971		10		2229.9		7868
9		6		69		5		0		945		10		1282.93		9488
10		64		38		3		166		380		10		699.66		5952
11		5		11		4		0		951		10		1075.43		8221
12		55		70		4		0		949		10		2045.05		9590
13		65		79		2		664		900		10		542.52		4956
14		35		65		2		0		960		10		1430.81		3408
15		42		56		4		0		967		10		2179.63		9268
16		33		26		3		0		158		10		2163		5814
17		47		18		4		722		986		10		2080.36		7538
18		15		33		4		391		625		10		1329.28		7236
19		11		36		5		0		965		10		1700.84		6590
20		43		51		5		0		972		10		4578.39		10670
21		52		25		4		0		970		10		1192.7		9088
22		1		18		3		563		799		10		2249.76		9957
23		14		45		3		500		744		10		849.49		5728
24		25		71		2		387		693		10		979.49		4620
25		5		8		3		642		896		10		1731.53		9368
26		4		18		2		127		419		10		581.54		4186
27		17		66		2		0		954		10		590.27		2947
28		18		50		4		454		698		10		2243.98		9496
29		30		1		2		0		199		10		675.4		3332
30		66		72		3		551		861		10		1098.69		5320
31		64		67		4		372		632		10		2099.85		11342
32		18		60		3		825		1000		10		1381.7		8304
33		20		8		2		0		959		10		1323.65		5220
34		47		52		3		0		969		10		1247.79		8122
35		0		0		3		0		940		10		1152.35		6360
36		52		41		2		122		370		10		903.46		6008
37		48		35		5		0		977		10		1262.11		8164
38		54		5		5		638		896		10		1321.92		9172
39		20		64		2		116		354		10		1129.23		3516
40		4		5		5		0		946		10		2084.65		12330
41		14		63		3		832		1000		10		1293.89		9250
42		38		21		3		0		975		10		1346.98		4144
43		58		41		4		60		320		10		1123.43		5287
44		59		44		4		426		686		10		2381.15		7724
45		33		60		2		141		383		10		972.6		6372
46		20		35		3		0		975		10		1064.06		6314
47		35		57		4		0		968		10		1407.74		8074
48		27		36		4		0		981		10		2328		6687
49		54		13		3		741		989		10		2315.72		7716
50		42		1		3		376		606		10		1531.29		7347
51		61		21		5		0		960		10		2306.86		9389
52		15		76		3		0		944		10		1735.83		8988
53		44		21		2		478		712		10		799.7		2210
54		65		47		2		0		957		10		599.75		3920
55		22		2		4		115		315		10		1674.76		5967
56		31		57		4		0		967		10		1270.44		7772
57		49		80		2		148		410		10		1394.29		4662
58		24		78		4		0		945		10		1383.28		7380
59		40		66		3		630		898		10		1588.39		9224
60		43		18		5		0		971		10		1922.33		9574

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		23		14		14		535.45		0		12.5947343
Bt2		24		13		7		251.01		0		16.8954634
Bt3		28		13		8		402.04		0		15.7819102
Bt4		20		11		10		247.80		0		4.4642988
Bt5		21		9		13		342.95		1		3.1940400
Bt6		14		8		7		93.58		0		4.3985596
Bt7		14		14		14		293.83		0		24.4931974
Bt8		30		5		6		120.69		0		3.0942219
Bt9		26		14		6		318.99		0		17.4845559
Bt10		30		8		12		391.53		0		6.3231151
Bt11		34		8		7		385.78		1		4.4465966
Bt12		22		7		13		952.78		0		122.7077015
Bt13		33		5		12		287.04		0		5.7955288
Bt14		32		6		9		960.43		0		29.9391674
Bt15		24		8		14		544.02		0		76.8416586
Bt16		14		5		8		175.13		0		11.8271394
Bt17		14		10		8		125.96		1		1.6045729
Bt18		24		11		6		261.70		0		8.0681863
Bt19		26		5		14		642.23		1		8.1624406
Bt20		22		13		11		569.56		0		10.8551871
Bt21		12		12		14		2100.78		0		73.1859209
Bt22		25		14		10		911.25		0		12.1679133
Bt23		24		10		13		619.16		0		10.9778538
Bt24		12		11		10		619.93		0		12.1449112
Bt25		30		5		11		624.57		1		8.0261613
Bt26		14		7		12		1046.41		0		182.0972111
Bt27		32		12		8		373.19		0		13.4045724
Bt28		25		7		10		248.39		0		13.7834062
Bt29		32		9		12		893.97		0		12.8769314
Bt30		19		12		11		463.60		0		4.3043171
Bt31		21		7		8		123.22		0		11.5822649
Bt32		13		13		14		365.87		0		10.5075436
Bt33		35		13		14		712.53		1		5.6463356
Bt34		31		13		10		901.13		0		12.3212430
Bt35		18		14		7		429.68		0		105.5869697
Bt36		19		7		8		121.80		0		18.2329010
Bt37		32		14		11		1145.54		0		46.7626588
Bt38		32		9		8		603.60		0		6.2940303
Bt39		14		14		6		157.22		0		3.4005807
Bt40		24		14		6		761.22		0		86.0696954
Bt41		12		11		12		197.64		0		10.4677008
Bt42		13		5		12		132.23		1		2.8886340
Bt43		32		11		12		822.28		0		23.2411514
Bt44		26		9		7		304.04		0		29.8552559
Bt45		15		11		7		299.86		0		14.6473534
Bt46		13		12		10		308.59		0		11.4620564
Bt47		20		8		14		397.19		0		7.9474011
Bt48		14		14		7		365.04		1		3.8682936
Bt49		26		6		9		263.49		0		19.6325977
Bt50		16		8		9		243.27		0		28.3113643
Bt51		23		8		6		780.16		0		105.8364489
Bt52		33		10		7		240.44		0		6.6416749
Bt53		32		9		7		468.57		1		4.0161186
Bt54		33		12		7		574.97		1		16.4046110
Bt55		28		13		10		837.20		0		6.8938951
Bt56		23		10		9		441.35		1		3.6811782
Bt57		33		10		10		359.56		0		6.7389999
Bt58		32		14		6		599.19		0		13.5832378
Bt59		31		9		8		384.40		0		13.4172561
Bt60		31		5		7		140.62		1		1.7008384
Bt61		25		6		10		368.01		1		9.5392487
Bt62		14		5		7		247.32		1		34.3268250
Bt63		16		12		7		351.52		1		3.9290765
Bt64		22		13		11		452.40		0		12.7412741
Bt65		31		14		10		1056.22		1		2.7037293
Bt66		21		14		10		328.55		0		3.3962504
Bt67		31		7		7		265.06		0		10.6535440
Bt68		28		10		8		1185.03		0		38.2101482
Bt69		30		14		13		1213.60		1		4.4312508
