Name				433_n060_m400_bt100
Number_of_Customers		60
Number_of_Items			400
Number_of_ItemTypes		100
Number_of_Vehicles		54
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		1000		0		0		0
1		36		74		6		488		698		10		1394.33		11093
2		48		13		6		804		1000		10		1651.07		13082
3		25		15		4		656		888		10		1535.89		10602
4		12		41		5		680		930		10		1607.87		11213
5		26		9		5		5		293		10		1418.75		9654
6		18		67		7		493		715		10		3003.34		17122
7		1		42		3		573		807		10		699.73		4850
8		62		25		4		0		188		10		1203.07		9148
9		41		34		5		45		253		10		1298.44		8604
10		24		35		8		577		795		10		2931.42		18814
11		23		40		7		839		1000		10		3223.4		22050
12		25		43		7		769		1000		10		1903.01		10102
13		32		26		7		498		740		10		1905.19		15556
14		34		69		9		58		314		10		2764.52		17345
15		41		56		3		804		1000		10		869.93		6840
16		3		12		7		696		890		10		2424.56		16122
17		33		18		9		482		754		10		2838.99		20194
18		5		58		8		130		384		10		2946.45		17078
19		58		63		3		126		396		10		1620.3		9152
20		44		54		9		623		923		10		3383.02		21608
21		54		22		9		0		261		10		2873.74		19541
22		45		79		8		226		436		10		2333.9		14826
23		18		38		8		733		997		10		3056.94		19439
24		57		53		6		577		819		10		2468.59		16766
25		46		30		7		569		857		10		1775.45		13858
26		25		72		5		766		998		10		1344.59		10199
27		10		76		9		34		306		10		3118.59		17962
28		64		50		5		519		751		10		1841.75		13974
29		18		60		7		509		767		10		2349.15		16202
30		5		0		7		130		390		10		1666.42		11208
31		7		11		9		658		910		10		2434		16014
32		17		13		6		177		383		10		2487.71		12664
33		64		17		6		239		435		10		2347.87		15679
34		22		19		7		587		833		10		2188.92		16506
35		5		46		9		15		265		10		2546.99		16777
36		36		4		9		588		800		10		3018.4		18892
37		69		54		9		129		329		10		2502.76		14467
38		58		56		4		801		1000		10		1509.79		9676
39		19		53		6		343		649		10		1883.53		14586
40		58		19		9		836		1000		10		2988.98		16447
41		2		16		6		504		726		10		2270.57		11820
42		12		4		4		651		897		10		1324.02		9077
43		44		69		7		224		416		10		3166.47		20297
44		37		15		5		0		167		10		1896.81		12958
45		21		70		9		698		954		10		2442.44		17279
46		63		78		5		650		856		10		1818.1		11499
47		31		34		7		765		991		10		2523.14		18631
48		34		11		5		707		925		10		1500.57		12172
49		65		31		7		616		890		10		1639.85		12104
50		67		48		7		569		843		10		1828.76		15167
51		37		32		5		0		203		10		1924.29		13734
52		12		51		9		612		856		10		2411.24		19821
53		31		3		7		694		914		10		3083.37		19975
54		13		20		7		723		891		10		2336.47		17208
55		31		48		6		193		459		10		2383.21		16306
56		29		13		8		476		748		10		2286.49		18128
57		10		12		8		413		719		10		3127.68		22454
58		36		56		7		560		794		10		2246.88		17084
59		30		54		8		55		337		10		3118.11		24239
60		9		79		6		49		327		10		1657.62		9856

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		29		12		6		267.97		0		5.3149442
Bt2		31		11		10		628.89		1		3.4081515
Bt3		14		13		10		340.54		1		3.6414611
Bt4		22		9		12		275.17		0		9.7308011
Bt5		29		6		10		221.18		0		7.6232389
Bt6		29		8		9		236.34		0		27.0733995
Bt7		19		6		8		169.82		0		16.6751819
Bt8		24		8		9		683.24		0		28.4335525
Bt9		13		5		6		76.86		1		2.9095374
Bt10		22		13		6		208.50		0		22.5455979
Bt11		20		8		10		211.88		0		22.7988436
Bt12		26		11		11		386.59		0		9.5429411
Bt13		12		11		13		255.52		0		30.0603235
Bt14		27		10		8		406.51		0		13.1356938
Bt15		28		9		9		383.25		0		16.6785977
Bt16		22		8		6		203.19		0		6.6731266
Bt17		20		7		8		129.85		0		25.4581555
Bt18		32		14		14		647.31		0		32.9687611
Bt19		31		13		9		463.67		0		3.8419093
Bt20		32		8		8		313.51		0		16.0129023
Bt21		29		5		10		189.15		0		9.0249546
Bt22		29		12		11		732.33		0		19.3938165
Bt23		29		12		8		476.66		1		2.2024843
Bt24		32		13		14		823.91		0		4.6029653
Bt25		13		5		7		62.07		0		8.8599904
Bt26		23		10		11		345.41		1		4.2000827
Bt27		13		11		14		200.87		0		6.2408921
Bt28		25		12		14		763.89		1		4.3441976
Bt29		29		13		9		621.31		0		11.7274378
Bt30		22		14		7		520.41		1		7.6013412
Bt31		12		9		13		150.79		0		6.4046844
Bt32		29		9		14		723.66		0		62.1829842
Bt33		27		9		7		264.33		0		30.4503851
Bt34		14		12		13		301.41		0		18.5087156
Bt35		33		11		8		397.88		0		7.5674547
Bt36		21		13		10		380.31		0		68.1060975
Bt37		17		6		10		115.33		0		50.2130712
Bt38		30		5		6		99.57		0		3.9074434
Bt39		22		12		11		292.60		1		1.5782549
Bt40		35		12		13		643.65		0		7.4192292
Bt41		25		14		9		394.78		0		11.5010291
Bt42		27		5		14		190.09		0		3.0236709
Bt43		31		13		8		387.45		1		13.4618383
Bt44		33		6		13		307.05		0		7.7493362
Bt45		27		12		9		462		1		1.7667129
Bt46		23		13		6		242.32		0		16.3645220
Bt47		21		6		13		296.54		1		2.6990808
Bt48		15		11		7		152.74		0		8.4483074
Bt49		28		10		8		322.03		1		3.7631811
Bt50		35		14		11		810.78		0		11.2369450
Bt51		28		9		14		547.64		0		27.0524173
Bt52		29		7		7		201.21		0		11.0996260
Bt53		26		5		6		135.72		1		18.0759675
Bt54		27		11		14		801.44		0		12.9328858
Bt55		30		10		13		453.01		0		15.0805050
Bt56		21		5		13		205.85		0		28.5936947
Bt57		28		10		10		777.06		1		11.5833254
Bt58		30		11		11		567.11		0		29.2977083
Bt59		34		9		8		485.38		0		22.1992236
Bt60		17		9		10		547.96		0		18.9090158
Bt61		17		12		12		373.63		0		49.7570673
Bt62		12		6		9		109.95		0		17.7421661
Bt63		15		14		14		341.39		0		9.0559311
Bt64		30		10		7		298.83		0		22.4470642
Bt65		13		5		13		110.82		0		15.3187774
Bt66		30		6		11		282.50		0		13.0377872
Bt67		35		12		12		692.56		0		11.1214728
Bt68		14		6		6		54.25		0		59.2274611
Bt69		16		10		8		174.22		1		2.7313563
Bt70		34		6		10		337.60		0		45.2380573
