Name				476_n060_m400_bt100
Number_of_Customers		60
Number_of_Items			400
Number_of_ItemTypes		100
Number_of_Vehicles		16
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		1000		0		0		0
1		34		73		5		0		951		10		264.08		960
2		58		47		9		322		584		10		1054.98		2918
3		26		40		7		0		153		10		587.38		2171
4		38		10		9		490		772		10		755.71		2354
5		54		28		6		402		666		10		285.11		1353
6		4		36		7		439		643		10		563.69		2618
7		8		54		7		0		956		10		390.84		1602
8		33		38		7		26		238		10		630.08		2420
9		67		19		5		0		209		10		476.72		1252
10		11		31		7		365		561		10		358.58		1497
11		49		53		7		0		967		10		293.67		1269
12		62		36		8		709		903		10		594.44		2911
13		17		30		8		532		794		10		515.07		2133
14		25		29		5		765		1000		10		345.56		1501
15		41		71		8		0		953		10		985.07		2959
16		59		40		7		640		886		10		539.49		2308
17		21		8		8		0		959		10		536.23		2055
18		17		71		6		544		758		10		477.61		2289
19		11		77		8		0		941		10		579.24		2404
20		10		20		6		340		552		10		461.86		1942
21		28		59		8		554		748		10		467.95		1958
22		48		10		8		0		961		10		519.35		2301
23		62		80		8		776		952		10		561.38		2905
24		38		50		6		0		194		10		438.07		1298
25		70		32		5		0		226		10		447.28		1601
26		22		5		4		37		287		10		350.82		1668
27		45		77		5		0		946		10		341.28		1762
28		35		21		9		662		944		10		755		3064
29		46		67		8		678		938		10		617.98		2980
30		21		30		4		0		975		10		415.36		1063
31		46		46		5		380		608		10		392.35		1577
32		36		42		3		126		382		10		176.18		840
33		70		17		6		661		937		10		455.33		2005
34		15		61		3		569		801		10		150.07		792
35		66		3		5		743		1000		10		518.22		1696
36		38		30		4		550		754		10		97.29		530
37		50		72		9		592		854		10		846.62		2739
38		57		50		9		335		549		10		618.13		2694
39		13		50		5		0		257		10		280.65		1292
40		19		77		9		617		859		10		744.8		2571
41		44		15		4		230		460		10		209.79		1020
42		29		0		7		0		954		10		409.05		2372
43		27		67		9		325		549		10		792.49		1916
44		18		47		9		0		969		10		725.3		2332
45		53		0		8		804		1000		10		536.2		1854
46		12		64		7		751		971		10		587.03		2303
47		5		79		6		0		936		10		395.24		1458
48		20		34		9		205		435		10		940.76		3505
49		31		57		9		631		907		10		1086.3		3211
50		49		76		6		0		946		10		322.34		1116
51		21		2		6		586		806		10		496.2		1306
52		37		54		5		509		739		10		276		1228
53		3		11		8		231		437		10		903.74		2773
54		46		2		5		0		955		10		332.83		1963
55		31		50		5		651		883		10		424.64		1286
56		52		49		9		483		703		10		1116.26		3474
57		34		67		4		503		717		10		223.57		864
58		44		34		9		532		782		10		555.29		2339
59		21		64		3		0		957		10		371.89		925
60		5		18		9		306		540		10		845.84		2794

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		6		3		4		24.11		0		8.7790867
Bt2		9		4		3		20.85		0		14.0570383
Bt3		16		2		5		22.57		0		9.8203891
Bt4		17		4		6		72.16		0		8.6072602
Bt5		8		4		5		43.05		0		9.1600414
Bt6		15		3		3		28.56		0		17.2227698
Bt7		13		2		4		17.50		0		12.9826123
Bt8		7		7		4		54.67		0		4.6993631
Bt9		17		3		6		84.55		1		3.5157948
Bt10		10		2		4		18.26		0		10.9069859
Bt11		13		3		4		35.46		0		14.3453854
Bt12		17		6		5		75.67		1		4.5251178
Bt13		6		5		6		63.74		1		3.4410039
Bt14		10		4		6		50.25		1		2.7756500
Bt15		16		6		8		116.09		1		2.8490775
Bt16		16		5		5		338.01		0		31.2303025
Bt17		9		5		4		33.82		0		45.9777143
Bt18		16		3		8		73.40		0		10.0018465
Bt19		16		3		3		105.17		0		16.5898584
Bt20		10		6		7		84.70		0		29.4083520
Bt21		9		6		7		123.18		1		3.3734062
Bt22		11		3		6		29.50		0		6.7428817
Bt23		16		5		5		48.98		0		9.0751343
Bt24		7		3		8		38.25		0		23.4195484
Bt25		15		7		7		200.35		0		18.5036391
Bt26		10		4		7		30.36		0		4.8778044
Bt27		13		6		4		64.53		1		2.1955621
Bt28		14		3		3		19.13		0		5.5172762
Bt29		17		6		7		130.61		0		11.4532664
Bt30		10		4		3		41.48		0		6.6246888
Bt31		11		3		4		47.89		0		64.8408448
Bt32		9		6		4		60.02		0		13.4050578
Bt33		6		4		8		37.25		0		7.0637659
Bt34		9		4		5		32.95		0		13.8212959
Bt35		15		2		3		9.62		0		8.7159280
Bt36		12		5		8		68.70		0		4.6954061
Bt37		7		3		3		15.66		1		4.8671035
Bt38		9		3		8		138.95		0		9.0882552
Bt39		8		2		6		20.99		0		4.1684137
Bt40		11		5		5		75.82		1		5.7421346
Bt41		15		4		4		65.74		0		20.1498942
Bt42		16		7		5		187.04		1		4.6919555
Bt43		6		6		7		25.31		0		4.6537143
Bt44		13		3		6		40.21		1		1.7464233
Bt45		14		2		5		25.93		0		4.2001156
Bt46		12		5		8		153.99		0		16.5801582
Bt47		17		7		4		154.50		0		8.6113674
Bt48		15		6		4		68.49		0		13.3547841
Bt49		14		4		3		55.59		0		17.1123016
Bt50		13		4		8		101.62		0		20.9079251
Bt51		7		6		3		16.81		0		6.0847982
Bt52		7		5		4		32.90		0		37.2301620
Bt53		6		4		6		38.25		0		68.3612802
Bt54		14		4		7		88.18		0		15.7319407
Bt55		7		2		7		15.30		0		23.8278946
Bt56		8		3		8		36.63		0		20.7253140
Bt57		14		3		6		36.40		0		18.3102087
Bt58		8		7		8		152.08		0		18.4657120
Bt59		16		5		4		110.01		1		14.4756664
Bt60		6		4		3		15.41		0		5.5333531
Bt61		14		2		8		54.57		0		19.8478130
Bt62		10		4		7		93.83		0		24.7214577
Bt63		17		6		8		340.34		0		16.1037194
Bt64		12		5		5		144.51		0		87.5570996
Bt65		10		2		7		40.89		0		17.1398197
Bt66		8		4		7		178.24		0		18.3526347
Bt67		15		5		7		224.85		0		20.2998283
