Name				462_n060_m400_bt100
Number_of_Customers		60
Number_of_Items			400
Number_of_ItemTypes		100
Number_of_Vehicles		53
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		1000		0		0		0
1		48		42		6		0		975		10		1935.99		13037
2		44		15		7		148		344		10		1386.94		9195
3		26		55		9		273		525		10		2401.64		17856
4		9		0		4		0		187		10		1660.85		10242
5		30		8		5		581		871		10		1212.72		8032
6		56		11		7		471		663		10		1867		11432
7		1		76		7		192		422		10		2184.06		16162
8		31		48		9		0		976		10		2642.2		17047
9		3		72		5		484		716		10		1332.49		8404
10		46		54		8		736		968		10		1698.23		12132
11		54		51		5		0		965		10		2091.42		13958
12		0		6		5		723		969		10		1517.75		9710
13		63		66		4		124		282		10		1039.69		7162
14		30		63		6		0		267		10		2225.6		16692
15		43		36		9		17		183		10		2465.43		17502
16		57		4		6		408		648		10		1906.27		13174
17		11		50		8		554		792		10		2144.05		15040
18		7		75		6		287		483		10		2113.98		16494
19		41		79		7		692		910		10		1501.21		10125
20		47		72		7		0		951		10		2800.12		17401
21		30		59		9		0		124		10		2965.65		19560
22		23		33		6		6		176		10		2540.38		15128
23		0		11		8		0		947		10		2083.88		14124
24		30		17		6		0		971		10		2291.79		15113
25		45		32		4		771		1000		10		1713.57		9576
26		2		0		5		343		527		10		1908.33		14417
27		67		43		5		648		898		10		1631.12		12934
28		19		6		5		0		956		10		2244.89		13771
29		39		67		9		0		957		10		3222.07		22239
30		48		7		5		0		134		10		2101.76		15740
31		37		48		7		654		852		10		2405.23		19232
32		2		14		9		182		390		10		3116.47		20354
33		42		32		8		0		982		10		2981.02		19141
34		18		79		9		749		1000		10		3174.39		21459
35		46		65		5		416		672		10		1747.02		12543
36		14		78		9		575		817		10		2540.34		17040
37		1		79		6		0		934		10		1511.55		10258
38		55		18		4		315		537		10		1190.86		7351
39		11		42		7		0		178		10		2024.34		13264
40		15		18		7		0		963		10		2942.21		22572
41		49		36		5		0		975		10		3204.87		19833
42		6		32		9		810		1000		10		2808.87		20814
43		6		70		6		560		830		10		2559.08		20206
44		55		56		9		364		564		10		3603.82		25599
45		35		9		5		0		964		10		1141.61		6508
46		51		67		5		219		483		10		1686.66		11428
47		51		73		4		474		686		10		1334.68		9866
48		38		35		7		717		1000		10		2220.88		16076
49		64		15		9		483		767		10		2280.84		17391
50		35		59		6		473		661		10		2338.32		14905
51		53		0		4		728		980		10		1632.08		11496
52		67		47		7		442		660		10		1723.41		12040
53		66		33		8		357		563		10		2407.31		15723
54		41		74		8		0		950		10		2025.54		14753
55		64		57		7		438		684		10		2045.13		16498
56		15		35		9		194		456		10		2410.26		17316
57		27		31		9		229		471		10		2654.42		16590
58		57		24		6		257		473		10		2140.57		15694
59		13		46		5		0		965		10		1658.96		10528
60		20		20		9		21		223		10		3173.66		19279

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		30		11		9		306.50		0		7.9440839
Bt2		35		7		11		427.79		0		25.8320500
Bt3		15		8		13		281.55		0		14.6318452
Bt4		31		8		14		521.17		0		14.2243212
Bt5		33		12		11		536.27		0		15.3284380
Bt6		24		10		8		251.11		0		8.2467739
Bt7		35		10		8		418.80		0		10.8478290
Bt8		25		9		10		413.12		1		3.2609582
Bt9		20		14		12		556.44		0		13.4011984
Bt10		30		11		13		511.84		0		11.6900233
Bt11		28		6		13		244.94		0		16.2849104
Bt12		34		9		13		516.13		1		3.1170850
Bt13		34		9		6		309.04		1		15.8799233
Bt14		13		10		10		167.55		0		9.5150866
Bt15		32		9		7		248.96		0		8.4165312
Bt16		28		9		8		265.47		1		1.4543573
Bt17		22		5		7		93.62		0		7.6922536
Bt18		22		12		10		420.20		0		20.3467246
Bt19		22		9		12		240.21		0		4.2341160
Bt20		35		14		13		669.65		0		26.4694187
Bt21		35		14		10		882.10		0		6.4505678
Bt22		23		10		14		445.85		0		6.7988370
Bt23		23		8		11		367.37		0		5.6254546
Bt24		31		13		13		844.32		0		4.3475431
Bt25		23		9		9		191.27		1		1.5913106
Bt26		12		5		10		80.66		0		8.6429515
Bt27		27		5		14		207.31		1		1.2485646
Bt28		29		5		11		225.96		0		35.0434287
Bt29		33		6		13		301.08		0		34.2521107
Bt30		18		9		11		241.74		0		18.9757099
Bt31		34		14		13		721.86		0		29.6692047
Bt32		31		7		6		167.03		0		12.4913718
Bt33		14		14		11		418.16		0		44.6057510
Bt34		26		7		8		283.24		0		23.5628750
Bt35		29		13		11		789.59		0		34.4791047
Bt36		17		11		8		170.91		0		29.7355382
Bt37		27		8		11		269.19		0		8.6886857
Bt38		16		6		13		242.11		0		18.6353384
Bt39		26		9		12		334.44		0		23.0820937
Bt40		13		12		10		200.27		0		9.7701287
Bt41		14		6		7		83.07		0		8.3064695
Bt42		20		7		11		260.57		0		31.9233365
Bt43		24		11		13		563.78		0		91.6673950
Bt44		12		9		6		84.20		1		4.1970772
Bt45		25		7		6		170.77		0		8.5790273
Bt46		14		13		10		288.74		0		11.0987364
Bt47		25		11		7		346.08		0		7.1542969
Bt48		32		11		10		372.29		0		5.3750465
Bt49		18		12		7		156.48		0		11.5154606
Bt50		27		10		10		477.51		1		5.5041760
Bt51		32		5		7		131.06		0		10.2861475
Bt52		19		14		14		674.97		0		14.6160968
Bt53		29		14		8		627.92		1		4.9230950
Bt54		18		9		11		245.85		0		20.0642288
Bt55		29		12		6		259.23		0		14.6368794
Bt56		31		6		11		375.95		0		10.4361403
Bt57		31		8		12		386.10		0		41.9469960
Bt58		20		5		10		181.99		0		17.8152606
Bt59		35		9		9		488.51		1		3.0735484
Bt60		23		10		14		450.65		0		11.2107939
Bt61		28		10		9		478.87		0		15.3008481
Bt62		19		5		11		175.67		0		13.4148100
Bt63		25		5		12		219.84		0		6.2378357
Bt64		35		10		13		874.56		0		37.4801082
Bt65		34		13		7		339.49		0		5.5829245
Bt66		18		10		13		336.45		1		3.0766780
Bt67		28		13		11		553.30		0		13.0911744
Bt68		28		6		14		468.48		1		9.0653449
Bt69		31		7		9		305.87		0		11.7812657
Bt70		33		10		10		544.89		1		3.8165708
