Name				372_n060_m400_bt100
Number_of_Customers		60
Number_of_Items			400
Number_of_ItemTypes		100
Number_of_Vehicles		48
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		230		0		0		0
1		29		15		7		56		86		10		1786.33		12036
2		33		59		6		0		195		10		1604.25		11820
3		69		43		5		0		185		10		1500.53		11310
4		66		43		9		107		141		10		2524.53		18420
5		12		45		5		0		194		10		1642.81		10410
6		33		77		5		0		177		10		1533.73		10064
7		70		69		6		113		145		10		1281.28		9379
8		46		49		6		0		202		10		1845.18		12429
9		55		62		8		0		186		10		2944.82		17706
10		19		21		9		161		193		10		2180.93		17222
11		34		80		6		48		82		10		1368.64		10752
12		3		15		7		0		182		10		2535.08		21281
13		36		28		4		163		191		10		990.4		8168
14		11		64		5		56		78		10		1060.52		8857
15		4		23		5		0		186		10		1533.89		13406
16		52		27		6		0		201		10		2541.51		20369
17		5		6		9		0		178		10		2414.52		19453
18		19		66		6		49		75		10		1800.89		13215
19		18		62		7		39		65		10		1858.47		13123
20		20		49		8		19		51		10		2053.67		15153
21		63		76		5		145		173		10		1685.98		13627
22		48		8		8		48		78		10		2487.63		17791
23		29		54		4		0		200		10		867.84		6372
24		53		6		5		0		185		10		1575.16		13292
25		27		2		5		83		113		10		1634.86		13294
26		7		18		7		0		187		10		1470.1		10196
27		70		0		7		0		170		10		1641.87		12686
28		30		36		8		0		214		10		2405.65		16804
29		27		59		5		0		194		10		2111.18		13574
30		4		46		7		0		187		10		1835.52		15002
31		39		33		9		142		168		10		2557.03		19938
32		4		18		7		0		184		10		1907.72		14027
33		64		16		6		0		185		10		1924		15194
34		50		1		9		90		122		10		2800.22		19060
35		32		46		6		0		208		10		2592.06		18104
36		12		78		8		137		173		10		3137.61		21708
37		41		24		7		0		207		10		1551.39		13266
38		39		78		7		0		176		10		1592.69		12938
39		7		40		9		149		183		10		2960.69		21104
40		57		65		7		118		142		10		2104.61		16172
41		51		52		9		100		132		10		2633.04		21312
42		0		57		9		32		62		10		3382.68		23152
43		22		34		9		0		206		10		2297.04		18861
44		41		62		4		73		95		10		1178.45		7507
45		25		39		8		0		209		10		2684.78		22574
46		8		22		5		73		97		10		1689.32		12333
47		66		76		5		75		105		10		1434.69		10049
48		2		28		6		0		186		10		2138.6		14800
49		68		49		9		162		196		10		2606.1		19140
50		63		34		6		87		119		10		1380.83		10522
51		46		19		5		0		200		10		1541.07		11700
52		60		66		6		49		83		10		1776.1		13174
53		4		53		6		46		72		10		1821.29		12414
54		9		77		8		0		170		10		1798.57		14054
55		30		20		5		85		109		10		1100.22		7856
56		11		53		8		23		59		10		3017.09		20790
57		1		63		8		0		175		10		2243.98		16301
58		54		16		7		0		193		10		1228.07		8444
59		67		71		9		0		171		10		3566.86		23478
60		34		12		3		166		198		10		730.22		6226

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		20		6		7		158.41		0		7.7205858
Bt2		20		7		7		109.15		0		13.0746388
Bt3		23		10		13		548.63		0		14.0255285
Bt4		20		12		13		469.24		1		6.2478301
Bt5		19		12		13		480.23		0		54.3359310
Bt6		27		12		8		268.63		0		8.7269416
Bt7		30		13		6		342.43		0		14.8106679
Bt8		26		13		8		339.28		0		12.9821597
Bt9		32		12		7		336.48		0		18.9496617
Bt10		23		8		11		277.37		0		9.0861714
Bt11		32		8		13		335.74		0		6.2440397
Bt12		16		5		12		151.74		1		2.8133422
Bt13		14		14		7		177.68		0		39.8889255
Bt14		19		14		10		372.92		1		2.9070906
Bt15		29		10		6		197.25		0		30.2201983
Bt16		21		13		6		211.33		1		2.3534095
Bt17		35		13		14		646.83		0		5.7931173
Bt18		29		9		12		471.22		0		14.8631647
Bt19		14		6		13		146.87		0		6.0428416
Bt20		25		11		7		293.60		1		7.5262822
Bt21		34		14		9		544.47		0		10.7880812
Bt22		28		14		11		511.43		0		16.9890456
Bt23		14		5		9		61.51		0		3.5125113
Bt24		15		9		14		194.69		0		5.0027875
Bt25		18		10		9		171.47		1		2.3891065
Bt26		31		7		13		326.53		0		19.5037139
Bt27		19		12		6		139.81		0		7.6136167
Bt28		15		14		9		193.42		0		12.0936400
Bt29		28		12		13		437.52		0		29.8585189
Bt30		22		7		13		212.76		1		9.7154878
Bt31		12		9		9		178.54		0		7.1770167
Bt32		16		11		7		131.41		1		3.3982991
Bt33		32		6		10		202.03		0		8.7401767
Bt34		22		13		6		304.27		0		16.3024652
Bt35		19		12		12		487.53		0		26.7738631
Bt36		27		14		12		526.33		0		6.9181661
Bt37		32		11		11		591.63		1		8.9141836
Bt38		31		12		8		304.18		1		4.6698952
Bt39		13		6		12		123.67		0		24.4419203
Bt40		21		13		6		157.08		0		51.3233464
Bt41		29		6		9		197.44		0		42.2805554
Bt42		27		9		9		219.40		0		3.5131668
Bt43		16		13		6		163.90		0		23.6916476
Bt44		32		5		7		155.47		0		5.7464952
Bt45		30		10		11		449.34		1		1.8340643
Bt46		31		13		6		255.49		0		18.1640523
Bt47		28		11		14		504.84		0		4.4516003
Bt48		27		6		12		289.09		0		12.6056670
Bt49		14		7		14		143.08		0		8.2312433
Bt50		15		11		13		248.45		0		12.1920971
Bt51		26		11		6		241.37		0		9.6491191
Bt52		27		8		11		372.75		0		10.5864234
Bt53		29		6		6		138.16		0		8.4555763
Bt54		20		7		8		195.84		0		8.6287912
Bt55		33		10		8		307.05		0		5.1541972
Bt56		25		13		12		573.20		0		40.0526792
Bt57		33		5		12		218.41		0		4.5293398
Bt58		35		6		6		155.24		0		14.5685399
Bt59		19		11		7		239.27		0		33.5797759
Bt60		14		10		11		175.16		0		9.7072388
Bt61		27		10		12		455.70		0		9.9856697
Bt62		33		11		7		336.13		0		8.3510678
Bt63		13		13		6		153.90		0		29.9445126
Bt64		20		12		13		571.09		0		57.7774440
Bt65		13		5		9		54.58		0		8.8473615
Bt66		23		12		13		647.45		0		14.0678825
Bt67		26		8		8		246.61		0		17.0731725
Bt68		14		11		13		204.23		0		6.9022936
Bt69		26		10		13		490.65		1		3.1647493
Bt70		23		9		10		301.59		0		7.8612281
