Name				373_n060_m400_bt100
Number_of_Customers		60
Number_of_Items			400
Number_of_ItemTypes		100
Number_of_Vehicles		52
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		230		0		0		0
1		22		15		9		178		208		10		3526.75		19280
2		44		59		9		74		102		10		3240.95		18266
3		60		43		6		0		193		10		2295.56		13942
4		3		39		9		0		187		10		2591.47		17764
5		1		55		6		34		68		10		2104.94		14556
6		16		79		8		83		109		10		2195.79		15364
7		35		12		6		18		42		10		1738.68		11201
8		20		51		9		0		198		10		2656.77		17661
9		22		6		7		59		89		10		2075.96		14591
10		67		16		6		127		157		10		1816.45		12363
11		47		55		7		0		196		10		1768.08		11960
12		27		17		8		185		213		10		3145.27		18919
13		39		55		4		15		51		10		1538.98		8732
14		67		56		6		144		184		10		2147.13		14196
15		33		31		9		167		187		10		2864.47		17885
16		0		61		7		80		104		10		1829.19		13193
17		38		60		7		131		155		10		1812.68		12630
18		38		45		7		115		145		10		1990.09		13978
19		47		7		5		31		61		10		1321.02		8660
20		22		38		9		127		157		10		2260.59		14732
21		68		72		6		0		170		10		1893.2		12985
22		40		64		7		86		116		10		2452.16		14398
23		9		34		5		106		140		10		1025.5		7382
24		58		27		5		0		195		10		1486.09		11009
25		21		61		6		0		190		10		1990.85		14452
26		27		5		9		0		188		10		2538.15		16470
27		51		59		7		45		71		10		2327.84		13593
28		61		47		7		39		77		10		1523.37		11402
29		64		27		3		166		200		10		1429.57		8656
30		28		30		5		88		110		10		983.38		7104
31		0		11		9		41		77		10		2699.62		18431
32		40		17		6		29		61		10		2105.47		13672
33		13		61		5		142		174		10		2226.9		15924
34		40		1		7		0		185		10		1812.84		11690
35		19		41		6		167		199		10		1749.48		10913
36		55		79		9		48		70		10		2994.69		19782
37		68		51		7		82		108		10		2469.71		16974
38		35		17		9		0		202		10		3272.62		19420
39		37		67		8		169		199		10		2469.28		18917
40		39		9		5		48		76		10		1541.26		11625
41		42		31		7		32		62		10		2682.24		16200
42		50		29		6		87		113		10		1811.62		12616
43		20		75		6		96		134		10		2053.99		13853
44		22		9		5		57		85		10		1899.72		10446
45		58		60		7		25		55		10		2316.7		14845
46		70		41		9		84		116		10		2222.86		17729
47		36		40		5		152		174		10		1388.55		9952
48		26		67		8		0		186		10		3544		20739
49		7		15		5		129		163		10		2371.55		15752
50		61		51		7		102		124		10		2376.31		15623
51		15		12		4		0		189		10		1093.18		7616
52		31		76		6		110		138		10		1759.9		11370
53		38		6		7		169		199		10		2132.95		14343
54		53		37		5		0		201		10		1122.61		7641
55		25		76		5		113		143		10		2028.18		13394
56		70		75		9		0		166		10		3347.19		20592
57		54		25		6		0		198		10		1976.69		11185
58		3		63		5		130		162		10		1461.63		9603
59		60		75		7		126		148		10		1978.77		13812
60		31		40		6		184		216		10		1163.88		8460

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		32		11		6		310.58		0		25.9823476
Bt2		13		11		6		171.17		0		14.6558460
Bt3		13		8		12		178.91		0		60.0290152
Bt4		33		6		10		332.53		0		8.1246271
Bt5		20		10		13		432.78		0		9.7764139
Bt6		20		5		12		200.62		0		6.7800704
Bt7		12		9		13		226.52		0		27.5206260
Bt8		21		10		11		443.50		0		4.4955946
Bt9		18		9		12		413.78		0		12.1538094
Bt10		20		10		6		198.76		0		12.6059902
Bt11		18		8		11		219.74		0		17.1289909
Bt12		29		13		9		388.80		0		14.3453863
Bt13		34		8		11		471.97		0		11.6635314
Bt14		24		14		6		349.18		0		17.0261562
Bt15		30		5		7		189.72		0		38.4412540
Bt16		14		9		6		114.70		0		5.2484941
Bt17		26		12		11		614.08		0		11.9659352
Bt18		26		8		14		365.37		0		5.0738890
Bt19		32		13		6		478.66		0		19.0631769
Bt20		33		11		13		623.01		1		13.0496843
Bt21		19		9		10		274.59		0		24.4601117
Bt22		24		12		8		439.26		0		7.6258097
Bt23		28		11		9		472.94		0		5.2675510
Bt24		16		12		7		218.76		0		7.4359942
Bt25		18		11		10		313.40		0		8.7376726
Bt26		14		10		10		211.08		0		7.6811129
Bt27		23		6		8		117.86		0		6.3191864
Bt28		23		8		9		177.57		0		45.2698867
Bt29		20		5		12		184.23		0		8.6878936
Bt30		30		5		14		234.93		0		4.6230818
Bt31		19		6		7		80.01		0		3.8475856
Bt32		30		10		8		354.94		1		5.2873867
Bt33		35		12		7		402.38		0		13.9115968
Bt34		22		8		6		148.24		0		12.9506802
Bt35		20		5		11		117.22		0		26.0836921
Bt36		33		11		11		475.60		0		19.0812136
Bt37		14		12		12		229.34		0		22.9832268
Bt38		24		7		14		396.10		0		11.1320947
Bt39		35		9		14		771.43		0		25.9371260
Bt40		21		14		12		525.04		0		66.6817165
Bt41		31		12		12		618.09		1		7.9703426
Bt42		27		6		9		275.29		0		6.9691819
Bt43		25		10		8		253.70		0		8.9127532
Bt44		22		8		14		276.47		0		14.7548232
Bt45		31		11		13		757.90		0		17.1093575
Bt46		19		13		13		552.56		1		3.5005490
Bt47		18		14		11		518.70		1		2.2099545
Bt48		35		7		8		332.59		0		14.2414344
Bt49		21		9		10		272.60		0		29.4816272
Bt50		23		6		7		125.26		0		31.6524771
Bt51		28		11		12		590.76		0		12.5040979
Bt52		18		9		8		156.50		0		32.4663838
Bt53		32		6		6		118.77		0		7.2694739
Bt54		16		8		11		150.71		1		1.4511255
Bt55		17		8		6		95.14		0		5.9686803
Bt56		26		6		10		186.20		0		6.7696052
Bt57		33		10		9		327.99		0		6.5328507
Bt58		33		12		8		571.94		0		11.6391871
Bt59		29		7		8		165.07		1		5.2487599
Bt60		23		8		7		251.46		1		3.2319183
Bt61		14		12		7		158.74		0		7.9437472
Bt62		21		7		12		332.64		1		4.2070030
Bt63		34		7		13		375.40		0		24.3133619
Bt64		27		7		13		396.59		0		14.8871261
Bt65		21		9		10		269.21		1		4.2905314
Bt66		27		10		8		396.74		0		16.1385178
Bt67		24		10		7		249.27		0		35.5664250
Bt68		25		5		12		292.78		1		4.7082036
Bt69		35		8		11		403.36		1		2.4405373
Bt70		35		9		6		229.51		0		9.8268286
