Name				405_n060_m400_bt100
Number_of_Customers		60
Number_of_Items			400
Number_of_ItemTypes		100
Number_of_Vehicles		52
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		230		0		0		0
1		26		68		9		45		85		10		2835.72		17887
2		69		36		5		56		88		10		1962.16		13384
3		41		54		7		160		196		10		2139.38		16845
4		43		38		6		0		211		10		2568.69		15460
5		17		78		6		0		173		10		1974.23		14640
6		1		1		9		0		171		10		2741.33		21462
7		46		29		8		0		207		10		3290.79		24070
8		57		11		5		133		159		10		1634.7		12351
9		15		36		5		62		92		10		1460.3		9973
10		58		22		4		0		193		10		1286.55		8966
11		63		5		6		0		178		10		3019.22		17273
12		45		25		7		32		64		10		2835.54		20541
13		49		73		8		0		179		10		2730.75		16504
14		42		13		6		57		87		10		1946.03		12612
15		52		50		9		0		197		10		2795.17		18943
16		65		44		7		51		79		10		2236.03		16546
17		13		44		5		171		193		10		1350.82		10294
18		2		37		8		0		186		10		2076.94		14039
19		37		64		8		0		190		10		2984.44		24771
20		41		64		5		138		164		10		2136.6		16247
21		65		27		8		0		188		10		2024.02		15427
22		64		19		3		26		54		10		625.58		5644
23		57		14		8		66		102		10		3577.04		21343
24		7		22		6		50		78		10		2996.5		20349
25		59		30		7		0		195		10		1590.4		11296
26		57		69		7		0		179		10		2299.47		14775
27		12		39		9		0		196		10		3526.29		21021
28		23		78		3		0		175		10		982.92		6536
29		12		3		7		0		180		10		2086.83		14028
30		18		66		7		0		184		10		2214		18340
31		56		0		9		75		107		10		2861.13		19170
32		34		47		9		0		207		10		2545.86		18366
33		0		33		7		101		141		10		2408.67		18210
34		1		76		7		0		166		10		3269.03		20189
35		34		54		5		0		200		10		1204.65		9197
36		51		2		4		134		162		10		1287.11		8328
37		7		78		6		124		150		10		1593.18		10935
38		54		64		5		70		92		10		1896.06		11963
39		53		61		8		46		78		10		2748.5		19696
40		10		32		6		118		146		10		2178.54		16251
41		34		1		6		118		158		10		2160.43		13520
42		50		43		9		105		137		10		2552.87		18192
43		16		40		7		121		151		10		2362.02		17658
44		63		64		6		0		179		10		1436.97		9519
45		38		61		9		0		193		10		2810.61		18273
46		29		69		5		0		185		10		1397.05		9663
47		43		43		9		0		208		10		2180.32		15642
48		44		62		6		0		191		10		1389.77		10195
49		36		24		9		68		94		10		3099.58		21868
50		26		19		8		40		66		10		2056.47		14953
51		67		70		4		0		172		10		1251.57		7784
52		14		31		9		0		198		10		2719.97		19461
53		47		64		4		29		55		10		1565.09		11265
54		65		9		6		0		180		10		1656.49		13065
55		33		64		6		141		169		10		1441.84		10007
56		33		8		7		0		192		10		2073.28		15523
57		10		46		5		60		92		10		2602.17		16312
58		18		35		6		45		69		10		1553.98		11044
59		69		77		9		0		165		10		2558.48		19689
60		14		14		6		84		106		10		1670.73		12002

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		19		8		9		238.52		0		11.6994360
Bt2		22		13		7		216.79		0		11.1752457
Bt3		23		6		10		169.21		1		3.3472327
Bt4		14		8		7		104.27		1		1.7872819
Bt5		33		13		9		532.29		0		11.4130131
Bt6		27		13		6		240.85		0		3.0758649
Bt7		26		10		13		436.16		0		9.6705495
Bt8		16		6		14		264.11		0		23.3007931
Bt9		16		9		6		142.49		0		17.0564837
Bt10		22		5		6		89.46		0		43.3723827
Bt11		14		10		9		154.20		0		7.9314357
Bt12		25		14		12		696.07		0		19.1704291
Bt13		13		12		8		221.66		0		9.8319833
Bt14		33		6		8		264.18		0		8.4128955
Bt15		28		10		14		536.16		0		10.3183557
Bt16		16		5		12		128.50		0		25.2773840
Bt17		15		10		9		157.39		0		7.2600264
Bt18		35		14		13		956.59		1		3.5164951
Bt19		19		7		7		102.79		0		6.8849539
Bt20		23		9		13		380.48		0		10.9995988
Bt21		18		8		9		218.01		0		52.8903601
Bt22		18		11		8		267.81		0		6.4512640
Bt23		32		10		6		288.08		0		5.9291639
Bt24		35		6		14		336.48		0		10.3152787
Bt25		14		8		8		93.13		0		6.5429035
Bt26		28		8		8		270.40		1		9.5555830
Bt27		33		14		13		831.66		0		4.2691130
Bt28		13		10		13		229.28		0		8.5844868
Bt29		13		13		11		354.75		1		6.1674774
Bt30		34		6		9		192.92		0		3.0158463
Bt31		23		10		6		227.95		0		10.3639833
Bt32		29		6		7		169.47		0		9.4272481
Bt33		34		13		9		423.82		0		19.9674928
Bt34		21		10		9		202.87		1		2.8445816
Bt35		14		14		9		328.70		0		12.9657649
Bt36		33		14		9		675.15		0		8.0674729
Bt37		21		13		7		266.79		1		2.8733381
Bt38		35		11		13		550.61		0		13.1029676
Bt39		32		10		8		268.39		0		12.0812099
Bt40		20		13		9		396.23		0		16.0955828
Bt41		16		9		10		268.35		1		2.8350362
Bt42		22		8		8		258.10		0		7.1739620
Bt43		13		6		8		95.28		0		11.2132333
Bt44		35		12		13		1076.95		1		3.4745867
Bt45		21		8		7		178.41		0		4.6853872
Bt46		26		7		10		231.29		1		2.2580023
Bt47		21		13		12		600.15		0		8.0461135
Bt48		26		11		14		527.22		0		21.4499739
Bt49		29		7		11		245.10		0		4.3878509
Bt50		24		14		7		345.15		0		35.8909101
Bt51		21		9		11		312.72		0		17.3774740
Bt52		26		6		11		340.57		0		31.0690423
Bt53		33		8		11		402.17		0		19.7693064
Bt54		13		12		10		197.08		0		14.7832699
Bt55		27		13		8		495.94		1		4.0328327
Bt56		29		12		10		352.10		0		8.0298822
Bt57		30		5		8		147.34		0		32.9640192
Bt58		28		13		14		801.65		1		3.9957373
Bt59		28		13		7		334.14		0		49.2082847
Bt60		13		7		9		84.48		0		10.9258079
Bt61		19		9		11		253.23		0		12.3581891
Bt62		13		6		13		156.93		0		15.1878800
Bt63		29		14		11		599.74		0		8.9767042
Bt64		26		10		6		250.12		0		11.0710869
Bt65		21		8		14		436.85		0		7.7007812
Bt66		19		14		6		211.58		0		8.0123723
Bt67		35		8		12		381.28		0		21.8345695
Bt68		35		5		12		282.17		0		14.9142875
Bt69		26		13		14		816.61		0		25.0644141
Bt70		25		14		6		281.58		0		10.9877142
Bt71		25		13		12		418.25		0		17.7363012
Bt72		32		7		7		172.78		0		6.2506429
Bt73		15		13		11		339.47		0		15.7757523
Bt74		12		5		7		51.64		0		5.4927475
Bt75		25		13		12		405.70		0		28.8145351
Bt76		28		13		7		505.87		0		9.1597279
Bt77		33		12		6		342.03		0		60.3575565
Bt78		26		9		13		569.44		1		3.0435486
Bt79		26		11		8		406.99		0		28.5216226
Bt80		19		9		11		256.57		0		16.9117837
Bt81		21		12		13		560.65		0		48.6997235
Bt82		19		13		14		862.07		0		12.3164037
Bt83		28		8		10		255.11		0		5.6395271
Bt84		25		9		6		161.24		0		10.0617871
Bt85		29		11		6		198.13		1		3.6606428
Bt86		35		9		7		293.69		0		12.3733580
Bt87		29		9		9		356.19		0		5.8228726
Bt88		33		10		8		329.94		0		19.0898341
Bt89		25		6		8		123.02		1		1.3917105
Bt90		21		10		12		362.66		1		2.6355418
Bt91		34		9		9		457.71		0		58.8358719
Bt92		24		11		7		290.78		1		3.5010505
Bt93		28		11		12		562.95		0		16.7900738
Bt94		12		9		11		201.29		0		18.2725924
Bt95		30		13		8		365.64		1		1.2719319
Bt96		13		13		13		419.96		1		20.0378334
Bt97		15		10		10		221.51		0		52.7522087
Bt98		18		8		12		179.66		0		13.0814241
Bt99		22		11		10		426.06		1		4.6642036
Bt100		21		8		12		225.92		0		9.4075112

DEMANDS PER CUSTOMER
i	Type Quantity
1	Bt3 1	Bt22 1	Bt29 1	Bt43 1	Bt48 1	Bt52 2	Bt81 1	Bt98 1	
2	Bt37 1	Bt56 1	Bt81 1	Bt90 1	Bt96 1	
3	Bt3 1	Bt23 1	Bt29 1	Bt38 1	Bt39 1	Bt61 1	Bt83 1	
4	Bt1 1	Bt21 1	Bt52 1	Bt58 1	Bt79 1	Bt93 1	
5	Bt3 1	Bt6 1	Bt29 1	Bt33 1	Bt95 1	Bt96 1	
6	Bt37 1	Bt38 1	Bt54 1	Bt57 1	Bt72 1	Bt75 1	Bt77 1	Bt91 1	Bt94 1	
7	Bt21 1	Bt24 1	Bt27 1	Bt30 1	Bt40 1	Bt48 1	Bt67 1	Bt79 1	
8	Bt5 1	Bt23 1	Bt28 1	Bt83 1	Bt88 1	
9	Bt14 1	Bt42 1	Bt53 1	Bt87 1	Bt98 1	
10	Bt7 1	Bt16 1	Bt81 1	Bt84 1	
11	Bt18 1	Bt22 1	Bt64 1	Bt80 1	Bt82 1	Bt99 1	
12	Bt2 1	Bt27 1	Bt29 1	Bt38 1	Bt61 1	Bt79 1	Bt97 1	
13	Bt1 1	Bt12 1	Bt28 1	Bt40 1	Bt45 1	Bt78 1	Bt94 1	Bt97 1	
14	Bt9 1	Bt31 1	Bt55 1	Bt92 1	Bt93 1	Bt100 1	
15	Bt2 1	Bt16 1	Bt17 1	Bt38 1	Bt43 1	Bt66 1	Bt68 1	Bt82 1	Bt92 1	
16	Bt4 1	Bt7 1	Bt15 2	Bt32 1	Bt53 1	Bt74 1	
17	Bt57 2	Bt63 1	Bt83 1	Bt94 1	
18	Bt4 1	Bt13 1	Bt14 1	Bt25 1	Bt48 1	Bt50 1	Bt60 1	Bt65 1	
19	Bt14 1	Bt24 1	Bt33 1	Bt38 1	Bt45 1	Bt71 1	Bt75 1	Bt79 1	
20	Bt48 1	Bt49 1	Bt58 1	Bt62 1	Bt75 1	
21	Bt6 1	Bt34 1	Bt54 1	Bt58 1	Bt60 1	Bt72 1	Bt89 1	Bt94 1	
22	Bt3 1	Bt4 1	Bt56 1	
23	Bt8 1	Bt47 2	Bt50 1	Bt55 1	Bt69 1	Bt84 1	Bt86 1	
24	Bt11 1	Bt15 1	Bt27 1	Bt50 1	Bt51 1	Bt69 1	
25	Bt13 1	Bt35 1	Bt57 1	Bt59 2	Bt72 1	Bt74 1	
26	Bt8 1	Bt31 1	Bt48 1	Bt60 1	Bt79 1	Bt90 1	Bt99 1	
27	Bt28 1	Bt31 1	Bt49 1	Bt50 1	Bt69 1	Bt72 1	Bt82 1	Bt94 1	Bt99 1	
28	Bt15 1	Bt41 1	Bt45 1	
29	Bt7 1	Bt28 1	Bt41 1	Bt45 1	Bt68 1	Bt78 1	Bt89 1	
30	Bt8 1	Bt25 1	Bt30 1	Bt38 1	Bt39 1	Bt49 1	Bt63 1	
31	Bt16 1	Bt17 1	Bt29 1	Bt48 1	Bt66 1	Bt76 1	Bt88 1	Bt96 1	Bt100 1	
32	Bt1 1	Bt16 1	Bt34 1	Bt43 1	Bt45 1	Bt56 1	Bt71 1	Bt76 1	Bt99 1	
33	Bt21 1	Bt24 1	Bt42 1	Bt56 1	Bt63 1	Bt70 1	Bt90 1	
34	Bt2 1	Bt34 1	Bt51 1	Bt56 1	Bt69 1	Bt76 1	Bt82 1	
35	Bt7 1	Bt66 2	Bt74 1	Bt86 1	
36	Bt23 1	Bt55 1	Bt70 1	Bt97 1	
37	Bt23 1	Bt24 1	Bt40 1	Bt52 1	Bt57 1	Bt60 1	
38	Bt20 1	Bt47 1	Bt57 1	Bt77 1	Bt99 1	
39	Bt4 1	Bt7 1	Bt16 1	Bt27 1	Bt30 1	Bt34 1	Bt99 2	
40	Bt7 2	Bt20 1	Bt39 1	Bt46 1	Bt99 1	
41	Bt7 1	Bt52 1	Bt57 1	Bt65 2	Bt90 1	
42	Bt22 1	Bt30 1	Bt41 2	Bt43 1	Bt53 2	Bt64 1	Bt75 1	
43	Bt5 1	Bt56 1	Bt61 1	Bt68 1	Bt74 1	Bt81 1	Bt88 1	
44	Bt21 1	Bt45 1	Bt52 1	Bt68 1	Bt80 1	Bt84 1	
45	Bt1 1	Bt14 1	Bt27 1	Bt29 1	Bt30 1	Bt42 1	Bt45 1	Bt92 1	Bt94 1	
46	Bt37 1	Bt43 1	Bt53 1	Bt77 1	Bt92 1	
47	Bt4 1	Bt6 1	Bt9 1	Bt37 1	Bt61 1	Bt70 1	Bt77 1	Bt89 1	Bt99 1	
48	Bt10 2	Bt11 1	Bt20 1	Bt59 1	Bt77 1	
49	Bt8 1	Bt9 1	Bt13 1	Bt38 1	Bt48 1	Bt59 1	Bt62 1	Bt73 1	Bt93 1	
50	Bt1 1	Bt17 1	Bt19 1	Bt37 1	Bt50 1	Bt61 1	Bt88 1	Bt90 1	
51	Bt72 1	Bt74 1	Bt78 1	Bt91 1	
52	Bt14 1	Bt17 1	Bt27 1	Bt32 1	Bt40 1	Bt51 1	Bt54 1	Bt66 1	Bt98 1	
53	Bt12 1	Bt33 1	Bt37 1	Bt45 1	
54	Bt2 1	Bt3 1	Bt4 1	Bt10 1	Bt27 1	Bt49 1	
55	Bt4 1	Bt19 1	Bt31 1	Bt42 1	Bt48 1	Bt97 1	
56	Bt2 1	Bt19 1	Bt56 1	Bt58 1	Bt62 1	Bt97 2	
57	Bt12 1	Bt13 1	Bt36 2	Bt59 1	
58	Bt42 1	Bt57 1	Bt71 1	Bt72 1	Bt74 1	Bt76 1	
59	Bt11 1	Bt13 1	Bt23 2	Bt30 1	Bt64 1	Bt71 1	Bt73 1	Bt75 1	
60	Bt31 1	Bt32 1	Bt39 1	Bt48 1	Bt74 1	Bt99 1	
