Name				447_n060_m400_bt100
Number_of_Customers		60
Number_of_Items			400
Number_of_ItemTypes		100
Number_of_Vehicles		18
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		1000		0		0		0
1		37		27		7		519		773		10		619.91		2069
2		45		18		6		466		706		10		429.41		1773
3		67		59		7		419		615		10		567.99		2360
4		35		3		6		516		686		10		287.69		1305
5		13		6		7		499		717		10		631.16		1916
6		4		63		4		681		933		10		462.25		1288
7		53		23		8		599		811		10		850.46		2851
8		4		58		7		440		678		10		423.86		2255
9		43		33		5		564		774		10		551.21		1580
10		1		70		7		62		300		10		712.24		2282
11		70		60		9		0		176		10		735		2459
12		25		74		9		153		375		10		887.39		3848
13		36		58		9		285		529		10		776.67		2961
14		3		42		8		812		1000		10		371.55		1656
15		26		64		6		827		1000		10		315.13		1278
16		25		41		6		207		495		10		309.07		1371
17		37		68		6		285		511		10		509.3		1927
18		49		72		6		538		794		10		348.63		2346
19		44		27		7		184		466		10		539.51		2165
20		47		27		5		700		932		10		394.48		1692
21		17		8		6		714		972		10		629.64		1984
22		55		26		7		31		293		10		688.99		2152
23		61		25		4		0		148		10		463.7		1077
24		70		16		4		162		430		10		291.32		1051
25		38		3		9		551		807		10		678.47		2615
26		61		34		5		477		711		10		420.75		1334
27		36		9		9		718		958		10		515.65		2221
28		0		75		7		0		182		10		691.39		2157
29		33		32		8		365		619		10		672.02		2229
30		43		54		9		93		329		10		562		2553
31		17		51		4		293		535		10		449.51		1646
32		6		54		7		137		385		10		695.99		2457
33		63		38		9		755		979		10		504.8		2371
34		67		16		6		613		891		10		494.61		1622
35		0		5		7		0		171		10		651.31		2415
36		65		2		5		377		659		10		425.55		1670
37		29		27		8		203		509		10		647.33		2366
38		23		35		8		547		793		10		551.24		2241
39		33		9		6		599		841		10		384.36		1782
40		36		18		9		0		123		10		928.77		3651
41		18		1		5		503		725		10		369.06		1697
42		67		5		9		133		409		10		1001.75		3707
43		26		15		8		573		819		10		435.03		2150
44		60		21		9		541		851		10		909.69		2891
45		5		72		4		250		472		10		311.83		889
46		18		42		5		399		671		10		302.83		1304
47		4		7		8		594		842		10		547.46		2360
48		7		80		7		104		358		10		575.39		2206
49		63		78		8		14		298		10		412.67		1518
50		26		52		5		472		680		10		384.96		1678
51		15		32		6		593		835		10		468.15		1922
52		62		1		3		344		648		10		128.24		952
53		56		64		6		550		756		10		277.5		1306
54		8		76		4		209		453		10		530.04		1841
55		64		49		7		23		239		10		642.05		2767
56		46		49		9		511		715		10		583.18		2529
57		19		57		6		232		498		10		366.31		1854
58		57		35		4		0		180		10		248.51		1138
59		70		52		9		521		779		10		1124.33		3455
60		32		14		6		360		560		10		677.26		1826

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		14		6		7		92.21		0		3.0881086
Bt2		10		5		7		62.91		0		13.9446962
Bt3		6		2		7		25.92		1		14.2549136
Bt4		9		5		3		17.68		0		7.2309409
Bt5		15		2		7		40.58		0		5.3225744
Bt6		10		7		6		89.75		0		3.4311959
Bt7		8		5		7		31.62		0		3.8873338
Bt8		14		5		7		233.16		1		3.9969501
Bt9		7		5		3		20.71		0		46.9916320
Bt10		12		3		6		62.86		0		12.5106147
Bt11		15		4		6		81.88		0		9.6797536
Bt12		12		3		7		51.47		1		6.0307764
Bt13		10		6		7		82.87		0		8.6151565
Bt14		13		4		6		57.26		1		2.2973059
Bt15		17		6		7		174.17		0		14.7169647
Bt16		11		6		6		115.68		0		10.8723067
Bt17		16		6		4		114.34		0		12.8843039
Bt18		10		4		5		46.46		0		20.5714096
Bt19		16		5		8		185.88		0		10.2563357
Bt20		17		4		5		70.89		1		2.9563188
Bt21		16		7		7		200.74		0		5.8547499
Bt22		14		5		8		174.79		0		15.9936539
Bt23		14		4		4		24.17		1		0.7790477
Bt24		10		6		5		88.77		0		7.4156948
Bt25		8		7		6		98.97		0		10.1114783
Bt26		12		5		8		134.28		1		2.6712414
Bt27		6		4		7		32.90		0		3.7890127
Bt28		8		3		6		38.03		1		6.3248884
Bt29		13		6		4		248.69		1		8.1033311
Bt30		15		6		7		169.11		0		4.5575217
Bt31		6		3		8		42.74		0		57.0850825
Bt32		14		3		8		51.88		1		7.3062019
Bt33		12		6		3		102.91		1		22.7655552
Bt34		7		3		4		26.38		0		12.5830429
Bt35		15		4		8		122.16		0		9.5403851
Bt36		15		5		8		136.49		1		5.1557271
Bt37		16		3		3		30.91		0		19.1995961
Bt38		9		6		8		81.67		0		3.0151421
Bt39		13		5		5		36.64		0		5.3833178
Bt40		10		5		7		162.03		0		23.2437858
Bt41		6		6		8		30.46		1		2.4088665
Bt42		6		5		3		85.26		0		44.7288759
Bt43		14		4		8		121.78		0		39.4071736
Bt44		9		3		7		60		0		30.4252976
Bt45		9		5		7		77.25		0		7.1155969
Bt46		14		4		7		87.16		0		14.8105700
Bt47		9		4		7		78.19		1		9.2732395
Bt48		8		3		4		105.39		0		49.5096713
Bt49		12		3		3		65.08		0		34.4409681
Bt50		10		4		6		50.42		1		4.7497248
Bt51		9		6		8		129.59		0		20.3317796
Bt52		10		7		7		51.26		1		3.9340966
Bt53		9		6		3		80.21		0		20.6393724
Bt54		15		3		4		43.56		0		14.8278318
Bt55		12		4		5		30.35		0		6.4923607
Bt56		11		3		8		72.15		0		9.2090997
Bt57		17		5		7		179.12		0		22.2197431
Bt58		15		4		4		28.99		0		10.1863712
Bt59		7		5		5		19.73		0		8.2436442
Bt60		13		7		5		72.67		0		7.5327873
Bt61		10		4		4		169.24		0		44.5240096
Bt62		10		4		4		151.82		0		209.2915647
Bt63		10		3		6		44.02		0		9.4222890
Bt64		6		4		5		62.59		1		47.9657644
Bt65		6		3		6		31.41		0		42.7805096
Bt66		13		7		3		33.90		0		5.7966219
Bt67		6		4		7		34.23		0		9.6047583
