Name				313_n020_m400_bt100
Number_of_Customers		20
Number_of_Items			400
Number_of_ItemTypes		100
Number_of_Vehicles		10
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		230		0		0		0
1		3		32		21		27		57		10		440.11		5657
2		37		38		21		69		97		10		541		6386
3		46		46		20		6		32		10		419.91		4979
4		23		64		24		0		188		10		589.36		6391
5		47		30		25		164		192		10		466.51		5619
6		58		5		19		0		182		10		397.9		4566
7		58		34		17		33		57		10		443.74		4305
8		62		33		17		94		120		10		361.03		4209
9		53		32		15		120		144		10		340.96		3710
10		40		36		21		0		214		10		539.92		5919
11		22		26		21		40		72		10		476.72		5792
12		47		25		22		0		204		10		507.51		5697
13		55		66		15		97		129		10		392.16		4446
14		20		46		22		0		201		10		490.91		5460
15		14		72		19		29		61		10		474.05		5191
16		63		69		18		71		99		10		258.16		2989
17		46		64		27		43		73		10		639.59		7130
18		41		25		16		67		99		10		431.62		5025
19		3		40		17		133		161		10		362.96		4141
20		5		20		23		124		152		10		536		5873

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		6		5		4		9.76		0		3.4335891
Bt2		13		6		5		33.95		0		3.6955280
Bt3		15		5		3		27.21		0		5.2712220
Bt4		17		7		3		38.22		0		4.6594741
Bt5		12		3		3		6.44		0		2.1424390
Bt6		8		4		3		13.77		0		3.4185556
Bt7		11		2		5		5.62		0		13.6352307
Bt8		7		5		5		16.18		0		1.4001998
Bt9		7		5		7		15.48		0		6.2438908
Bt10		7		5		4		19.54		1		1.5041239
Bt11		10		4		5		24.70		0		9.8741190
Bt12		8		4		3		7.31		0		5.1574904
Bt13		7		7		6		19.03		0		8.6362227
Bt14		16		2		5		19.87		0		5.2200918
Bt15		9		6		5		17.12		0		5.0994705
Bt16		8		7		5		40.10		0		11.8855951
Bt17		11		7		7		56.41		0		3.1641037
Bt18		17		4		5		22.52		0		7.1766388
Bt19		15		7		3		15.50		0		0.9707683
Bt20		11		6		6		34.94		0		30.2308594
Bt21		8		3		4		5.84		0		9.3724824
Bt22		7		4		8		27.82		0		5.0770988
Bt23		9		4		6		21.72		1		0.8632691
Bt24		9		4		5		12.85		1		1.1541717
Bt25		6		5		4		16		0		4.5465534
Bt26		6		3		8		20.17		0		3.9300914
Bt27		7		5		4		11.88		0		3.9495026
Bt28		7		3		5		5.61		0		4.1907856
Bt29		11		3		6		28.17		0		30.1437380
Bt30		8		5		4		9.66		0		1.8029236
Bt31		17		7		8		70.13		0		1.6463090
Bt32		11		4		7		17.96		1		1.4595829
Bt33		7		6		6		22.19		0		2.7775995
Bt34		12		3		4		17.87		0		5.0829188
Bt35		12		6		8		82.91		0		29.6912344
Bt36		11		4		5		14.95		0		2.8615788
Bt37		10		4		8		21.34		0		6.4412610
Bt38		10		6		6		37.56		1		2.1406724
Bt39		15		3		5		29.67		0		12.4802865
Bt40		11		3		4		6.38		0		2.3334393
Bt41		14		6		4		18.86		1		0.5663184
Bt42		9		5		8		26.41		0		4.9359277
Bt43		7		6		3		18.16		1		9.2169075
Bt44		16		5		7		49.90		0		1.9463684
Bt45		8		4		7		14.67		0		3.6851542
Bt46		14		7		3		23.25		0		3.9396430
Bt47		16		7		5		71		0		5.4785148
Bt48		12		3		6		15.49		0		3.8290331
Bt49		14		4		7		19.16		1		0.4272010
Bt50		12		2		6		13.73		1		3.5924878
Bt51		13		4		8		20.17		1		1.2848691
Bt52		15		3		7		41.23		0		37.5398325
Bt53		14		6		5		32.24		0		4.8462400
Bt54		7		6		7		29.09		1		1.6502458
Bt55		15		5		6		33.83		0		12.1886451
Bt56		17		5		5		48.65		0		20.0657376
Bt57		7		6		6		18.87		0		3.5843992
Bt58		7		7		7		18.18		0		4.4339529
Bt59		8		5		7		17.18		0		5.8672554
Bt60		6		4		8		21.34		0		4.2604485
Bt61		7		5		6		23.24		0		3.9946132
Bt62		6		2		8		4.61		0		3.5705616
Bt63		17		3		4		10.21		0		3.0983285
Bt64		11		5		7		47.94		0		11.9921061
Bt65		16		5		3		30.54		0		5.9034907
Bt66		11		4		5		13.86		0		2.2965081
Bt67		9		6		6		20.43		1		1.7294400
Bt68		16		7		6		73.09		0		14.9557916
Bt69		7		4		7		22.97		0		6.1070414
Bt70		9		5		5		26.87		1		1.5725409
Bt71		7		5		3		7.02		0		2.4889595
Bt72		7		5		4		12.19		0		3.1456042
Bt73		11		5		6		28.98		0		4.5108755
Bt74		9		3		8		29.32		1		1.1069819
Bt75		11		4		7		42.34		0		30.1813075
Bt76		14		4		8		22.53		1		2.4539261
Bt77		6		3		3		6.22		0		15.5326182
Bt78		9		4		5		12.43		0		2.1807130
Bt79		14		2		8		15.57		0		1.5280314
Bt80		12		4		3		16.90		1		1.2875890
Bt81		15		6		5		48.90		0		5.3869063
Bt82		10		3		3		6.83		1		0.5389649
Bt83		8		4		5		16.44		0		8.7513654
Bt84		12		2		5		7.08		0		4.0345327
Bt85		6		4		3		10.12		0		22.6964573
Bt86		9		2		3		6.22		0		7.5968169
Bt87		16		4		6		29.91		1		1.4236758
Bt88		13		2		8		29.48		0		6.1153235
Bt89		10		4		3		13.42		0		3.5043459
Bt90		17		3		4		12.68		1		0.4955681
Bt91		14		4		8		45.44		0		16.0597482
Bt92		6		3		3		5.40		0		14.7005173
Bt93		13		7		6		29.01		0		4.2698708
Bt94		10		4		4		16.99		0		4.6831603
Bt95		7		2		7		8.04		0		1.9754331
Bt96		14		4		5		14.56		0		13.1507251
Bt97		10		3		8		24.71		0		3.2355388
Bt98		11		6		6		20.84		0		10.3279239
Bt99		11		5		6		30.63		0		2.4770160
Bt100		17		7		4		58.21		1		4.4871377

DEMANDS PER CUSTOMER
i	Type Quantity
1	Bt5 1	Bt6 1	Bt7 1	Bt21 1	Bt31 1	Bt33 1	Bt41 1	Bt44 1	Bt51 1	Bt54 1	Bt56 1	Bt59 1	Bt60 1	Bt63 1	Bt67 1	Bt73 1	Bt76 1	Bt77 1	Bt85 1	Bt86 2	
2	Bt4 1	Bt13 1	Bt31 1	Bt32 1	Bt37 1	Bt46 1	Bt49 1	Bt54 1	Bt63 1	Bt64 1	Bt65 2	Bt67 1	Bt69 1	Bt72 1	Bt75 1	Bt76 1	Bt79 1	Bt88 1	Bt90 1	Bt92 1	
3	Bt3 1	Bt6 1	Bt9 1	Bt14 1	Bt19 1	Bt23 2	Bt30 1	Bt32 2	Bt33 1	Bt38 1	Bt55 1	Bt63 2	Bt68 1	Bt70 1	Bt71 1	Bt90 1	Bt92 1	
4	Bt3 1	Bt10 1	Bt17 1	Bt19 1	Bt20 1	Bt33 1	Bt34 2	Bt42 1	Bt54 1	Bt56 1	Bt59 1	Bt60 1	Bt62 1	Bt68 1	Bt71 1	Bt77 1	Bt80 1	Bt86 1	Bt91 1	Bt94 2	Bt98 2	
