Name				013_n020_m200_bt100
Number_of_Customers		20
Number_of_Items			200
Number_of_ItemTypes		100
Number_of_Vehicles		6
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		230		0		0		0
1		61		61		9		0		183		10		477.53		2007
2		62		75		8		0		171		10		377.34		2611
3		23		32		10		0		207		10		283.29		1898
4		45		5		11		71		97		10		501.92		3352
5		34		45		10		0		209		10		387.89		1783
6		70		58		9		0		178		10		502.53		2829
7		52		6		10		0		186		10		433.19		3036
8		35		59		9		119		153		10		251		1624
9		48		8		9		0		190		10		740.45		3118
10		0		16		9		0		180		10		417.16		2537
11		19		40		11		0		203		10		423.91		2835
12		0		52		8		0		181		10		173.07		1168
13		46		55		13		0		197		10		533.22		2542
14		50		18		10		0		197		10		486.76		1886
15		6		65		10		0		178		10		442.73		1887
16		30		68		11		0		186		10		653.97		4125
17		31		31		12		129		161		10		522.64		3109
18		17		7		9		0		186		10		328.4		1382
19		20		46		10		17		47		10		406.8		2285
20		35		8		12		90		110		10		863.53		3238

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		7		2		8		17.76		1		2.1186358
Bt2		12		5		5		52.30		0		7.9231686
Bt3		9		6		3		31.64		0		11.2637956
Bt4		10		4		4		19.71		0		4.3491550
Bt5		8		3		4		16.99		0		30.8761462
Bt6		10		2		8		28.69		1		1.2782673
Bt7		13		6		8		93.92		0		5.9598712
Bt8		13		3		5		35.48		0		3.6928783
Bt9		13		7		4		59.38		0		5.3167269
Bt10		9		4		8		31.90		0		7.4470443
Bt11		10		4		3		20.75		0		12.0700200
Bt12		13		5		8		98.80		0		7.9268223
Bt13		12		5		3		21.92		0		2.8312142
Bt14		7		4		4		13.39		0		4.9614609
Bt15		12		4		8		52.62		0		5.1672502
Bt16		16		4		6		76.10		0		6.9142563
Bt17		9		5		4		25.20		1		3.4049954
Bt18		12		2		5		123.37		0		21.1590805
Bt19		15		2		6		29.50		0		7.6050628
Bt20		7		4		7		20.46		0		6.3321598
Bt21		6		6		5		21.88		1		0.8372803
Bt22		8		2		6		18.27		0		6.4375099
Bt23		6		2		3		4.25		0		10.6156629
Bt24		8		5		5		32.54		1		0.9087142
Bt25		6		6		6		28.54		1		1.0287155
Bt26		6		2		8		44.61		0		18.8904140
Bt27		12		2		6		25.58		0		3.1825923
Bt28		17		4		4		36.64		0		8.8946390
Bt29		8		3		5		14.94		0		4.3954007
Bt30		13		6		4		33.93		1		0.7775151
Bt31		15		5		5		50.25		0		10.7523983
Bt32		6		4		6		23.73		1		3.8428530
Bt33		10		4		8		45.71		0		4.4017643
Bt34		16		7		7		99.75		0		14.0643586
Bt35		16		3		8		51.07		0		9.1228434
Bt36		9		5		3		25.20		0		5.3449851
Bt37		10		6		7		69.45		0		8.2967783
Bt38		12		4		6		45.09		0		2.7278273
Bt39		8		6		8		46.92		0		1.9632851
Bt40		14		6		3		26.74		0		13.5556477
Bt41		10		6		8		52.56		1		1.0066659
Bt42		11		7		5		58.46		0		3.4272081
Bt43		6		3		4		12.63		1		3.6432976
Bt44		11		6		4		40.33		0		15.8039244
Bt45		12		7		5		138.82		0		16.4310455
Bt46		15		5		3		42.48		0		6.0750157
Bt47		11		4		6		52.69		0		10.7000857
Bt48		11		5		3		30.04		0		7.7766177
Bt49		14		7		3		51.43		0		3.4724749
Bt50		17		7		8		179.24		0		27.3583388
Bt51		16		3		5		32.63		0		10.1994027
Bt52		9		4		6		33.06		1		8.0615844
Bt53		10		5		3		27.57		0		18.4540569
Bt54		9		2		7		21.37		0		11.9976685
Bt55		10		4		4		16.11		0		7.2999836
Bt56		16		5		4		52.83		1		7.2437973
Bt57		7		3		3		36.77		0		52.1010846
Bt58		11		7		5		74.32		1		2.2884268
Bt59		12		7		4		48.62		0		6.6999092
Bt60		10		7		5		54.64		0		3.7022442
Bt61		16		5		3		74.34		0		33.4190941
Bt62		6		6		3		20.71		0		6.8787623
Bt63		6		3		4		12.73		0		6.5462181
Bt64		12		6		6		43.22		0		14.6554262
Bt65		6		6		6		58.59		0		9.2261055
Bt66		10		5		5		32.75		1		1.6049636
Bt67		13		4		3		88.40		1		4.7147177
Bt68		16		4		6		71.14		0		6.9322313
Bt69		10		7		3		234.87		0		42.0810175
Bt70		15		3		3		25.20		1		2.0837587
Bt71		11		5		3		19.73		0		11.5137433
Bt72		6		3		7		18.80		0		28.9598216
Bt73		12		3		8		131.11		0		19.4377724
Bt74		17		5		6		88.73		1		2.7941922
Bt75		9		4		4		21.30		0		31.0757703
Bt76		11		3		7		138.93		0		15.3907586
Bt77		11		3		7		25.12		1		1.0260861
Bt78		8		2		4		11.42		0		5.0854404
Bt79		9		6		8		63.88		0		5.1580236
Bt80		10		2		6		20.58		0		13.7153857
Bt81		7		2		4		7.43		1		4.9730935
Bt82		7		6		6		45.43		0		7.7833969
Bt83		6		2		7		53.15		1		9.2497377
Bt84		7		3		7		18.88		0		8.1324136
Bt85		7		4		3		14.99		0		17.9172355
Bt86		12		4		7		65.69		0		25.8167407
Bt87		12		3		4		20.13		0		6.1296878
Bt88		7		5		5		30.15		0		4.8657252
Bt89		14		3		6		34		0		5.2730048
Bt90		12		5		4		29.49		0		5.7451137
Bt91		11		5		4		24.99		0		7.3747061
Bt92		9		5		5		24.22		0		3.4359905
Bt93		14		6		3		256.98		0		137.6111321
Bt94		12		2		6		20.62		0		11.2292687
Bt95		9		3		3		10.22		0		2.7545478
Bt96		15		4		5		49.64		0		6.8271661
Bt97		13		2		4		11.60		0		2.9850506
Bt98		16		4		8		56.15		0		6.4216411
Bt99		8		3		4		16.82		0		28.8972580
Bt100		11		7		6		49.87		0		6.6065202

DEMANDS PER CUSTOMER
i	Type Quantity
1	Bt18 1	Bt20 2	Bt24 1	Bt32 1	Bt60 1	Bt67 1	Bt70 1	Bt74 1	
2	Bt10 1	Bt12 1	Bt34 1	Bt40 1	Bt43 1	Bt56 1	Bt70 1	Bt90 1	
3	Bt14 1	Bt25 1	Bt27 1	Bt29 1	Bt35 1	Bt36 1	Bt40 1	Bt46 1	Bt70 1	Bt88 1	
