Name				090_n060_m200_bt100
Number_of_Customers		60
Number_of_Items			200
Number_of_ItemTypes		100
Number_of_Vehicles		18
TimeWindows			1

VEHICLE
Mass_Capacity			12595
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		7100
Max_Mass_RearAxle		11500
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		230		0		0		0
1		48		74		2		0		178		10		347.91		495
2		42		59		3		34		62		10		300.99		434
3		40		43		2		72		100		10		530.95		630
4		3		38		4		0		187		10		1203.12		1515
5		55		43		2		0		198		10		406.58		665
6		43		42		3		74		104		10		424.54		685
7		15		15		5		0		191		10		1068.21		1628
8		54		0		5		138		160		10		649.99		946
9		34		38		4		0		216		10		603.78		1117
10		36		44		3		0		210		10		239.57		485
11		34		70		2		0		184		10		283.59		519
12		64		13		2		0		183		10		549.16		690
13		20		17		3		41		61		10		696.86		786
14		52		39		4		28		58		10		683.33		864
15		2		70		2		0		171		10		432.05		492
16		29		37		2		0		213		10		429.68		615
17		53		63		4		0		186		10		863.27		1491
18		35		21		2		0		206		10		497.12		748
19		11		5		4		158		184		10		488.17		877
20		21		7		2		0		188		10		388.14		407
21		22		80		4		0		173		10		1131.08		1662
22		38		15		3		0		199		10		743.44		1330
23		61		14		2		0		186		10		498.63		642
24		63		0		2		91		131		10		468.51		726
25		44		39		4		152		182		10		730.34		1055
26		51		47		3		0		200		10		655.03		807
27		33		79		2		142		180		10		170.37		264
28		35		73		4		0		182		10		1095.26		1294
29		27		61		3		0		192		10		548		578
30		38		0		4		83		115		10		1084.96		1791
31		46		64		3		128		162		10		891.1		1332
32		52		3		5		0		183		10		580.97		927
33		58		63		3		167		201		10		548.67		833
34		30		42		3		145		175		10		325.35		694
35		36		9		2		158		188		10		440.62		480
36		37		57		5		65		93		10		690.39		1021
37		22		47		3		0		202		10		1407.18		1272
38		67		30		4		89		123		10		918.68		1244
39		48		45		2		0		203		10		430.34		606
40		60		8		3		0		183		10		708.45		1113
41		6		8		2		90		122		10		377.84		589
42		64		59		3		165		195		10		431.19		907
43		63		78		3		119		147		10		457.98		702
44		28		18		5		24		50		10		1532.78		2060
45		47		59		5		60		98		10		1051.72		1255
46		40		31		3		0		27		10		872.47		1064
47		45		33		3		0		209		10		819.4		939
48		32		20		5		0		204		10		860.23		1461
49		33		16		4		118		160		10		868.93		1004
50		68		23		4		0		184		10		595.66		1117
51		16		10		2		0		188		10		368.19		553
52		9		26		4		0		192		10		518.64		847
53		22		58		4		31		59		10		399.12		666
54		10		32		4		132		158		10		704.45		1018
55		44		8		3		67		97		10		448.19		745
56		2		14		3		40		60		10		503.9		691
57		32		23		5		0		207		10		827.65		1117
58		17		24		4		144		178		10		986.42		1165
59		42		22		5		0		205		10		882.93		1038
60		7		34		5		124		148		10		1173.86		1344

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		14		5		7		407.53		0		41.5565174
Bt2		10		5		3		80.12		0		25.6052038
Bt3		17		7		8		875.40		0		74.7904528
Bt4		15		4		5		92.46		0		10.0894486
Bt5		7		7		5		228.43		0		27.7964921
Bt6		13		4		6		180.25		0		25.0669569
Bt7		16		3		7		189.75		0		41.6903957
Bt8		16		4		6		406.05		1		14.4509754
Bt9		13		6		8		310.16		0		19.4328119
Bt10		7		3		4		43.64		0		54.5913635
Bt11		15		4		7		260.56		1		10.1823241
Bt12		16		4		7		663.79		1		25.9489744
Bt13		9		2		7		59.21		0		102.0493800
Bt14		15		3		4		81.68		0		17.8301887
Bt15		17		7		5		401.97		0		48.3668443
Bt16		13		3		4		129.16		0		60.9129564
Bt17		16		4		4		94.60		1		5.0846857
Bt18		11		5		4		133.53		0		17.6636580
Bt19		13		3		7		182.34		1		18.2235560
Bt20		16		2		8		138.77		0		22.0364269
Bt21		13		7		6		429.25		0		34.0446865
Bt22		6		6		6		98.57		0		9.0614748
Bt23		14		6		4		234.08		1		4.0640074
Bt24		13		5		5		311.84		0		18.9076847
Bt25		7		5		8		248.93		1		21.1725284
Bt26		12		6		7		629.89		1		15.0251479
Bt27		14		3		6		80.57		0		6.7477713
Bt28		6		5		3		51.45		0		24.4447613
Bt29		13		5		3		106.05		0		28.5832035
Bt30		16		2		8		80.94		0		42.0217864
Bt31		8		5		4		137.71		0		66.6499761
Bt32		13		2		5		127.76		0		26.7606689
Bt33		15		5		4		183.51		0		66.2648261
Bt34		14		6		5		288.56		0		26.5136416
Bt35		11		5		7		249.67		0		73.6309107
Bt36		17		7		3		123.88		0		19.1758390
Bt37		16		3		5		101.22		0		74.3873729
Bt38		14		2		7		132.47		0		19.0223195
Bt39		10		7		5		318.77		0		35.8946130
Bt40		11		5		8		365.20		0		38.2287488
Bt41		12		4		3		67.81		0		15.1819225
Bt42		13		4		6		332.79		0		46.2978763
Bt43		9		3		6		159.71		0		42.2081548
Bt44		12		3		7		116.86		0		75.9900127
Bt45		10		4		8		150.57		1		4.9833205
Bt46		9		7		8		364.05		0		39.8958826
Bt47		15		3		8		108.90		0		19.5385894
Bt48		7		2		7		72.57		0		25.0950293
Bt49		17		5		8		663.96		0		51.5873975
Bt50		16		5		8		432.15		0		32.8940408
Bt51		12		6		5		139.47		0		26.3150757
Bt52		17		2		6		183.44		0		52.5554010
Bt53		11		4		8		110.80		0		42.8091684
Bt54		7		5		5		131.11		0		45.4887771
Bt55		8		5		6		73.49		0		6.6283778
Bt56		13		6		3		143.01		0		22.6410649
Bt57		9		3		7		83.84		0		16.6079746
Bt58		16		7		4		295.82		0		70.1937557
Bt59		9		6		5		240.59		0		41.6152602
Bt60		6		3		8		119.91		0		26.8691727
Bt61		10		6		3		99.26		0		30.7108740
Bt62		14		6		6		329.88		0		34.3893594
Bt63		12		3		3		41.21		0		12.1284208
Bt64		10		6		4		116.95		1		7.1968271
Bt65		8		4		3		69.38		0		28.7255314
Bt66		15		5		4		269.40		0		67.0014481
