Name					80_TruckTrailer_n120_m400_bt100_5
Number_of_Customers			120
Number_of_Items				400
Number_of_ItemTypes			100
Number_of_Vehicles			11
TimeWindows				0

VEHICLE
Mass_Capacity				25950
CargoSpace_Length			136
CargoSpace_Width			25
CargoSpace_Height			30
Wheelbase				36
Max_Mass_FrontAxle			10000
Max_Mass_RearAxle			11500
Max_Mass_TrailerAxle			24000
Distance_Kingpin_RearAxle		6
Distance_Kingpin_TrailerAxle		76
Distance_CargoSpace_TrailerAxle		92
Distance_Mass_Tractor_RearAxle		25
Distance_Mass_Trailer_TrailerAxle	16
Mass_Tractor				7300
Mass_Trailer				6750

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		0		0		0		0
1		67		55		1		0		0		0		381.75		1848
2		3		4		7		0		0		0		2175.99		11994
3		37		11		1		0		0		0		180.674		1120
4		68		53		2		0		0		0		689.847		3494
5		0		56		6		0		0		0		1778.59		10385
6		53		0		2		0		0		0		399.979		2412
7		69		61		2		0		0		0		354.011		1974
8		18		70		4		0		0		0		840.061		5797
9		19		22		2		0		0		0		586.36		2900
10		51		63		2		0		0		0		135.266		720
11		27		22		2		0		0		0		380.743		1848
12		15		9		4		0		0		0		922.86		4609
13		31		31		1		0		0		0		115.828		594
14		68		41		2		0		0		0		368.48		1848
15		55		17		2		0		0		0		550.447		3112
16		40		7		5		0		0		0		946.829		4623
17		23		42		3		0		0		0		957.718		5010
18		13		25		5		0		0		0		1311.29		5974
19		46		58		2		0		0		0		427.353		2190
20		9		50		2		0		0		0		474.117		2460
21		1		58		2		0		0		0		439.551		2480
22		34		7		2		0		0		0		436.489		2266
23		48		37		4		0		0		0		1061.57		5403
24		64		66		2		0		0		0		720.619		3302
25		8		44		2		0		0		0		254.987		1246
26		25		10		4		0		0		0		973.393		5157
27		59		58		5		0		0		0		851.133		5248
28		44		4		2		0		0		0		488.249		2115
29		39		23		1		0		0		0		603.282		3120
30		48		24		3		0		0		0		524.222		2478
31		35		50		5		0		0		0		1065.16		5629
32		1		47		6		0		0		0		1088.4		6612
33		70		43		4		0		0		0		633.117		3642
34		16		17		3		0		0		0		331.519		1850
35		59		41		4		0		0		0		1098.11		5352
36		25		58		2		0		0		0		375.637		1822
37		57		63		1		0		0		0		118.529		756
38		15		57		3		0		0		0		597.323		3634
39		10		30		6		0		0		0		2616.27		13613
40		19		68		4		0		0		0		915.912		4727
41		69		6		5		0		0		0		1069.93		6576
42		36		51		2		0		0		0		417.026		2124
43		13		45		2		0		0		0		563.243		3020
44		12		15		2		0		0		0		357.014		1926
45		57		38		3		0		0		0		878.619		5737
46		47		31		3		0		0		0		741.452		4308
47		45		6		2		0		0		0		279.41		1782
48		51		21		6		0		0		0		1277.98		7885
49		10		10		1		0		0		0		522.172		2640
50		67		36		3		0		0		0		576.68		3432
51		60		60		6		0		0		0		958.191		5194
52		49		41		4		0		0		0		1157.44		6306
53		13		29		3		0		0		0		842.871		4444
54		43		43		5		0		0		0		1097.74		8219
55		62		34		3		0		0		0		157.486		1440
56		36		70		2		0		0		0		255.816		2088
57		18		39		2		0		0		0		240.457		1161
58		18		14		4		0		0		0		745.469		4822
59		53		44		2		0		0		0		448.476		2244
60		6		66		5		0		0		0		1243.29		7026
61		24		8		4		0		0		0		447.814		3927
62		58		48		5		0		0		0		1102.66		7040
63		61		26		3		0		0		0		514.619		3781
64		44		60		4		0		0		0		739.887		5348
65		69		56		2		0		0		0		680.442		3276
66		42		9		6		0		0		0		1805.92		10074
67		62		45		2		0		0		0		550.858		2960
68		20		4		4		0		0		0		609.911		3752
69		33		28		4		0		0		0		1073.46		5968
70		60		22		2		0		0		0		564.723		3333
71		49		2		2		0		0		0		405.271		2372
72		52		68		6		0		0		0		948.66		6708
73		9		40		1		0		0		0		429.469		1960
