Name					74_TruckTrailer_n120_m400_bt10_4
Number_of_Customers			120
Number_of_Items				400
Number_of_ItemTypes			10
Number_of_Vehicles			11
TimeWindows				0

VEHICLE
Mass_Capacity				25950
CargoSpace_Length			136
CargoSpace_Width			25
CargoSpace_Height			30
Wheelbase				36
Max_Mass_FrontAxle			10000
Max_Mass_RearAxle			11500
Max_Mass_TrailerAxle			24000
Distance_Kingpin_RearAxle		6
Distance_Kingpin_TrailerAxle		76
Distance_CargoSpace_TrailerAxle		92
Distance_Mass_Tractor_RearAxle		25
Distance_Mass_Trailer_TrailerAxle	16
Mass_Tractor				7300
Mass_Trailer				6750

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		0		0		0		0
1		26		49		3		0		0		0		1317		6455
2		52		14		3		0		0		0		247.674		1536
3		19		8		2		0		0		0		431.554		2422
4		42		12		3		0		0		0		828.23		4460
5		65		47		6		0		0		0		1085.06		5854
6		59		33		6		0		0		0		969.06		5313
7		37		58		2		0		0		0		453.89		2289
8		8		33		1		0		0		0		63.4354		288
9		45		11		5		0		0		0		1743.31		8351
10		46		28		2		0		0		0		1352.85		6050
11		69		32		3		0		0		0		537.952		2998
12		9		58		1		0		0		0		676.425		3025
13		61		10		2		0		0		0		364.704		2352
14		64		14		2		0		0		0		350.299		1968
15		12		14		3		0		0		0		1095.11		4879
16		68		48		1		0		0		0		63.4354		288
17		47		24		3		0		0		0		547.107		2856
18		59		46		2		0		0		0		141.275		960
19		32		4		3		0		0		0		319.446		2592
20		26		31		4		0		0		0		779.371		4486
21		36		49		1		0		0		0		286.864		1680
22		35		9		7		0		0		0		1968.22		9486
23		32		32		2		0		0		0		141.275		960
24		45		27		1		0		0		0		77.8399		672
25		30		39		4		0		0		0		1481.26		6442
26		61		66		3		0		0		0		1105.21		4825
27		25		48		3		0		0		0		262.078		1920
28		59		25		1		0		0		0		124.578		686
29		13		61		3		0		0		0		1339.34		6322
30		60		50		1		0		0		0		120.803		960
31		55		16		5		0		0		0		1359.06		6666
32		40		64		4		0		0		0		667.91		3816
33		23		68		1		0		0		0		676.425		3025
34		16		5		5		0		0		0		439.461		2236
35		31		69		5		0		0		0		1905.21		9432
36		6		31		2		0		0		0		489.928		2198
37		37		32		6		0		0		0		1528.7		7098
38		57		50		3		0		0		0		796.904		3934
39		28		44		3		0		0		0		854.341		4053
40		19		44		2		0		0		0		249.155		1372
41		9		12		5		0		0		0		1815.41		8947
42		29		67		5		0		0		0		1514.17		7287
43		2		70		4		0		0		0		1693.99		7729
44		8		26		2		0		0		0		1030.14		4775
45		22		32		4		0		0		0		371.063		2140
46		45		48		3		0		0		0		783.717		4257
47		19		57		3		0		0		0		1339.34		6322
48		53		35		6		0		0		0		1681.2		7896
49		30		68		2		0		0		0		640.577		3430
50		49		59		2		0		0		0		573.728		3360
