Name					63_TruckTrailer_n120_m200_bt10_3
Number_of_Customers			120
Number_of_Items				200
Number_of_ItemTypes			10
Number_of_Vehicles			3
TimeWindows				0

VEHICLE
Mass_Capacity				25950
CargoSpace_Length			136
CargoSpace_Width			25
CargoSpace_Height			30
Wheelbase				36
Max_Mass_FrontAxle			10000
Max_Mass_RearAxle			11500
Max_Mass_TrailerAxle			24000
Distance_Kingpin_RearAxle		6
Distance_Kingpin_TrailerAxle		76
Distance_CargoSpace_TrailerAxle		92
Distance_Mass_Tractor_RearAxle		25
Distance_Mass_Trailer_TrailerAxle	16
Mass_Tractor				7300
Mass_Trailer				6750

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		0		0		0		0
1		63		28		1		0		0		0		107.369		630
2		7		31		2		0		0		0		303.342		2680
3		50		14		1		0		0		0		107.369		630
4		25		43		1		0		0		0		107.369		630
5		21		69		2		0		0		0		355.833		2526
6		18		37		1		0		0		0		175.44		726
7		45		6		1		0		0		0		189.419		1008
8		7		47		1		0		0		0		113.588		896
9		26		37		3		0		0		0		465.312		3448
10		36		69		2		0		0		0		360.787		3600
11		45		47		3		0		0		0		413.952		3296
12		62		43		1		0		0		0		55.3449		294
13		27		37		3		0		0		0		367.713		2182
14		52		22		1		0		0		0		107.369		630
15		45		11		3		0		0		0		405.934		3368
16		18		33		2		0		0		0		287.762		2430
17		38		67		1		0		0		0		122.949		880
18		49		2		2		0		0		0		289.028		1622
19		4		21		1		0		0		0		122.949		880
20		13		49		2		0		0		0		287.762		2430
21		12		34		1		0		0		0		107.369		630
22		31		39		1		0		0		0		107.369		630
23		0		69		1		0		0		0		113.588		896
24		22		20		2		0		0		0		234.901		1552
25		0		0		1		0		0		0		180.393		1800
26		65		40		1		0		0		0		55.3449		294
27		13		1		1		0		0		0		175.44		726
28		48		15		1		0		0		0		189.419		1008
29		27		1		3		0		0		0		545.252		3534
30		19		39		3		0		0		0		347.69		2766
31		28		35		3		0		0		0		410.711		3310
32		43		42		1		0		0		0		95.4996		640
33		53		34		2		0		0		0		301.371		1680
34		45		5		1		0		0		0		189.419		1008
35		3		18		1		0		0		0		175.44		726
36		41		53		1		0		0		0		55.3449		294
37		30		30		1		0		0		0		113.588		896
38		67		17		1		0		0		0		111.952		672
39		14		56		1		0		0		0		189.419		1008
40		7		25		1		0		0		0		113.588		896
41		37		3		1		0		0		0		55.3449		294
42		14		62		1		0		0		0		95.4996		640
43		26		47		2		0		0		0		245.897		1760
44		47		63		1		0		0		0		95.4996		640
45		57		61		2		0		0		0		301.371		1680
46		52		45		1		0		0		0		122.949		880
47		32		46		1		0		0		0		113.588		896
48		15		48		2		0		0		0		244.764		1302
49		25		60		1		0		0		0		113.588		896
50		13		46		2		0		0		0		227.339		1230
51		40		47		2		0		0		0		270.939		1366
52		5		38		2		0		0		0		300.364		2400
53		57		54		1		0		0		0		107.369		630
54		2		37		1		0		0		0		119.971		600
55		13		16		1		0		0		0		111.952		672
56		44		24		1		0		0		0		95.4996		640
57		38		28		2		0		0		0		364.859		1734
58		18		29		1		0		0		0		113.588		896
59		47		0		2		0		0		0		202.868		1270
60		13		4		2		0		0		0		301.371		1680
61		59		50		1		0		0		0		113.588		896
62		59		10		1		0		0		0		119.971		600
63		46		2		1		0		0		0		119.971		600
64		40		59		2		0		0		0		242.919		1480
65		48		18		3		0		0		0		398.507		2544
66		19		10		1		0		0		0		189.419		1008
67		69		37		3		0		0		0		224.278		1484
68		59		3		1		0		0		0		95.4996		640
69		57		52		3		0		0		0		364.735		1902
70		12		44		4		0		0		0		522.75		2556
71		53		43		2		0		0		0		312.368		1888
72		25		20		3		0		0		0		314.821		1942
73		22		63		1		0		0		0		180.393		1800
74		59		65		2		0		0		0		150.844		934
75		10		33		2		0		0		0		234.901		1552
76		53		10		2		0		0		0		214.737		1260
77		43		4		1		0		0		0		189.419		1008
78		62		21		3		0		0		0		407.867		2528
79		38		64		2		0		0		0		275.893		2440
80		59		8		3		0		0		0		382.892		2038
81		44		38		1		0		0		0		95.4996		640
82		57		37		1		0		0		0		107.369		630
83		25		66		2		0		0		0		162.714		924
84		62		29		1		0		0		0		113.588		896
85		70		25		2		0		0		0		244.764		1302
86		22		58		1		0		0		0		55.3449		294
87		50		56		1		0		0		0		107.369		630
88		68		51		2		0		0		0		242.919		1480
89		46		62		1		0		0		0		189.419		1008
90		63		57		4		0		0		0		661.151		6000
91		49		1		1		0		0		0		95.4996		640
