Name					69_TruckTrailer_n120_m200_bt100_4
Number_of_Customers			120
Number_of_Items				200
Number_of_ItemTypes			100
Number_of_Vehicles			6
TimeWindows				0

VEHICLE
Mass_Capacity				25950
CargoSpace_Length			136
CargoSpace_Width			25
CargoSpace_Height			30
Wheelbase				36
Max_Mass_FrontAxle			10000
Max_Mass_RearAxle			11500
Max_Mass_TrailerAxle			24000
Distance_Kingpin_RearAxle		6
Distance_Kingpin_TrailerAxle		76
Distance_CargoSpace_TrailerAxle		92
Distance_Mass_Tractor_RearAxle		25
Distance_Mass_Trailer_TrailerAxle	16
Mass_Tractor				7300
Mass_Trailer				6750

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		0		0		0		0
1		67		45		2		0		0		0		319.434		1584
2		18		19		1		0		0		0		495.971		3750
3		43		3		2		0		0		0		968.835		4055
4		64		17		1		0		0		0		205.794		896
5		67		19		1		0		0		0		473.171		2990
6		51		29		1		0		0		0		106.561		900
7		17		20		1		0		0		0		424.355		2160
8		42		32		5		0		0		0		1324.88		6623
9		2		37		2		0		0		0		679.652		3388
10		12		1		4		0		0		0		1647.63		8096
11		41		51		1		0		0		0		96.1968		588
12		27		48		2		0		0		0		971.902		5498
13		22		2		3		0		0		0		644.956		3337
14		38		30		2		0		0		0		704.198		3465
15		68		49		1		0		0		0		116.671		770
16		10		15		1		0		0		0		473.171		2990
17		67		53		1		0		0		0		322.913		1771
18		16		7		3		0		0		0		768.451		3632
19		58		46		4		0		0		0		740.984		4621
20		70		21		2		0		0		0		256.138		1722
21		65		7		2		0		0		0		647.091		3120
22		14		57		2		0		0		0		377.252		2088
23		20		64		1		0		0		0		807.204		4500
24		10		26		1		0		0		0		125.913		1080
25		23		3		1		0		0		0		309.877		1560
26		34		46		2		0		0		0		339.314		2028
27		24		47		2		0		0		0		425.113		2208
28		15		48		1		0		0		0		159.44		1092
29		46		41		1		0		0		0		116.9		594
30		15		60		2		0		0		0		923.875		5270
31		17		62		2		0		0		0		474.988		2932
32		45		30		1		0		0		0		216.241		1440
33		62		1		1		0		0		0		322.913		1771
34		67		36		1		0		0		0		170.949		770
35		37		28		1		0		0		0		65.3942		343
36		50		2		2		0		0		0		609.264		2975
37		24		38		3		0		0		0		1355.7		7300
38		4		38		1		0		0		0		43.4423		384
39		56		56		1		0		0		0		177.193		864
40		8		1		1		0		0		0		118.827		504
41		13		9		1		0		0		0		495.971		3750
42		56		18		1		0		0		0		80.4899		441
43		19		29		1		0		0		0		199.105		1365
44		61		12		2		0		0		0		281.668		2169
45		39		40		1		0		0		0		256.751		1092
46		42		54		1		0		0		0		438.426		2128
47		59		31		3		0		0		0		536.405		4730
48		66		55		2		0		0		0		330.514		1920
49		7		26		2		0		0		0		629.609		3432
50		19		9		1		0		0		0		380.022		2392
51		69		59		3		0		0		0		1040.37		4872
52		39		34		2		0		0		0		414.963		2352
53		62		7		1		0		0		0		125.913		1080
54		10		51		2		0		0		0		408.645		2660
55		30		26		1		0		0		0		177.193		864
56		54		63		2		0		0		0		233.882		1312
57		37		40		1		0		0		0		84.8446		660
58		38		16		1		0		0		0		44.2863		294
59		65		39		2		0		0		0		507.793		4080
60		32		60		1		0		0		0		98.2827		936
61		38		8		2		0		0		0		567.965		4292
62		14		0		1		0		0		0		492.593		2205
63		32		14		1		0		0		0		65.3942		343
64		40		44		1		0		0		0		875.472		3575
65		10		2		1		0		0		0		124.143		640
66		12		47		2		0		0		0		417.47		2196
