Name					73_TruckTrailer_n120_m400_bt10_3
Number_of_Customers			120
Number_of_Items				400
Number_of_ItemTypes			10
Number_of_Vehicles			8
TimeWindows				0

VEHICLE
Mass_Capacity				25950
CargoSpace_Length			136
CargoSpace_Width			25
CargoSpace_Height			30
Wheelbase				36
Max_Mass_FrontAxle			10000
Max_Mass_RearAxle			11500
Max_Mass_TrailerAxle			24000
Distance_Kingpin_RearAxle		6
Distance_Kingpin_TrailerAxle		76
Distance_CargoSpace_TrailerAxle		92
Distance_Mass_Tractor_RearAxle		25
Distance_Mass_Trailer_TrailerAxle	16
Mass_Tractor				7300
Mass_Trailer				6750

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		0		0		0		0
1		30		65		3		0		0		0		614.143		3290
2		4		32		4		0		0		0		816.505		4302
3		52		39		4		0		0		0		421.854		2818
4		70		58		3		0		0		0		382.659		2802
5		2		21		2		0		0		0		138.907		816
6		17		70		3		0		0		0		695.267		3220
7		58		13		3		0		0		0		735.681		3674
8		25		66		3		0		0		0		401.435		2968
9		51		34		3		0		0		0		598.676		2712
10		62		25		3		0		0		0		607.578		2856
11		66		17		4		0		0		0		1084.63		4768
12		11		70		3		0		0		0		180.653		1152
13		63		8		4		0		0		0		526.76		3954
14		30		11		2		0		0		0		211.834		1128
15		47		62		1		0		0		0		238.355		1950
16		32		69		1		0		0		0		163.284		720
17		23		45		2		0		0		0		501.515		2232
18		22		32		4		0		0		0		858.12		4004
19		23		58		7		0		0		0		1382.4		8212
20		51		50		5		0		0		0		591.942		3610
21		48		66		5		0		0		0		869.005		5580
22		40		42		2		0		0		0		474.231		2646
23		62		55		3		0		0		0		369.161		2748
24		7		55		2		0		0		0		599.681		2540
25		2		7		6		0		0		0		1158.59		7166
26		60		66		3		0		0		0		288.405		2004
27		17		46		5		0		0		0		618.699		4080
28		65		51		5		0		0		0		628.032		4148
29		31		50		5		0		0		0		978.525		5024
30		3		66		3		0		0		0		517.288		3838
31		38		58		3		0		0		0		1211.03		5152
32		3		26		3		0		0		0		485.014		3618
33		54		37		2		0		0		0		312.782		1908
34		54		36		2		0		0		0		211.834		1128
35		31		31		5		0		0		0		1150.82		6398
36		51		6		3		0		0		0		389.88		1900
37		65		70		3		0		0		0		529.475		3036
38		43		49		1		0		0		0		238.355		1950
39		59		54		2		0		0		0		264.171		1836
40		0		18		1		0		0		0		163.284		720
41		65		13		2		0		0		0		576.586		3462
42		19		68		3		0		0		0		434.996		3510
43		45		1		3		0		0		0		498.8		3150
44		45		45		3		0		0		0		376.094		2368
45		29		47		6		0		0		0		897.899		4902
46		35		8		4		0		0		0		506.697		3466
47		41		66		2		0		0		0		335.515		2430
48		16		1		1		0		0		0		136		1134
49		50		53		3		0		0		0		706.021		4162
50		68		22		1		0		0		0		97.1609		480
51		47		54		4		0		0		0		372.068		2430
52		61		52		3		0		0		0		664.799		2952
53		13		12		3		0		0		0		320.679		2224
54		36		27		3		0		0		0		924.126		4520
55		22		1		3		0		0		0		791.135		3672
56		18		27		3		0		0		0		739.87		4182
57		38		67		3		0		0		0		302.191		1536
58		34		21		2		0		0		0		278.933		1888
59		54		66		3		0		0		0		369.161		2748
60		61		40		1		0		0		0		238.355		1950
61		21		10		3		0		0		0		610.231		3780
62		51		6		3		0		0		0		442.217		2608
63		18		20		5		0		0		0		976.942		5306
64		57		14		6		0		0		0		1110.1		6642
65		27		57		3		0		0		0		616.188		2880
66		48		66		4		0		0		0		960.25		6092
67		14		40		3		0		0		0		610.231		3780
68		22		31		4		0		0		0		907.912		5384
69		17		53		2		0		0		0		264.171		1836
70		37		6		4		0		0		0		855.519		5350
71		56		0		3		0		0		0		274.907		1950
72		44		44		2		0		0		0		335.515		2430
73		25		13		5		0		0		0		864.112		4546
74		63		42		2		0		0		0		138.907		816
75		9		0		4		0		0		0		956.563		5310
76		30		10		6		0		0		0		873.822		4300
77		52		16		6		0		0		0		982.457		5066
78		2		57		3		0		0		0		428.432		3076
79		29		2		4		0		0		0		530.774		4068
80		51		63		4		0		0		0		805.558		4568
81		12		50		2		0		0		0		138.907		816
82		53		2		3		0		0		0		448.782		3042
83		9		5		4		0		0		0		743.578		3990
84		20		58		7		0		0		0		1146.96		6948
85		70		40		3		0		0		0		180.653		1152
86		52		14		4		0		0		0		801.743		4250
87		6		17		2		0		0		0		367.79		2650
88		63		50		4		0		0		0		497.332		3450
89		26		49		3		0		0		0		662.993		3000
90		67		63		4		0		0		0		463.244		3792
91		7		28		3		0		0		0		268.342		1516
92		51		37		3		0		0		0		394.773		2934
93		46		64		4		0		0		0		753.165		4534
94		0		12		1		0		0		0		163.284		720
95		70		13		4		0		0		0		689.977		3284
96		7		58		5		0		0		0		601.714		3028
97		12		39		3		0		0		0		509.412		2548
98		45		11		5		0		0		0		742.573		4162
99		22		18		3		0		0		0		614.143		3290
100		49		40		5		0		0		0		994.12		5138
101		65		6		4		0		0		0		1067.35		4752
102		47		52		4		0		0		0		648.298		4338
103		1		21		9		0		0		0		2292.16		11162
104		56		59		2		0		0		0		387.853		3138
105		51		55		3		0		0		0		509.412		2548
106		70		30		4		0		0		0		476.742		3846
