Name					77_TruckTrailer_n120_m400_bt100_2
Number_of_Customers			120
Number_of_Items				400
Number_of_ItemTypes			100
Number_of_Vehicles			11
TimeWindows				0

VEHICLE
Mass_Capacity				25950
CargoSpace_Length			136
CargoSpace_Width			25
CargoSpace_Height			30
Wheelbase				36
Max_Mass_FrontAxle			10000
Max_Mass_RearAxle			11500
Max_Mass_TrailerAxle			24000
Distance_Kingpin_RearAxle		6
Distance_Kingpin_TrailerAxle		76
Distance_CargoSpace_TrailerAxle		92
Distance_Mass_Tractor_RearAxle		25
Distance_Mass_Trailer_TrailerAxle	16
Mass_Tractor				7300
Mass_Trailer				6750

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		0		0		0		0
1		33		15		3		0		0		0		732.034		3409
2		2		50		3		0		0		0		438.846		2954
3		36		14		5		0		0		0		1344.15		6012
4		59		70		6		0		0		0		993.902		6608
5		53		26		3		0		0		0		1178.33		6636
6		46		21		2		0		0		0		299.381		1676
7		18		57		2		0		0		0		972.644		4158
8		20		40		5		0		0		0		1087.59		5466
9		40		5		3		0		0		0		1087.58		6093
10		42		56		3		0		0		0		746.887		4300
11		5		35		2		0		0		0		572.75		2730
12		17		45		4		0		0		0		960.522		5574
13		9		32		3		0		0		0		710.206		3564
14		22		67		4		0		0		0		610.584		3746
15		43		12		5		0		0		0		1077.53		5530
16		48		43		6		0		0		0		1521.67		9363
17		14		1		2		0		0		0		364.858		2040
18		51		29		1		0		0		0		312.493		1386
19		42		29		1		0		0		0		542.003		3024
20		12		22		4		0		0		0		1209.7		7338
21		50		5		6		0		0		0		1276.72		6827
22		24		4		4		0		0		0		748.734		4266
23		23		37		5		0		0		0		1512.09		7608
24		15		50		1		0		0		0		138.791		840
25		35		12		2		0		0		0		487.773		2080
26		64		32		1		0		0		0		105.925		486
27		66		3		3		0		0		0		516.446		2702
28		26		23		4		0		0		0		1158.77		6354
29		14		55		3		0		0		0		906.363		6823
30		34		70		4		0		0		0		955.617		5832
31		11		28		4		0		0		0		904.156		5449
32		70		59		3		0		0		0		675.404		3720
33		26		1		6		0		0		0		1757		9383
34		50		20		4		0		0		0		654.305		4360
35		8		59		4		0		0		0		898.462		4504
36		54		2		2		0		0		0		161.656		812
37		61		39		3		0		0		0		765.917		5134
38		32		63		5		0		0		0		1190.48		6270
39		24		37		3		0		0		0		895.572		3916
40		49		12		2		0		0		0		515.04		3888
41		9		48		2		0		0		0		587.209		2448
42		60		20		3		0		0		0		437.366		2462
43		46		62		4		0		0		0		1358.48		6893
44		6		67		2		0		0		0		569.148		3588
45		22		36		1		0		0		0		381.279		1728
46		52		14		2		0		0		0		243.97		1466
47		68		32		3		0		0		0		523.492		3311
48		4		33		5		0		0		0		834.57		6729
49		3		15		6		0		0		0		961.76		4802
50		33		11		9		0		0		0		2290.8		13349
51		51		23		3		0		0		0		1033.51		4665
52		14		0		5		0		0		0		889.742		5557
53		62		6		3		0		0		0		1040.97		5512
54		23		69		6		0		0		0		1094.68		5992
55		15		22		5		0		0		0		989.26		5498
56		59		62		2		0		0		0		746.41		4872
57		22		44		1		0		0		0		70.0692		384
58		9		3		3		0		0		0		985.97		5420
59		68		56		4		0		0		0		1039.89		4674
60		54		52		3		0		0		0		392.167		2192
61		44		31		3		0		0		0		761.964		3507
62		12		53		1		0		0		0		173.945		1260
63		58		27		4		0		0		0		1402.79		7740
64		38		21		1		0		0		0		514.017		2400
65		61		39		2		0		0		0		359.344		2034
66		6		52		6		0		0		0		1261.2		7089
67		10		48		2		0		0		0		296.675		1736
68		3		54		5		0		0		0		1628.03		8492
69		26		64		6		0		0		0		1054.97		6765
70		24		57		3		0		0		0		740.384		3900
71		52		26		2		0		0		0		282.412		2156
72		57		51		1		0		0		0		269.537		2400
73		63		59		1		0		0		0		401.904		2016
74		32		26		3		0		0		0		891.521		5002
75		65		19		2		0		0		0		291.797		2202
76		12		45		4		0		0		0		775.79		3960
77		34		69		2		0		0		0		165.509		1232
78		37		35		7		0		0		0		1170.18		6270
79		19		49		4		0		0		0		1117.69		5240
80		63		3		5		0		0		0		1310.49		7338
81		62		56		3		0		0		0		462.558		2877
82		21		66		2		0		0		0		496.264		3223
83		54		0		5		0		0		0		1056.55		6868
84		19		8		2		0		0		0		794.479		5364
85		67		20		5		0		0		0		1387.63		7308
86		35		22		2		0		0		0		781.361		3360
87		50		68		4		0		0		0		928.564		4466
88		11		58		5		0		0		0		1540.23		7633
89		54		47		3		0		0		0		852.932		5713
90		40		33		1		0		0		0		524.215		2268
91		9		64		3		0		0		0		1000.63		4422
92		45		37		4		0		0		0		1282.79		5448
93		8		68		2		0		0		0		459.413		2808
94		19		45		2		0		0		0		590.728		2864
95		19		37		5		0		0		0		2093.15		10334
96		61		51		5		0		0		0		1267.79		7812
97		33		18		2		0		0		0		406.377		2796
98		66		0		3		0		0		0		647.925		2804
99		37		39		2		0		0		0		362.213		2356
100		47		34		2		0		0		0		215.671		1092
101		54		54		3		0		0		0		815.01		4534
102		38		49		5		0		0		0		1236.02		7008
103		19		38		4		0		0		0		1031.4		7710
104		48		60		3		0		0		0		876.866		5648
105		16		0		3		0		0		0		1043.36		6325
106		43		42		1		0		0		0		238.291		2016
107		29		39		3		0		0		0		800.63		5392
108		30		26		9		0		0		0		1591.66		10504
