Name					66_TruckTrailer_n120_m200_bt100_1
Number_of_Customers			120
Number_of_Items				200
Number_of_ItemTypes			100
Number_of_Vehicles			6
TimeWindows				0

VEHICLE
Mass_Capacity				25950
CargoSpace_Length			136
CargoSpace_Width			25
CargoSpace_Height			30
Wheelbase				36
Max_Mass_FrontAxle			10000
Max_Mass_RearAxle			11500
Max_Mass_TrailerAxle			24000
Distance_Kingpin_RearAxle		6
Distance_Kingpin_TrailerAxle		76
Distance_CargoSpace_TrailerAxle		92
Distance_Mass_Tractor_RearAxle		25
Distance_Mass_Trailer_TrailerAxle	16
Mass_Tractor				7300
Mass_Trailer				6750

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		0		0		0		0
1		11		56		1		0		0		0		161.868		780
2		21		56		1		0		0		0		74.7214		480
3		30		68		6		0		0		0		1317.67		7209
4		8		18		2		0		0		0		402.991		2383
5		44		41		1		0		0		0		824.044		3588
6		39		50		1		0		0		0		318.554		2250
7		49		65		2		0		0		0		972.546		4130
8		67		45		1		0		0		0		155.517		648
9		59		25		1		0		0		0		446.318		1800
10		21		59		3		0		0		0		810.723		3724
11		26		47		1		0		0		0		706.738		2898
12		18		52		2		0		0		0		704.009		3480
13		41		24		1		0		0		0		142.834		800
14		62		48		1		0		0		0		551.448		3360
15		28		55		2		0		0		0		140.957		1092
16		49		4		2		0		0		0		526.981		2520
17		55		31		2		0		0		0		503.854		2696
18		62		43		2		0		0		0		298.391		1614
19		11		50		1		0		0		0		431.97		2310
20		26		60		1		0		0		0		104.532		792
21		46		36		3		0		0		0		905.331		4440
22		4		64		2		0		0		0		240.629		1716
23		66		42		2		0		0		0		413.933		2592
24		56		42		2		0		0		0		211.328		1158
25		67		70		1		0		0		0		319.892		1456
26		31		58		1		0		0		0		209.793		840
27		68		3		1		0		0		0		91.6048		756
28		18		16		2		0		0		0		340.356		2160
29		63		61		2		0		0		0		390.438		2892
30		36		43		3		0		0		0		855.9		4554
31		3		62		3		0		0		0		493.466		3420
32		44		63		2		0		0		0		525.701		3640
33		52		27		2		0		0		0		751.862		3766
34		49		6		1		0		0		0		272.604		1456
35		38		10		2		0		0		0		425.857		2704
36		13		70		2		0		0		0		457.221		2124
37		19		40		2		0		0		0		494.751		2230
38		68		9		1		0		0		0		59.4896		384
39		40		12		3		0		0		0		1320.9		6314
40		34		37		1		0		0		0		284.589		1840
41		69		11		2		0		0		0		493.966		3000
42		27		34		3		0		0		0		1022.6		5811
43		29		15		2		0		0		0		824.052		4816
44		22		61		3		0		0		0		322.287		1958
45		39		18		3		0		0		0		857.116		4522
46		42		46		4		0		0		0		1848.46		10214
47		9		2		3		0		0		0		438.053		3462
48		39		55		1		0		0		0		92.062		384
49		27		18		2		0		0		0		321.811		2422
50		22		36		1		0		0		0		251.183		1750
51		2		30		1		0		0		0		71.08		704
52		27		12		1		0		0		0		193.588		1152
53		13		21		2		0		0		0		606.01		3892
54		43		28		1		0		0		0		78.2586		486
55		13		59		2		0		0		0		425.606		2632
56		15		36		1		0		0		0		226.363		1728
57		21		63		1		0		0		0		62.5833		546
58		30		40		2		0		0		0		151.574		848
59		40		57		2		0		0		0		523.692		3600
60		15		34		1		0		0		0		262.415		1152
61		48		16		1		0		0		0		49.3524		336
62		46		41		2		0		0		0		300.986		2052
63		33		42		1		0		0		0		201.788		1890
64		28		65		1		0		0		0		401.97		3036
65		17		70		1		0		0		0		228.331		1320
66		15		3		1		0		0		0		201.788		1890
67		38		18		1		0		0		0		303.018		2160
