Name					67_TruckTrailer_n120_m200_bt100_2
Number_of_Customers			120
Number_of_Items				200
Number_of_ItemTypes			100
Number_of_Vehicles			6
TimeWindows				0

VEHICLE
Mass_Capacity				25950
CargoSpace_Length			136
CargoSpace_Width			25
CargoSpace_Height			30
Wheelbase				36
Max_Mass_FrontAxle			10000
Max_Mass_RearAxle			11500
Max_Mass_TrailerAxle			24000
Distance_Kingpin_RearAxle		6
Distance_Kingpin_TrailerAxle		76
Distance_CargoSpace_TrailerAxle		92
Distance_Mass_Tractor_RearAxle		25
Distance_Mass_Trailer_TrailerAxle	16
Mass_Tractor				7300
Mass_Trailer				6750

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		0		0		0		0
1		64		51		1		0		0		0		163.836		660
2		58		39		1		0		0		0		208.477		1404
3		37		70		4		0		0		0		1096.42		5907
4		14		19		3		0		0		0		1220.16		6694
5		51		45		1		0		0		0		217.738		1287
6		2		2		1		0		0		0		566.803		3600
7		43		16		1		0		0		0		40.85		336
8		35		6		1		0		0		0		304.899		1344
9		65		4		1		0		0		0		224.955		1728
10		67		62		1		0		0		0		507.784		2052
11		63		38		1		0		0		0		153.726		1365
12		20		50		2		0		0		0		595.924		3036
13		16		62		1		0		0		0		123.576		980
14		17		31		1		0		0		0		798.294		3300
15		8		67		2		0		0		0		738.632		4213
16		66		33		1		0		0		0		121.309		693
17		54		14		2		0		0		0		253.69		1556
18		5		60		1		0		0		0		46.7719		294
19		56		9		2		0		0		0		601.468		3818
20		11		30		2		0		0		0		447.394		2787
21		50		66		1		0		0		0		122.072		637
22		36		43		2		0		0		0		445.441		3470
23		34		60		3		0		0		0		555.711		3633
24		44		32		2		0		0		0		373.205		2950
25		27		38		1		0		0		0		376.512		2090
26		25		1		1		0		0		0		104.612		800
27		35		15		1		0		0		0		158.532		768
28		3		35		2		0		0		0		367.663		2250
29		26		2		1		0		0		0		342.567		1995
30		64		52		1		0		0		0		342.567		1995
31		60		31		2		0		0		0		483.746		2930
32		39		44		1		0		0		0		150.241		1080
33		23		3		2		0		0		0		257.703		1788
34		65		68		1		0		0		0		133.951		560
35		50		32		1		0		0		0		292.329		2250
36		42		36		4		0		0		0		1166.32		6377
37		1		53		2		0		0		0		547.333		3180
38		10		28		2		0		0		0		206.727		876
39		12		8		2		0		0		0		430.245		2100
40		39		51		1		0		0		0		302.02		1540
41		46		47		1		0		0		0		232.967		2208
42		43		8		1		0		0		0		222.095		1650
43		55		38		1		0		0		0		93.3829		900
44		7		5		1		0		0		0		336.117		1950
45		3		13		1		0		0		0		798.294		3300
46		57		19		1		0		0		0		545.93		2800
47		70		31		2		0		0		0		403.462		1920
48		38		13		1		0		0		0		258.752		1122
49		16		20		4		0		0		0		698.828		3566
50		1		8		2		0		0		0		199.996		1143
51		62		37		3		0		0		0		743.081		5180
52		57		38		1		0		0		0		161.145		693
53		56		48		1		0		0		0		204.497		900
54		30		3		2		0		0		0		416.57		2223
55		6		70		1		0		0		0		415.515		1764
56		42		45		1		0		0		0		444.608		2079
57		2		61		4		0		0		0		1013.01		5308
58		53		51		2		0		0		0		121.726		1036
59		70		65		1		0		0		0		153.726		1365
60		47		51		1		0		0		0		379.317		3300
61		15		34		2		0		0		0		352.135		2022
62		45		61		1		0		0		0		415.515		1764
63		15		9		1		0		0		0		217.738		1287
64		32		58		2		0		0		0		979.963		4380
65		17		59		2		0		0		0		145.462		1136
66		36		61		2		0		0		0		811.988		4753
67		67		33		3		0		0		0		712.623		3261
68		19		43		1		0		0		0		67.3754		560
69		24		5		2		0		0		0		257.219		1560
70		27		61		2		0		0		0		157.791		882
71		60		10		1		0		0		0		96.9489		720
72		47		19		2		0		0		0		853.663		4360
73		39		66		3		0		0		0		1874.61		8100
74		57		52		1		0		0		0		278.024		1500
75		28		1		1		0		0		0		163.836		660
76		54		44		2		0		0		0		410.506		2424
77		62		1		2		0		0		0		585.961		2830
