Name					79_TruckTrailer_n120_m400_bt100_4
Number_of_Customers			120
Number_of_Items				400
Number_of_ItemTypes			100
Number_of_Vehicles			10
TimeWindows				0

VEHICLE
Mass_Capacity				25950
CargoSpace_Length			136
CargoSpace_Width			25
CargoSpace_Height			30
Wheelbase				36
Max_Mass_FrontAxle			10000
Max_Mass_RearAxle			11500
Max_Mass_TrailerAxle			24000
Distance_Kingpin_RearAxle		6
Distance_Kingpin_TrailerAxle		76
Distance_CargoSpace_TrailerAxle		92
Distance_Mass_Tractor_RearAxle		25
Distance_Mass_Trailer_TrailerAxle	16
Mass_Tractor				7300
Mass_Trailer				6750

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		35		35		0		0		0		0		0		0
1		67		64		2		0		0		0		418.947		2340
2		21		46		3		0		0		0		665.302		4392
3		22		55		3		0		0		0		881.19		4316
4		4		36		4		0		0		0		1327.88		5722
5		58		39		1		0		0		0		279.222		1680
6		25		56		4		0		0		0		1157.85		6913
7		21		56		3		0		0		0		559.491		4414
8		51		41		5		0		0		0		1197.67		6512
9		47		2		1		0		0		0		172.344		1386
10		33		5		3		0		0		0		536.454		3930
11		10		49		3		0		0		0		574.107		3503
12		37		2		2		0		0		0		199.042		1920
13		27		15		2		0		0		0		563.231		2712
14		69		37		2		0		0		0		197.226		1368
15		21		45		3		0		0		0		290.985		2350
16		39		45		2		0		0		0		789.271		5094
17		57		50		4		0		0		0		726.245		4550
18		29		2		5		0		0		0		893.688		3992
19		51		18		3		0		0		0		444.166		2532
20		31		43		2		0		0		0		402.182		2256
21		24		45		1		0		0		0		81.3346		420
22		2		44		5		0		0		0		992.383		6965
23		54		41		6		0		0		0		1080.06		7043
24		65		69		3		0		0		0		516.107		3201
25		27		48		9		0		0		0		1714.25		10629
26		2		48		3		0		0		0		856.977		5852
27		49		31		1		0		0		0		179.616		1140
28		63		47		4		0		0		0		761.746		4499
29		14		63		5		0		0		0		1029.29		6665
30		70		64		4		0		0		0		1302.14		8116
31		57		22		5		0		0		0		749.698		4498
32		4		41		3		0		0		0		616.988		2776
33		25		30		3		0		0		0		546.754		2924
34		26		56		4		0		0		0		1047.23		6942
35		39		63		3		0		0		0		640.075		3336
36		9		61		3		0		0		0		629.187		2990
37		36		17		3		0		0		0		414.789		3060
38		22		13		5		0		0		0		982.653		6410
39		21		59		3		0		0		0		339.267		2356
40		32		4		4		0		0		0		1279.5		7664
41		59		69		3		0		0		0		456.96		3198
42		38		31		3		0		0		0		759.525		5906
43		27		70		4		0		0		0		1079.47		6175
44		7		68		3		0		0		0		334.65		1783
45		38		50		2		0		0		0		388.881		2010
46		9		15		3		0		0		0		392.522		2412
47		50		23		4		0		0		0		885.691		5524
48		7		22		2		0		0		0		221.803		1266
49		41		10		7		0		0		0		878.608		4767
50		1		9		2		0		0		0		364.973		2216
51		68		19		5		0		0		0		785.172		4735
52		70		19		4		0		0		0		818.798		4468
53		61		55		3		0		0		0		781.834		4134
54		11		55		2		0		0		0		89.4212		630
55		46		36		6		0		0		0		1242.06		8232
56		42		68		4		0		0		0		416.359		2612
57		25		63		3		0		0		0		1314.6		7535
58		40		8		4		0		0		0		1176.49		7344
59		55		14		2		0		0		0		140.704		1248
60		6		22		4		0		0		0		1077.82		7271
61		57		20		2		0		0		0		265.258		1932
62		17		6		3		0		0		0		737.727		4815
63		11		24		4		0		0		0		817.944		4698
64		59		42		5		0		0		0		804.162		4464
65		46		54		4		0		0		0		879.419		5132
66		47		18		3		0		0		0		690.743		4020
