Name				3l_cvrp19
Number_of_Customers		50
Number_of_Items			99
Number_of_ItemTypes		99
Number_of_Vehicles		12
TimeWindows			0

VEHICLE
Mass_Capacity			160
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		90
Max_Mass_RearAxle		146
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		30		40		0		0		0		0		0		0
1		37		52		3		0		0		0		7		10433
2		49		49		1		0		0		0		30		2800
3		52		64		3		0		0		0		16		9153
4		20		26		1		0		0		0		9		1980
5		40		30		2		0		0		0		21		5028
6		21		47		2		0		0		0		15		5280
7		17		63		3		0		0		0		19		13914
8		31		62		3		0		0		0		23		4707
9		52		33		2		0		0		0		11		3120
10		51		21		3		0		0		0		5		5858
11		42		41		2		0		0		0		19		8558
12		31		32		2		0		0		0		29		10682
13		5		25		1		0		0		0		23		2366
14		12		42		1		0		0		0		21		2145
15		36		16		2		0		0		0		10		3136
16		52		41		2		0		0		0		15		2880
17		27		23		1		0		0		0		3		2079
18		17		33		2		0		0		0		41		10167
19		13		13		3		0		0		0		9		10416
20		57		58		3		0		0		0		28		9160
21		62		42		2		0		0		0		8		5526
22		42		57		2		0		0		0		8		4940
23		16		57		2		0		0		0		16		7016
24		8		52		3		0		0		0		10		4826
25		7		38		1		0		0		0		28		1053
26		27		68		1		0		0		0		7		2604
27		30		48		1		0		0		0		15		6426
28		43		67		3		0		0		0		14		7296
29		58		48		2		0		0		0		6		8232
30		58		27		3		0		0		0		19		7622
31		37		69		1		0		0		0		11		3564
32		38		46		2		0		0		0		12		6328
33		46		10		1		0		0		0		23		2160
34		61		33		3		0		0		0		26		8124
35		62		63		1		0		0		0		17		2744
36		63		69		1		0		0		0		6		2436
37		32		22		3		0		0		0		9		12352
38		45		35		1		0		0		0		15		1920
39		59		15		1		0		0		0		14		2720
40		5		6		2		0		0		0		7		5540
41		10		17		2		0		0		0		27		6651
42		21		10		2		0		0		0		13		4287
43		5		64		2		0		0		0		11		2248
44		30		15		2		0		0		0		16		5016
45		39		10		3		0		0		0		10		7038
46		32		39		1		0		0		0		5		2288
47		25		32		2		0		0		0		25		5400
48		25		55		1		0		0		0		17		1104
49		48		28		3		0		0		0		18		5418
50		56		37		3		0		0		0		10		7736

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		31		9		17		2.33		0		3.8498171
Bt2		29		10		16		2.33		0		3.5090230
Bt3		15		7		10		2.33		0		1.0772997
Bt4		20		14		10		30		0		1.0821878
Bt5		22		11		17		5.33		0		2.0954398
Bt6		28		14		7		5.33		0		1.6377773
Bt7		27		5		17		5.33		1		0.8654961
Bt8		12		15		11		9		0		3.8011310
Bt9		35		6		17		10.50		0		1.9778993
Bt10		27		6		9		10.50		1		0.7414116
Bt11		30		12		10		7.50		0		3.5722869
Bt12		30		7		8		7.50		1		0.9306390
Bt13		33		13		14		6.33		0		1.7088350
Bt14		27		12		13		6.33		0		1.9192220
Bt15		24		11		14		6.33		1		0.5962582
Bt16		15		5		17		7.67		0		2.7508523
Bt17		13		11		8		7.67		0		3.0371552
Bt18		16		11		13		7.67		1		0.5857009
Bt19		24		5		11		5.50		0		2.6991977
Bt20		20		15		6		5.50		1		0.9851624
Bt21		17		8		17		1.67		0		3.5260119
Bt22		19		6		9		1.67		0		1.1476049
Bt23		14		15		12		1.67		1		0.7258287
Bt24		32		14		11		9.50		0		2.5756264
Bt25		33		11		10		9.50		0		1.4563540
Bt26		35		14		15		14.50		0		2.6845135
Bt27		34		7		14		14.50		1		0.9728923
Bt28		26		7		13		23		1		0.7743503
Bt29		13		15		11		21		1		0.5876569
Bt30		32		6		10		5		0		3.8040204
Bt31		19		8		8		5		0		3.2824641
Bt32		22		8		10		7.50		1		0.7253981
Bt33		28		5		8		7.50		1		0.7467762
Bt34		27		7		11		3		0		2.5674750
Bt35		30		13		16		20.50		0		2.8595765
Bt36		33		7		17		20.50		0		2.2423311
Bt37		20		13		15		3		0		1.3972720
Bt38		34		11		9		3		0		3.9849034
Bt39		30		7		15		3		0		1.5894255
Bt40		30		13		12		9.33		0		2.8927791
Bt41		22		13		10		9.33		1		0.6799950
Bt42		15		12		9		9.33		1		0.8312389
Bt43		18		14		8		4		0		3.2008275
Bt44		27		10		13		4		1		0.8067939
Bt45		18		14		13		4		0		2.4612549
Bt46		13		8		16		4		0		1.9608439
Bt47		20		13		16		8		0		3.6443233
Bt48		34		12		7		8		0		1.5059436
Bt49		23		10		10		3.33		0		2.4574473
Bt50		28		8		9		3.33		0		3.1415092
Bt51		17		5		6		3.33		1		0.7676281
Bt52		13		9		9		28		0		3.6253369
Bt53		31		7		12		7		1		0.7717293
Bt54		27		14		17		15		0		1.1593831
Bt55		18		13		12		4.67		0		1.3799412
Bt56		33		6		14		4.67		0		1.9586447
Bt57		22		6		13		4.67		0		1.7420390
Bt58		28		14		16		3		0		1.8936528
Bt59		35		7		8		3		0		3.4207323
Bt60		30		8		17		6.33		0		1.4907146
Bt61		23		13		7		6.33		0		3.2346319
