Name				3l_cvrp18
Number_of_Customers		44
Number_of_Items			94
Number_of_ItemTypes		94
Number_of_Vehicles		11
TimeWindows			0

VEHICLE
Mass_Capacity			2010
CargoSpace_Length		60
CargoSpace_Width		25
CargoSpace_Height		30
Wheelbase			48
Max_Mass_FrontAxle		1133
Max_Mass_RearAxle		1835
Distance_FrontAxle_CargoSpace	4

CUSTOMERS
i		x		y		Demand		ReadyTime	DueDate		ServiceTime	DemandedMass	DemandedVolume
0		0		0		0		0		0		0		0		0
1		3		5		2		0		0		0		33		5736
2		2.5		9		1		0		0		0		15		3696
3		48		16		1		0		0		0		10		1470
4		48		17		2		0		0		0		40		4679
5		69		16		3		0		0		0		15		9251
6		70		16		1		0		0		0		5		1638
7		64		13		3		0		0		0		77		4497
8		3		-22		3		0		0		0		435		8020
9		2.5		1		2		0		0		0		165		2192
10		-13		11.5		2		0		0		0		120		7248
11		-20		45		3		0		0		0		65		8960
12		-9		52		3		0		0		0		23		10206
13		-8.5		53		1		0		0		0		18		6496
14		-8		52		3		0		0		0		550		14048
15		2		2		3		0		0		0		78		8355
16		-2		9		1		0		0		0		627		3060
17		-10		20		3		0		0		0		9		7378
18		-20		19		2		0		0		0		96		10840
19		-15		-21		3		0		0		0		116		6873
20		-5		-9		2		0		0		0		116		8604
21		-4.5		-9		2		0		0		0		83		6324
22		-52		-36		1		0		0		0		41		5684
23		-53		-36		2		0		0		0		645		7158
24		0		0.01		1		0		0		0		694		4488
25		-30		-18		1		0		0		0		573		2160
26		-51		-35		2		0		0		0		1		3698
27		81		9		3		0		0		0		181		6494
28		84		-99		2		0		0		0		106		5988
29		82		-6		3		0		0		0		52		10104
30		40		-12		1		0		0		0		117		3564
31		50		-7		2		0		0		0		52		6753
32		51		-8		1		0		0		0		1300		1080
33		63		-17		3		0		0		0		57		9308
34		45		-1		3		0		0		0		28		4789
35		54		8.5		3		0		0		0		84		7552
36		29		4		2		0		0		0		1		4326
37		21		3		1		0		0		0		54		2352
38		22		2		3		0		0		0		19		5027
39		39		-3		3		0		0		0		88		4708
40		39.5		-3		2		0		0		0		41		4256
41		40		-11		3		0		0		0		238		12051
42		28		-2		3		0		0		0		66		7275
43		24		-18		2		0		0		0		44		7184
44		24		-19		1		0		0		0		42		1064

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		33		14		8		16.50		0		2.4975708
Bt2		20		6		17		16.50		0		3.8977844
Bt3		28		11		12		15		1		0.7304261
Bt4		21		7		10		10		1		0.9042799
Bt5		22		14		13		20		0		2.0234529
Bt6		15		5		9		20		0		1.2580036
Bt7		28		13		14		5		0		3.7669395
Bt8		13		13		15		5		0		1.5863275
Bt9		18		6		15		5		1		0.6955309
Bt10		18		13		7		5		0		1.7911906
Bt11		14		9		18		25.67		0		3.2489253
Bt12		15		13		7		25.67		0		3.1405149
Bt13		16		6		9		25.67		0		2.4523014
Bt14		26		11		18		145		0		3.9337319
Bt15		18		12		7		145		0		2.7874900
Bt16		34		5		8		145		1		0.5328831
Bt17		14		8		14		82.50		0		2.2909960
Bt18		13		8		6		82.50		0		2.3351761
Bt19		16		9		17		60		0		3.0751234
Bt20		25		12		16		60		1		0.8162890
Bt21		33		9		16		21.67		0		3.6662156
Bt22		16		7		17		21.67		0		2.9361710
Bt23		32		9		8		21.67		1		0.6891253
Bt24		18		12		11		7.67		0		2.3792007
Bt25		24		14		15		7.67		1		0.8551522
Bt26		31		10		9		7.67		1		0.9675055
Bt27		29		14		16		18		0		1.5573788
Bt28		32		13		17		183.33		0		3.6587390
Bt29		23		12		16		183.33		0		2.4909537
Bt30		16		10		16		183.33		0		3.3508707
Bt31		29		9		16		26		0		3.3386362
Bt32		36		7		12		26		0		2.6382235
Bt33		15		11		7		26		0		2.7477788
Bt34		17		12		15		627		0		3.8782438
Bt35		23		10		13		3		0		1.1981037
Bt36		25		11		10		3		0		1.8631873
Bt37		18		7		13		3		0		2.0737824
Bt38		35		14		16		48		0		3.0518461
Bt39		25		15		8		48		0		2.3057939
Bt40		33		6		14		38.67		0		3.9434997
Bt41		31		6		13		38.67		0		1.7493969
Bt42		17		11		9		38.67		0		1.5926497
Bt43		21		12		17		58		0		1.6823922
Bt44		27		10		16		58		1		0.7733355
Bt45		34		12		8		41.50		0		2.6082065
Bt46		36		5		17		41.50		1		0.6676333
Bt47		29		14		14		41		0		2.6709353
Bt48		27		13		14		322.50		1		0.5554115
Bt49		17		11		12		322.50		1		0.5914647
Bt50		34		12		11		694		0		3.0108451
Bt51		20		12		9		573		0		1.1423611
Bt52		13		11		10		0.50		0		2.2162107
Bt53		27		14		6		0.50		1		0.5230919
Bt54		22		10		9		60.33		0		1.4901596
Bt55		16		8		13		60.33		0		2.3778160
Bt56		19		15		10		60.33		1		0.5482286
Bt57		17		11		12		53		0		1.7249945
